freq : 1033.33 MHz
SWR : 10.21
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
175  55  -14.33        0.04           23.40 
180  55  -48.00        0.00           178.50 
0  60  -48.00        0.00           1.50 
5  60  -14.00        0.04           22.54 
10  60  -8.13        0.15           18.76 
15  60  -4.68        0.34           12.83 
20  60  -2.15        0.61           6.48 
25  60  -0.14        0.97           -1.39 
30  60  1.45        1.40           -8.54 
35  60  2.53        1.79           -15.35 
40  60  2.86        1.93           -20.51 
45  60  2.18        1.65           -25.68 
50  60  0.02        1.00           -31.98 
55  60  -4.60        0.35           -43.41 
60  60  -13.39        0.05           -84.78 
65  60  -10.07        0.10           173.28 
70  60  -12.09        0.06           166.90 
75  60  -22.67        0.01           49.51 
80  60  -5.99        0.25           -3.90 
85  60  -0.73        0.85           -8.76 
90  60  0.73        1.18           -9.83 
95  60  -0.74        0.84           -8.72 
100  60  -6.02        0.25           -3.76 
105  60  -22.72        0.01           51.54 
110  60  -11.99        0.06           166.87 
115  60  -9.97        0.10           173.39 
120  60  -13.39        0.05           -85.93 
125  60  -4.64        0.34           -43.79 
130  60  -0.02        1.00           -32.18 
135  60  2.15        1.64           -25.82 
140  60  2.82        1.91           -20.61 
145  60  2.48        1.77           -15.43 
150  60  1.39        1.38           -8.59 
155  60  -0.21        0.95           -1.39 
160  60  -2.23        0.60           6.55 
165  60  -4.80        0.33           13.00 
170  60  -8.30        0.15           19.13 
175  60  -14.33        0.04           23.40 
180  60  -48.00        0.00           178.50 
0  65  -48.00        0.00           1.50 
5  65  -14.00        0.04           22.54 
10  65  -8.13        0.15           18.76 
15  65  -4.68        0.34           12.83 
20  65  -2.15        0.61           6.48 
25  65  -0.14        0.97           -1.39 
30  65  1.45        1.40           -8.54 
35  65  2.53        1.79           -15.35 
40  65  2.86        1.93           -20.51 
45  65  2.18        1.65           -25.68 
50  65  0.02        1.00           -31.98 
55  65  -4.60        0.35           -43.41 
60  65  -13.39        0.05           -84.78 
65  65  -10.07        0.10           173.28 
70  65  -12.09        0.06           166.90 
75  65  -22.67        0.01           49.51 
80  65  -5.99        0.25           -3.90 
85  65  -0.73        0.85           -8.76 
90  65  0.73        1.18           -9.83 
95  65  -0.74        0.84           -8.72 
100  65  -6.02        0.25           -3.76 
105  65  -22.72        0.01           51.54 
110  65  -11.99        0.06           166.87 
115  65  -9.97        0.10           173.39 
120  65  -13.39        0.05           -85.93 
125  65  -4.64        0.34           -43.79 
130  65  -0.02        1.00           -32.18 
135  65  2.15        1.64           -25.82 
140  65  2.82        1.91           -20.61 
145  65  2.48        1.77           -15.43 
150  65  1.39        1.38           -8.59 
155  65  -0.21        0.95           -1.39 
160  65  -2.23        0.60           6.55 
165  65  -4.80        0.33           13.00 
170  65  -8.30        0.15           19.13 
175  65  -14.33        0.04           23.40 
180  65  -48.00        0.00           178.50 
0  70  -48.00        0.00           1.50 
5  70  -14.00        0.04           22.54 
10  70  -8.13        0.15           18.76 
15  70  -4.68        0.34           12.83 
20  70  -2.15        0.61           6.48 
25  70  -0.14        0.97           -1.39 
30  70  1.45        1.40           -8.54 
35  70  2.53        1.79           -15.35 
40  70  2.86        1.93           -20.51 
45  70  2.18        1.65           -25.68 
50  70  0.02        1.00           -31.98 
55  70  -4.60        0.35           -43.41 
60  70  -13.39        0.05           -84.78 
65  70  -10.07        0.10           173.28 
70  70  -12.09        0.06           166.90 
75  70  -22.67        0.01           49.51 
80  70  -5.99        0.25           -3.90 
85  70  -0.73        0.85           -8.76 
90  70  0.73        1.18           -9.83 
95  70  -0.74        0.84           -8.72 
100  70  -6.02        0.25           -3.76 
105  70  -22.72        0.01           51.54 
110  70  -11.99        0.06           166.87 
115  70  -9.97        0.10           173.39 
120  70  -13.39        0.05           -85.93 
125  70  -4.64        0.34           -43.79 
130  70  -0.02        1.00           -32.18 
135  70  2.15        1.64           -25.82 
140  70  2.82        1.91           -20.61 
145  70  2.48        1.77           -15.43 
150  70  1.39        1.38           -8.59 
155  70  -0.21        0.95           -1.39 
160  70  -2.23        0.60           6.55 
165  70  -4.80        0.33           13.00 
170  70  -8.30        0.15           19.13 
175  70  -14.33        0.04           23.40 
180  70  -48.00        0.00           178.50 
0  75  -48.00        0.00           1.50 
5  75  -14.00        0.04           22.54 
10  75  -8.13        0.15           18.76 
15  75  -4.68        0.34           12.83 
20  75  -2.15        0.61           6.48 
25  75  -0.14        0.97           -1.39 
30  75  1.45        1.40           -8.54 
35  75  2.53        1.79           -15.35 
40  75  2.86        1.93           -20.51 
45  75  2.18        1.65           -25.68 
50  75  0.02        1.00           -31.98 
55  75  -4.60        0.35           -43.41 
60  75  -13.39        0.05           -84.78 
65  75  -10.07        0.10           173.28 
70  75  -12.09        0.06           166.90 
75  75  -22.67        0.01           49.51 
80  75  -5.99        0.25           -3.90 
85  75  -0.73        0.85           -8.76 
90  75  0.73        1.18           -9.83 
95  75  -0.74        0.84           -8.72 
100  75  -6.02        0.25           -3.76 
105  75  -22.72        0.01           51.54 
110  75  -11.99        0.06           166.87 
115  75  -9.97        0.10           173.39 
120  75  -13.39        0.05           -85.93 
125  75  -4.64        0.34           -43.79 
130  75  -0.02        1.00           -32.18 
135  75  2.15        1.64           -25.82 
140  75  2.82        1.91           -20.61 
145  75  2.48        1.77           -15.43 
150  75  1.39        1.38           -8.59 
155  75  -0.21        0.95           -1.39 
160  75  -2.23        0.60           6.55 
165  75  -4.80        0.33           13.00 
170  75  -8.30        0.15           19.13 
175  75  -14.33        0.04           23.40 
180  75  -48.00        0.00           178.50 
0  80  -48.00        0.00           1.50 
5  80  -14.00        0.04           22.54 
10  80  -8.13        0.15           18.76 
15  80  -4.68        0.34           12.83 
20  80  -2.15        0.61           6.48 
25  80  -0.14        0.97           -1.39 
30  80  1.45        1.40           -8.54 
35  80  2.53        1.79           -15.35 
40  80  2.86        1.93           -20.51 
45  80  2.18        1.65           -25.68 
50  80  0.02        1.00           -31.98 
55  80  -4.60        0.35           -43.41 
60  80  -13.39        0.05           -84.78 
65  80  -10.07        0.10           173.28 
70  80  -12.09        0.06           166.90 
75  80  -22.67        0.01           49.51 
80  80  -5.99        0.25           -3.90 
85  80  -0.73        0.85           -8.76 
90  80  0.73        1.18           -9.83 
95  80  -0.74        0.84           -8.72 
100  80  -6.02        0.25           -3.76 
105  80  -22.72        0.01           51.54 
110  80  -11.99        0.06           166.87 
115  80  -9.97        0.10           173.39 
120  80  -13.39        0.05           -85.93 
125  80  -4.64        0.34           -43.79 
130  80  -0.02        1.00           -32.18 
135  80  2.15        1.64           -25.82 
140  80  2.82        1.91           -20.61 
145  80  2.48        1.77           -15.43 
150  80  1.39        1.38           -8.59 
155  80  -0.21        0.95           -1.39 
160  80  -2.23        0.60           6.55 
165  80  -4.80        0.33           13.00 
170  80  -8.30        0.15           19.13 
175  80  -14.33        0.04           23.40 
180  80  -48.00        0.00           178.50 
0  85  -48.00        0.00           1.50 
5  85  -14.00        0.04           22.54 
10  85  -8.13        0.15           18.76 
15  85  -4.68        0.34           12.83 
20  85  -2.15        0.61           6.48 
25  85  -0.14        0.97           -1.39 
30  85  1.45        1.40           -8.54 
35  85  2.53        1.79           -15.35 
40  85  2.86        1.93           -20.51 
45  85  2.18        1.65           -25.68 
50  85  0.02        1.00           -31.98 
55  85  -4.60        0.35           -43.41 
60  85  -13.39        0.05           -84.78 
65  85  -10.07        0.10           173.28 
70  85  -12.09        0.06           166.90 
75  85  -22.67        0.01           49.51 
80  85  -5.99        0.25           -3.90 
85  85  -0.73        0.85           -8.76 
90  85  0.73        1.18           -9.83 
95  85  -0.74        0.84           -8.72 
100  85  -6.02        0.25           -3.76 
105  85  -22.72        0.01           51.54 
110  85  -11.99        0.06           166.87 
115  85  -9.97        0.10           173.39 
120  85  -13.39        0.05           -85.93 
125  85  -4.64        0.34           -43.79 
130  85  -0.02        1.00           -32.18 
135  85  2.15        1.64           -25.82 
140  85  2.82        1.91           -20.61 
145  85  2.48        1.77           -15.43 
150  85  1.39        1.38           -8.59 
155  85  -0.21        0.95           -1.39 
160  85  -2.23        0.60           6.55 
165  85  -4.80        0.33           13.00 
170  85  -8.30        0.15           19.13 
175  85  -14.33        0.04           23.40 
180  85  -48.00        0.00           178.50 
0  90  -48.00        0.00           1.50 
5  90  -14.00        0.04           22.54 
10  90  -8.13        0.15           18.76 
15  90  -4.68        0.34           12.83 
20  90  -2.15        0.61           6.48 
25  90  -0.14        0.97           -1.39 
30  90  1.45        1.40           -8.54 
35  90  2.53        1.79           -15.35 
40  90  2.86        1.93           -20.51 
45  90  2.18        1.65           -25.68 
50  90  0.02        1.00           -31.98 
55  90  -4.60        0.35           -43.41 
60  90  -13.39        0.05           -84.78 
65  90  -10.07        0.10           173.28 
70  90  -12.09        0.06           166.90 
75  90  -22.67        0.01           49.51 
80  90  -5.99        0.25           -3.90 
85  90  -0.73        0.85           -8.76 
90  90  0.73        1.18           -9.83 
95  90  -0.74        0.84           -8.72 
100  90  -6.02        0.25           -3.76 
105  90  -22.72        0.01           51.54 
110  90  -11.99        0.06           166.87 
115  90  -9.97        0.10           173.39 
120  90  -13.39        0.05           -85.93 
125  90  -4.64        0.34           -43.79 
130  90  -0.02        1.00           -32.18 
135  90  2.15        1.64           -25.82 
140  90  2.82        1.91           -20.61 
145  90  2.48        1.77           -15.43 
150  90  1.39        1.38           -8.59 
155  90  -0.21        0.95           -1.39 
160  90  -2.23        0.60           6.55 
165  90  -4.80        0.33           13.00 
170  90  -8.30        0.15           19.13 
175  90  -14.33        0.04           23.40 
180  90  -48.00        0.00           178.50 
0  95  -48.00        0.00           1.50 
5  95  -14.00        0.04           22.54 
10  95  -8.13        0.15           18.76 
15  95  -4.68        0.34           12.83 
20  95  -2.15        0.61           6.48 
25  95  -0.14        0.97           -1.39 
30  95  1.45        1.40           -8.54 
35  95  2.53        1.79           -15.35 
40  95  2.86        1.93           -20.51 
45  95  2.18        1.65           -25.68 
50  95  0.02        1.00           -31.98 
55  95  -4.60        0.35           -43.41 
60  95  -13.39        0.05           -84.78 
65  95  -10.07        0.10           173.28 
70  95  -12.09        0.06           166.90 
75  95  -22.67        0.01           49.51 
80  95  -5.99        0.25           -3.90 
85  95  -0.73        0.85           -8.76 
90  95  0.73        1.18           -9.83 
95  95  -0.74        0.84           -8.72 
100  95  -6.02        0.25           -3.76 
105  95  -22.72        0.01           51.54 
110  95  -11.99        0.06           166.87 
115  95  -9.97        0.10           173.39 
120  95  -13.39        0.05           -85.93 
125  95  -4.64        0.34           -43.79 
130  95  -0.02        1.00           -32.18 
135  95  2.15        1.64           -25.82 
140  95  2.82        1.91           -20.61 
145  95  2.48        1.77           -15.43 
150  95  1.39        1.38           -8.59 
155  95  -0.21        0.95           -1.39 
160  95  -2.23        0.60           6.55 
165  95  -4.80        0.33           13.00 
170  95  -8.30        0.15           19.13 
175  95  -14.33        0.04           23.40 
180  95  -48.00        0.00           178.50 
0  100  -48.00        0.00           1.50 
5  100  -14.00        0.04           22.54 
10  100  -8.13        0.15           18.76 
15  100  -4.68        0.34           12.83 
20  100  -2.15        0.61           6.48 
25  100  -0.14        0.97           -1.39 
30  100  1.45        1.40           -8.54 
35  100  2.53        1.79           -15.35 
40  100  2.86        1.93           -20.51 
45  100  2.18        1.65           -25.68 
50  100  0.02        1.00           -31.98 
55  100  -4.60        0.35           -43.41 
60  100  -13.39        0.05           -84.78 
65  100  -10.07        0.10           173.28 
70  100  -12.09        0.06           166.90 
75  100  -22.67        0.01           49.51 
80  100  -5.99        0.25           -3.90 
85  100  -0.73        0.85           -8.76 
90  100  0.73        1.18           -9.83 
