freq : 116.66 MHz
SWR : 6.50
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
120  5  -0.14        0.97           57.65 
125  5  -0.66        0.86           57.71 
130  5  -1.29        0.74           57.78 
135  5  -2.03        0.63           57.86 
140  5  -2.90        0.51           57.96 
145  5  -3.94        0.40           58.07 
150  5  -5.17        0.30           58.17 
155  5  -6.67        0.22           58.27 
160  5  -8.55        0.14           58.36 
165  5  -11.00        0.08           58.44 
170  5  -14.49        0.04           58.50 
175  5  -20.49        0.01           58.54 
180  5  -89.91        0.00           179.08 
0  10  -89.91        0.00           -0.92 
5  10  -20.48        0.01           58.50 
10  10  -14.48        0.04           58.48 
15  10  -11.00        0.08           58.43 
20  10  -8.55        0.14           58.36 
25  10  -6.67        0.22           58.27 
30  10  -5.17        0.30           58.17 
35  10  -3.94        0.40           58.06 
40  10  -2.90        0.51           57.96 
45  10  -2.03        0.63           57.86 
50  10  -1.29        0.74           57.78 
55  10  -0.66        0.86           57.71 
60  10  -0.14        0.97           57.65 
65  10  0.29        1.07           57.60 
70  10  0.64        1.16           57.55 
75  10  0.91        1.23           57.51 
80  10  1.09        1.29           57.47 
85  10  1.21        1.32           57.44 
90  10  1.24        1.33           57.43 
95  10  1.21        1.32           57.44 
100  10  1.09        1.29           57.47 
105  10  0.91        1.23           57.51 
110  10  0.64        1.16           57.55 
115  10  0.29        1.07           57.60 
120  10  -0.14        0.97           57.65 
125  10  -0.66        0.86           57.71 
130  10  -1.29        0.74           57.78 
135  10  -2.03        0.63           57.86 
140  10  -2.90        0.51           57.96 
145  10  -3.94        0.40           58.07 
150  10  -5.17        0.30           58.17 
155  10  -6.67        0.22           58.27 
160  10  -8.55        0.14           58.36 
165  10  -11.00        0.08           58.44 
170  10  -14.49        0.04           58.50 
175  10  -20.49        0.01           58.54 
180  10  -89.91        0.00           179.08 
0  15  -89.91        0.00           -0.92 
5  15  -20.48        0.01           58.50 
10  15  -14.48        0.04           58.48 
15  15  -11.00        0.08           58.43 
20  15  -8.55        0.14           58.36 
25  15  -6.67        0.22           58.27 
30  15  -5.17        0.30           58.17 
35  15  -3.94        0.40           58.06 
40  15  -2.90        0.51           57.96 
45  15  -2.03        0.63           57.86 
50  15  -1.29        0.74           57.78 
55  15  -0.66        0.86           57.71 
60  15  -0.14        0.97           57.65 
65  15  0.29        1.07           57.60 
70  15  0.64        1.16           57.55 
75  15  0.91        1.23           57.51 
80  15  1.09        1.29           57.47 
85  15  1.21        1.32           57.44 
90  15  1.24        1.33           57.43 
95  15  1.21        1.32           57.44 
100  15  1.09        1.29           57.47 
105  15  0.91        1.23           57.51 
110  15  0.64        1.16           57.55 
115  15  0.29        1.07           57.60 
120  15  -0.14        0.97           57.65 
125  15  -0.66        0.86           57.71 
130  15  -1.29        0.74           57.78 
135  15  -2.03        0.63           57.86 
140  15  -2.90        0.51           57.96 
145  15  -3.94        0.40           58.07 
150  15  -5.17        0.30           58.17 
155  15  -6.67        0.22           58.27 
160  15  -8.55        0.14           58.36 
165  15  -11.00        0.08           58.44 
170  15  -14.49        0.04           58.50 
175  15  -20.49        0.01           58.54 
180  15  -89.91        0.00           179.08 
0  20  -89.91        0.00           -0.92 
5  20  -20.48        0.01           58.50 
10  20  -14.48        0.04           58.48 
15  20  -11.00        0.08           58.43 
20  20  -8.55        0.14           58.36 
25  20  -6.67        0.22           58.27 
30  20  -5.17        0.30           58.17 
35  20  -3.94        0.40           58.06 
40  20  -2.90        0.51           57.96 
45  20  -2.03        0.63           57.86 
50  20  -1.29        0.74           57.78 
55  20  -0.66        0.86           57.71 
60  20  -0.14        0.97           57.65 
65  20  0.29        1.07           57.60 
70  20  0.64        1.16           57.55 
75  20  0.91        1.23           57.51 
80  20  1.09        1.29           57.47 
85  20  1.21        1.32           57.44 
90  20  1.24        1.33           57.43 
95  20  1.21        1.32           57.44 
100  20  1.09        1.29           57.47 
105  20  0.91        1.23           57.51 
110  20  0.64        1.16           57.55 
115  20  0.29        1.07           57.60 
120  20  -0.14        0.97           57.65 
125  20  -0.66        0.86           57.71 
130  20  -1.29        0.74           57.78 
135  20  -2.03        0.63           57.86 
140  20  -2.90        0.51           57.96 
145  20  -3.94        0.40           58.07 
150  20  -5.17        0.30           58.17 
155  20  -6.67        0.22           58.27 
160  20  -8.55        0.14           58.36 
165  20  -11.00        0.08           58.44 
170  20  -14.49        0.04           58.50 
175  20  -20.49        0.01           58.54 
180  20  -89.91        0.00           179.08 
0  25  -89.91        0.00           -0.92 
5  25  -20.48        0.01           58.50 
10  25  -14.48        0.04           58.48 
15  25  -11.00        0.08           58.43 
20  25  -8.55        0.14           58.36 
25  25  -6.67        0.22           58.27 
30  25  -5.17        0.30           58.17 
35  25  -3.94        0.40           58.06 
40  25  -2.90        0.51           57.96 
45  25  -2.03        0.63           57.86 
50  25  -1.29        0.74           57.78 
55  25  -0.66        0.86           57.71 
60  25  -0.14        0.97           57.65 
65  25  0.29        1.07           57.60 
70  25  0.64        1.16           57.55 
75  25  0.91        1.23           57.51 
80  25  1.09        1.29           57.47 
85  25  1.21        1.32           57.44 
90  25  1.24        1.33           57.43 
95  25  1.21        1.32           57.44 
100  25  1.09        1.29           57.47 
105  25  0.91        1.23           57.51 
110  25  0.64        1.16           57.55 
115  25  0.29        1.07           57.60 
120  25  -0.14        0.97           57.65 
125  25  -0.66        0.86           57.71 
130  25  -1.29        0.74           57.78 
135  25  -2.03        0.63           57.86 
140  25  -2.90        0.51           57.96 
145  25  -3.94        0.40           58.07 
150  25  -5.17        0.30           58.17 
155  25  -6.67        0.22           58.27 
160  25  -8.55        0.14           58.36 
165  25  -11.00        0.08           58.44 
170  25  -14.49        0.04           58.50 
175  25  -20.49        0.01           58.54 
180  25  -89.91        0.00           179.08 
0  30  -89.91        0.00           -0.92 
5  30  -20.48        0.01           58.50 
10  30  -14.48        0.04           58.48 
15  30  -11.00        0.08           58.43 
20  30  -8.55        0.14           58.36 
25  30  -6.67        0.22           58.27 
30  30  -5.17        0.30           58.17 
35  30  -3.94        0.40           58.06 
40  30  -2.90        0.51           57.96 
45  30  -2.03        0.63           57.86 
50  30  -1.29        0.74           57.78 
55  30  -0.66        0.86           57.71 
60  30  -0.14        0.97           57.65 
65  30  0.29        1.07           57.60 
70  30  0.64        1.16           57.55 
75  30  0.91        1.23           57.51 
80  30  1.09        1.29           57.47 
85  30  1.21        1.32           57.44 
90  30  1.24        1.33           57.43 
95  30  1.21        1.32           57.44 
100  30  1.09        1.29           57.47 
105  30  0.91        1.23           57.51 
110  30  0.64        1.16           57.55 
115  30  0.29        1.07           57.60 
120  30  -0.14        0.97           57.65 
125  30  -0.66        0.86           57.71 
130  30  -1.29        0.74           57.78 
135  30  -2.03        0.63           57.86 
140  30  -2.90        0.51           57.96 
145  30  -3.94        0.40           58.07 
150  30  -5.17        0.30           58.17 
155  30  -6.67        0.22           58.27 
160  30  -8.55        0.14           58.36 
165  30  -11.00        0.08           58.44 
170  30  -14.49        0.04           58.50 
175  30  -20.49        0.01           58.54 
180  30  -89.91        0.00           179.08 
0  35  -89.91        0.00           -0.92 
5  35  -20.48        0.01           58.50 
10  35  -14.48        0.04           58.48 
15  35  -11.00        0.08           58.43 
20  35  -8.55        0.14           58.36 
25  35  -6.67        0.22           58.27 
30  35  -5.17        0.30           58.17 
35  35  -3.94        0.40           58.06 
40  35  -2.90        0.51           57.96 
45  35  -2.03        0.63           57.86 
50  35  -1.29        0.74           57.78 
55  35  -0.66        0.86           57.71 
60  35  -0.14        0.97           57.65 
65  35  0.29        1.07           57.60 
70  35  0.64        1.16           57.55 
75  35  0.91        1.23           57.51 
80  35  1.09        1.29           57.47 
85  35  1.21        1.32           57.44 
90  35  1.24        1.33           57.43 
95  35  1.21        1.32           57.44 
100  35  1.09        1.29           57.47 
105  35  0.91        1.23           57.51 
110  35  0.64        1.16           57.55 
115  35  0.29        1.07           57.60 
120  35  -0.14        0.97           57.65 
125  35  -0.66        0.86           57.71 
130  35  -1.29        0.74           57.78 
135  35  -2.03        0.63           57.86 
140  35  -2.90        0.51           57.96 
145  35  -3.94        0.40           58.07 
150  35  -5.17        0.30           58.17 
155  35  -6.67        0.22           58.27 
160  35  -8.55        0.14           58.36 
165  35  -11.00        0.08           58.44 
170  35  -14.49        0.04           58.50 
175  35  -20.49        0.01           58.54 
180  35  -89.91        0.00           179.08 
0  40  -89.91        0.00           -0.92 
5  40  -20.48        0.01           58.50 
10  40  -14.48        0.04           58.48 
15  40  -11.00        0.08           58.43 
20  40  -8.55        0.14           58.36 
25  40  -6.67        0.22           58.27 
30  40  -5.17        0.30           58.17 
35  40  -3.94        0.40           58.06 
40  40  -2.90        0.51           57.96 
45  40  -2.03        0.63           57.86 
50  40  -1.29        0.74           57.78 
55  40  -0.66        0.86           57.71 
60  40  -0.14        0.97           57.65 
65  40  0.29        1.07           57.60 
70  40  0.64        1.16           57.55 
75  40  0.91        1.23           57.51 
80  40  1.09        1.29           57.47 
85  40  1.21        1.32           57.44 
90  40  1.24        1.33           57.43 
95  40  1.21        1.32           57.44 
100  40  1.09        1.29           57.47 
105  40  0.91        1.23           57.51 
110  40  0.64        1.16           57.55 
115  40  0.29        1.07           57.60 
120  40  -0.14        0.97           57.65 
125  40  -0.66        0.86           57.71 
130  40  -1.29        0.74           57.78 
135  40  -2.03        0.63           57.86 
140  40  -2.90        0.51           57.96 
145  40  -3.94        0.40           58.07 
150  40  -5.17        0.30           58.17 
155  40  -6.67        0.22           58.27 
160  40  -8.55        0.14           58.36 
165  40  -11.00        0.08           58.44 
170  40  -14.49        0.04           58.50 
175  40  -20.49        0.01           58.54 
180  40  -89.91        0.00           179.08 
0  45  -89.91        0.00           -0.92 
5  45  -20.48        0.01           58.50 
10  45  -14.48        0.04           58.48 
15  45  -11.00        0.08           58.43 
20  45  -8.55        0.14           58.36 
25  45  -6.67        0.22           58.27 
30  45  -5.17        0.30           58.17 
35  45  -3.94        0.40           58.06 
40  45  -2.90        0.51           57.96 
45  45  -2.03        0.63           57.86 
50  45  -1.29        0.74           57.78 
55  45  -0.66        0.86           57.71 
60  45  -0.14        0.97           57.65 
65  45  0.29        1.07           57.60 
70  45  0.64        1.16           57.55 
75  45  0.91        1.23           57.51 
80  45  1.09        1.29           57.47 
85  45  1.21        1.32           57.44 
90  45  1.24        1.33           57.43 
95  45  1.21        1.32           57.44 
100  45  1.09        1.29           57.47 
105  45  0.91        1.23           57.51 
110  45  0.64        1.16           57.55 
115  45  0.29        1.07           57.60 
120  45  -0.14        0.97           57.65 
125  45  -0.66        0.86           57.71 
130  45  -1.29        0.74           57.78 
135  45  -2.03        0.63           57.86 
140  45  -2.90        0.51           57.96 
145  45  -3.94        0.40           58.07 
150  45  -5.17        0.30           58.17 
155  45  -6.67        0.22           58.27 
160  45  -8.55        0.14           58.36 
165  45  -11.00        0.08           58.44 
170  45  -14.49        0.04           58.50 
175  45  -20.49        0.01           58.54 
180  45  -89.91        0.00           179.08 
0  50  -89.91        0.00           -0.92 
5  50  -20.48        0.01           58.50 
10  50  -14.48        0.04           58.48 
15  50  -11.00        0.08           58.43 
20  50  -8.55        0.14           58.36 
25  50  -6.67        0.22           58.27 
30  50  -5.17        0.30           58.17 
35  50  -3.94        0.40           58.06 
40  50  -2.90        0.51           57.96 
45  50  -2.03        0.63           57.86 
50  50  -1.29        0.74           57.78 
55  50  -0.66        0.86           57.71 
60  50  -0.14        0.97           57.65 
65  50  0.29        1.07           57.60 
70  50  0.64        1.16           57.55 
75  50  0.91        1.23           57.51 
80  50  1.09        1.29           57.47 
85  50  1.21        1.32           57.44 
90  50  1.24        1.33           57.43 
95  50  1.21        1.32           57.44 
100  50  1.09        1.29           57.47 
105  50  0.91        1.23           57.51 
110  50  0.64        1.16           57.55 
115  50  0.29        1.07           57.60 
120  50  -0.14        0.97           57.65 
125  50  -0.66        0.86           57.71 
130  50  -1.29        0.74           57.78 
135  50  -2.03        0.63           57.86 
140  50  -2.90        0.51           57.96 
145  50  -3.94        0.40           58.07 
150  50  -5.17        0.30           58.17 
155  50  -6.67        0.22           58.27 
160  50  -8.55        0.14           58.36 
165  50  -11.00        0.08           58.44 
170  50  -14.49        0.04           58.50 
175  50  -20.49        0.01           58.54 
180  50  -89.91        0.00           179.08 
0  55  -89.91        0.00           -0.92 
5  55  -20.48        0.01           58.50 
10  55  -14.48        0.04           58.48 
15  55  -11.00        0.08           58.43 
20  55  -8.55        0.14           58.36 
25  55  -6.67        0.22           58.27 
30  55  -5.17        0.30           58.17 
35  55  -3.94        0.40           58.06 
40  55  -2.90        0.51           57.96 
45  55  -2.03        0.63           57.86 
50  55  -1.29        0.74           57.78 
55  55  -0.66        0.86           57.71 
60  55  -0.14        0.97           57.65 
65  55  0.29        1.07           57.60 
70  55  0.64        1.16           57.55 
75  55  0.91        1.23           57.51 
80  55  1.09        1.29           57.47 
85  55  1.21        1.32           57.44 
90  55  1.24        1.33           57.43 
95  55  1.21        1.32           57.44 
100  55  1.09        1.29           57.47 
105  55  0.91        1.23           57.51 
110  55  0.64        1.16           57.55 
115  55  0.29        1.07           57.60 
120  55  -0.14        0.97           57.65 
125  55  -0.66        0.86           57.71 
130  55  -1.29        0.74           57.78 
135  55  -2.03        0.63           57.86 
140  55  -2.90        0.51           57.96 
145  55  -3.94        0.40           58.07 
150  55  -5.17        0.30           58.17 
155  55  -6.67        0.22           58.27 
160  55  -8.55        0.14           58.36 
165  55  -11.00        0.08           58.44 
170  55  -14.49        0.04           58.50 
175  55  -20.49        0.01           58.54 
180  55  -89.91        0.00           179.08 
0  60  -89.91        0.00           -0.92 
5  60  -20.48        0.01           58.50 
10  60  -14.48        0.04           58.48 
15  60  -11.00        0.08           58.43 
20  60  -8.55        0.14           58.36 
25  60  -6.67        0.22           58.27 
30  60  -5.17        0.30           58.17 
35  60  -3.94        0.40           58.06 
40  60  -2.90        0.51           57.96 
45  60  -2.03        0.63           57.86 
50  60  -1.29        0.74           57.78 
55  60  -0.66        0.86           57.71 
60  60  -0.14        0.97           57.65 
65  60  0.29        1.07           57.60 
70  60  0.64        1.16           57.55 
75  60  0.91        1.23           57.51 
80  60  1.09        1.29           57.47 
85  60  1.21        1.32           57.44 
90  60  1.24        1.33           57.43 
95  60  1.21        1.32           57.44 
100  60  1.09        1.29           57.47 
105  60  0.91        1.23           57.51 
110  60  0.64        1.16           57.55 
115  60  0.29        1.07           57.60 
120  60  -0.14        0.97           57.65 
125  60  -0.66        0.86           57.71 
130  60  -1.29        0.74           57.78 
135  60  -2.03        0.63           57.86 
140  60  -2.90        0.51           57.96 
145  60  -3.94        0.40           58.07 
150  60  -5.17        0.30           58.17 
155  60  -6.67        0.22           58.27 
160  60  -8.55        0.14           58.36 
165  60  -11.00        0.08           58.44 
170  60  -14.49        0.04           58.50 
175  60  -20.49        0.01           58.54 
180  60  -89.91        0.00           179.08 
0  65  -89.91        0.00           -0.92 
5  65  -20.48        0.01           58.50 
10  65  -14.48        0.04           58.48 
15  65  -11.00        0.08           58.43 
20  65  -8.55        0.14           58.36 
25  65  -6.67        0.22           58.27 
30  65  -5.17        0.30           58.17 
35  65  -3.94        0.40           58.06 
40  65  -2.90        0.51           57.96 
45  65  -2.03        0.63           57.86 
50  65  -1.29        0.74           57.78 
55  65  -0.66        0.86           57.71 
60  65  -0.14        0.97           57.65 
65  65  0.29        1.07           57.60 
70  65  0.64        1.16           57.55 
75  65  0.91        1.23           57.51 
80  65  1.09        1.29           57.47 
85  65  1.21        1.32           57.44 
90  65  1.24        1.33           57.43 
95  65  1.21        1.32           57.44 
100  65  1.09        1.29           57.47 
105  65  0.91        1.23           57.51 
110  65  0.64        1.16           57.55 
115  65  0.29        1.07           57.60 
120  65  -0.14        0.97           57.65 
125  65  -0.66        0.86           57.71 
130  65  -1.29        0.74           57.78 
135  65  -2.03        0.63           57.86 
140  65  -2.90        0.51           57.96 
145  65  -3.94        0.40           58.07 
150  65  -5.17        0.30           58.17 
155  65  -6.67        0.22           58.27 
160  65  -8.55        0.14           58.36 
165  65  -11.00        0.08           58.44 
170  65  -14.49        0.04           58.50 
175  65  -20.49        0.01           58.54 
180  65  -89.91        0.00           179.08 
0  70  -89.91        0.00           -0.92 
5  70  -20.48        0.01           58.50 
10  70  -14.48        0.04           58.48 
15  70  -11.00        0.08           58.43 
20  70  -8.55        0.14           58.36 
25  70  -6.67        0.22           58.27 
30  70  -5.17        0.30           58.17 
35  70  -3.94        0.40           58.06 
40  70  -2.90        0.51           57.96 
45  70  -2.03        0.63           57.86 
50  70  -1.29        0.74           57.78 
55  70  -0.66        0.86           57.71 
60  70  -0.14        0.97           57.65 
65  70  0.29        1.07           57.60 
70  70  0.64        1.16           57.55 
75  70  0.91        1.23           57.51 
80  70  1.09        1.29           57.47 
85  70  1.21        1.32           57.44 
90  70  1.24        1.33           57.43 
95  70  1.21        1.32           57.44 
100  70  1.09        1.29           57.47 
105  70  0.91        1.23           57.51 
110  70  0.64        1.16           57.55 
115  70  0.29        1.07           57.60 
120  70  -0.14        0.97           57.65 
125  70  -0.66        0.86           57.71 
130  70  -1.29        0.74           57.78 
135  70  -2.03        0.63           57.86 
140  70  -2.90        0.51           57.96 
145  70  -3.94        0.40           58.07 
150  70  -5.17        0.30           58.17 
155  70  -6.67        0.22           58.27 
160  70  -8.55        0.14           58.36 
165  70  -11.00        0.08           58.44 
170  70  -14.49        0.04           58.50 
175  70  -20.49        0.01           58.54 
180  70  -89.91        0.00           179.08 
0  75  -89.91        0.00           -0.92 
5  75  -20.48        0.01           58.50 
10  75  -14.48        0.04           58.48 
15  75  -11.00        0.08           58.43 
20  75  -8.55        0.14           58.36 
25  75  -6.67        0.22           58.27 
30  75  -5.17        0.30           58.17 
35  75  -3.94        0.40           58.06 
40  75  -2.90        0.51           57.96 
45  75  -2.03        0.63           57.86 
50  75  -1.29        0.74           57.78 
55  75  -0.66        0.86           57.71 
60  75  -0.14        0.97           57.65 
65  75  0.29        1.07           57.60 
70  75  0.64        1.16           57.55 
75  75  0.91        1.23           57.51 
80  75  1.09        1.29           57.47 
85  75  1.21        1.32           57.44 
90  75  1.24        1.33           57.43 
95  75  1.21        1.32           57.44 
100  75  1.09        1.29           57.47 
105  75  0.91        1.23           57.51 
110  75  0.64        1.16           57.55 
115  75  0.29        1.07           57.60 
120  75  -0.14        0.97           57.65 
125  75  -0.66        0.86           57.71 
130  75  -1.29        0.74           57.78 
135  75  -2.03        0.63           57.86 
140  75  -2.90        0.51           57.96 
145  75  -3.94        0.40           58.07 
150  75  -5.17        0.30           58.17 
155  75  -6.67        0.22           58.27 
160  75  -8.55        0.14           58.36 
165  75  -11.00        0.08           58.44 
170  75  -14.49        0.04           58.50 
175  75  -20.49        0.01           58.54 
180  75  -89.91        0.00           179.08 
0  80  -89.91        0.00           -0.92 
5  80  -20.48        0.01           58.50 
10  80  -14.48        0.04           58.48 
15  80  -11.00        0.08           58.43 
20  80  -8.55        0.14           58.36 
25  80  -6.67        0.22           58.27 
30  80  -5.17        0.30           58.17 
35  80  -3.94        0.40           58.06 
40  80  -2.90        0.51           57.96 
45  80  -2.03        0.63           57.86 
50  80  -1.29        0.74           57.78 
55  80  -0.66        0.86           57.71 
60  80  -0.14        0.97           57.65 
65  80  0.29        1.07           57.60 
70  80  0.64        1.16           57.55 
75  80  0.91        1.23           57.51 
80  80  1.09        1.29           57.47 
85  80  1.21        1.32           57.44 
90  80  1.24        1.33           57.43 
95  80  1.21        1.32           57.44 
100  80  1.09        1.29           57.47 
105  80  0.91        1.23           57.51 
110  80  0.64        1.16           57.55 
115  80  0.29        1.07           57.60 
120  80  -0.14        0.97           57.65 
125  80  -0.66        0.86           57.71 
130  80  -1.29        0.74           57.78 
135  80  -2.03        0.63           57.86 
140  80  -2.90        0.51           57.96 
145  80  -3.94        0.40           58.07 
150  80  -5.17        0.30           58.17 
155  80  -6.67        0.22           58.27 
160  80  -8.55        0.14           58.36 
165  80  -11.00        0.08           58.44 
170  80  -14.49        0.04           58.50 
175  80  -20.49        0.01           58.54 
180  80  -89.91        0.00           179.08 
0  85  -89.91        0.00           -0.92 
5  85  -20.48        0.01           58.50 
10  85  -14.48        0.04           58.48 
15  85  -11.00        0.08           58.43 
20  85  -8.55        0.14           58.36 
25  85  -6.67        0.22           58.27 
30  85  -5.17        0.30           58.17 
35  85  -3.94        0.40           58.06 
40  85  -2.90        0.51           57.96 
45  85  -2.03        0.63           57.86 
50  85  -1.29        0.74           57.78 
55  85  -0.66        0.86           57.71 
60  85  -0.14        0.97           57.65 
65  85  0.29        1.07           57.60 
70  85  0.64        1.16           57.55 
75  85  0.91        1.23           57.51 
80  85  1.09        1.29           57.47 
85  85  1.21        1.32           57.44 
90  85  1.24        1.33           57.43 
95  85  1.21        1.32           57.44 
100  85  1.09        1.29           57.47 
105  85  0.91        1.23           57.51 
110  85  0.64        1.16           57.55 
115  85  0.29        1.07           57.60 
120  85  -0.14        0.97           57.65 
125  85  -0.66        0.86           57.71 
130  85  -1.29        0.74           57.78 
135  85  -2.03        0.63           57.86 
140  85  -2.90        0.51           57.96 
145  85  -3.94        0.40           58.07 
150  85  -5.17        0.30           58.17 
155  85  -6.67        0.22           58.27 
160  85  -8.55        0.14           58.36 
165  85  -11.00        0.08           58.44 
170  85  -14.49        0.04           58.50 
175  85  -20.49        0.01           58.54 
180  85  -89.91        0.00           179.08 
0  90  -89.91        0.00           -0.92 
5  90  -20.48        0.01           58.50 
10  90  -14.48        0.04           58.48 
15  90  -11.00        0.08           58.43 
20  90  -8.55        0.14           58.36 
25  90  -6.67        0.22           58.27 
30  90  -5.17        0.30           58.17 
35  90  -3.94        0.40           58.06 
40  90  -2.90        0.51           57.96 
45  90  -2.03        0.63           57.86 
50  90  -1.29        0.74           57.78 
55  90  -0.66        0.86           57.71 
60  90  -0.14        0.97           57.65 
65  90  0.29        1.07           57.60 
70  90  0.64        1.16           57.55 
75  90  0.91        1.23           57.51 
80  90  1.09        1.29           57.47 
85  90  1.21        1.32           57.44 
90  90  1.24        1.33           57.43 
95  90  1.21        1.32           57.44 
100  90  1.09        1.29           57.47 
105  90  0.91        1.23           57.51 
110  90  0.64        1.16           57.55 
115  90  0.29        1.07           57.60 
120  90  -0.14        0.97           57.65 
125  90  -0.66        0.86           57.71 
130  90  -1.29        0.74           57.78 
135  90  -2.03        0.63           57.86 
140  90  -2.90        0.51           57.96 
145  90  -3.94        0.40           58.07 
150  90  -5.17        0.30           58.17 
155  90  -6.67        0.22           58.27 
160  90  -8.55        0.14           58.36 
165  90  -11.00        0.08           58.44 
170  90  -14.49        0.04           58.50 
175  90  -20.49        0.01           58.54 
180  90  -89.91        0.00           179.08 
0  95  -89.91        0.00           -0.92 
5  95  -20.48        0.01           58.50 
10  95  -14.48        0.04           58.48 
15  95  -11.00        0.08           58.43 
20  95  -8.55        0.14           58.36 
25  95  -6.67        0.22           58.27 
30  95  -5.17        0.30           58.17 
35  95  -3.94        0.40           58.06 
40  95  -2.90        0.51           57.96 
45  95  -2.03        0.63           57.86 
50  95  -1.29        0.74           57.78 
55  95  -0.66        0.86           57.71 
60  95  -0.14        0.97           57.65 
65  95  0.29        1.07           57.60 
70  95  0.64        1.16           57.55 
75  95  0.91        1.23           57.51 
80  95  1.09        1.29           57.47 
85  95  1.21        1.32           57.44 
90  95  1.24        1.33           57.43 
95  95  1.21        1.32           57.44 
100  95  1.09        1.29           57.47 
105  95  0.91        1.23           57.51 
110  95  0.64        1.16           57.55 
115  95  0.29        1.07           57.60 
120  95  -0.14        0.97           57.65 
125  95  -0.66        0.86           57.71 
130  95  -1.29        0.74           57.78 
135  95  -2.03        0.63           57.86 
140  95  -2.90        0.51           57.96 
145  95  -3.94        0.40           58.07 
150  95  -5.17        0.30           58.17 
155  95  -6.67        0.22           58.27 
160  95  -8.55        0.14           58.36 
165  95  -11.00        0.08           58.44 
170  95  -14.49        0.04           58.50 
175  95  -20.49        0.01           58.54 
180  95  -89.91        0.00           179.08 
0  100  -89.91        0.00           -0.92 
5  100  -20.48        0.01           58.50 
10  100  -14.48        0.04           58.48 
15  100  -11.00        0.08           58.43 
20  100  -8.55        0.14           58.36 
25  100  -6.67        0.22           58.27 
30  100  -5.17        0.30           58.17 
35  100  -3.94        0.40           58.06 
40  100  -2.90        0.51           57.96 
45  100  -2.03        0.63           57.86 
50  100  -1.29        0.74           57.78 
55  100  -0.66        0.86           57.71 
60  100  -0.14        0.97           57.65 
65  100  0.29        1.07           57.60 
70  100  0.64        1.16           57.55 
75  100  0.91        1.23           57.51 
80  100  1.09        1.29           57.47 
85  100  1.21        1.32           57.44 
90  100  1.24        1.33           57.43 
95  100  1.21        1.32           57.44 
100  100  1.09        1.29           57.47 
105  100  0.91        1.23           57.51 
110  100  0.64        1.16           57.55 
115  100  0.29        1.07           57.60 
120  100  -0.14        0.97           57.65 
125  100  -0.66        0.86           57.71 
130  100  -1.29        0.74           57.78 
135  100  -2.03        0.63           57.86 
140  100  -2.90        0.51           57.96 
145  100  -3.94        0.40           58.07 
150  100  -5.17        0.30           58.17 
155  100  -6.67        0.22           58.27 
160  100  -8.55        0.14           58.36 
165  100  -11.00        0.08           58.44 
170  100  -14.49        0.04           58.50 
175  100  -20.49        0.01           58.54 
180  100  -89.91        0.00           179.08 
0  105  -89.91        0.00           -0.92 
5  105  -20.48        0.01           58.50 
10  105  -14.48        0.04           58.48 
15  105  -11.00        0.08           58.43 
20  105  -8.55        0.14           58.36 
25  105  -6.67        0.22           58.27 
