freq : 283.33 MHz
SWR : 3.84
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
85  20  2.38        1.73           -95.90 
90  20  2.45        1.76           -96.05 
95  20  2.38        1.73           -95.90 
100  20  2.17        1.65           -95.49 
105  20  1.82        1.52           -94.79 
110  20  1.33        1.36           -93.81 
115  20  0.71        1.18           -92.54 
120  20  -0.04        0.99           -91.00 
125  20  -0.91        0.81           -89.18 
130  20  -1.91        0.64           -87.11 
135  20  -3.04        0.50           -84.82 
140  20  -4.29        0.37           -82.39 
145  20  -5.69        0.27           -79.87 
150  20  -7.25        0.19           -77.35 
155  20  -9.04        0.12           -74.93 
160  20  -11.15        0.08           -72.73 
165  20  -13.79        0.04           -70.89 
170  20  -17.42        0.02           -69.53 
175  20  -23.52        0.00           -68.85 
180  20  -66.03        0.00           176.45 
0  25  -66.03        0.00           3.55 
5  25  -23.48        0.00           -68.04 
10  25  -17.41        0.02           -69.14 
15  25  -13.78        0.04           -70.63 
20  25  -11.15        0.08           -72.55 
25  25  -9.03        0.13           -74.79 
30  25  -7.25        0.19           -77.25 
35  25  -5.69        0.27           -79.79 
40  25  -4.29        0.37           -82.33 
45  25  -3.04        0.50           -84.77 
50  25  -1.92        0.64           -87.07 
55  25  -0.92        0.81           -89.16 
60  25  -0.04        0.99           -90.98 
65  25  0.71        1.18           -92.52 
70  25  1.33        1.36           -93.80 
75  25  1.82        1.52           -94.79 
80  25  2.17        1.65           -95.48 
85  25  2.38        1.73           -95.90 
90  25  2.45        1.76           -96.05 
95  25  2.38        1.73           -95.90 
100  25  2.17        1.65           -95.49 
105  25  1.82        1.52           -94.79 
110  25  1.33        1.36           -93.81 
115  25  0.71        1.18           -92.54 
120  25  -0.04        0.99           -91.00 
125  25  -0.91        0.81           -89.18 
130  25  -1.91        0.64           -87.11 
135  25  -3.04        0.50           -84.82 
140  25  -4.29        0.37           -82.39 
145  25  -5.69        0.27           -79.87 
150  25  -7.25        0.19           -77.35 
155  25  -9.04        0.12           -74.93 
160  25  -11.15        0.08           -72.73 
165  25  -13.79        0.04           -70.89 
170  25  -17.42        0.02           -69.53 
175  25  -23.52        0.00           -68.85 
180  25  -66.03        0.00           176.45 
0  30  -66.03        0.00           3.55 
5  30  -23.48        0.00           -68.04 
10  30  -17.41        0.02           -69.14 
15  30  -13.78        0.04           -70.63 
20  30  -11.15        0.08           -72.55 
25  30  -9.03        0.13           -74.79 
30  30  -7.25        0.19           -77.25 
35  30  -5.69        0.27           -79.79 
40  30  -4.29        0.37           -82.33 
45  30  -3.04        0.50           -84.77 
50  30  -1.92        0.64           -87.07 
55  30  -0.92        0.81           -89.16 
60  30  -0.04        0.99           -90.98 
65  30  0.71        1.18           -92.52 
70  30  1.33        1.36           -93.80 
75  30  1.82        1.52           -94.79 
80  30  2.17        1.65           -95.48 
85  30  2.38        1.73           -95.90 
90  30  2.45        1.76           -96.05 
95  30  2.38        1.73           -95.90 
100  30  2.17        1.65           -95.49 
105  30  1.82        1.52           -94.79 
110  30  1.33        1.36           -93.81 
115  30  0.71        1.18           -92.54 
120  30  -0.04        0.99           -91.00 
125  30  -0.91        0.81           -89.18 
130  30  -1.91        0.64           -87.11 
135  30  -3.04        0.50           -84.82 
140  30  -4.29        0.37           -82.39 
145  30  -5.69        0.27           -79.87 
150  30  -7.25        0.19           -77.35 
155  30  -9.04        0.12           -74.93 
160  30  -11.15        0.08           -72.73 
165  30  -13.79        0.04           -70.89 
170  30  -17.42        0.02           -69.53 
175  30  -23.52        0.00           -68.85 
180  30  -66.03        0.00           176.45 
0  35  -66.03        0.00           3.55 
5  35  -23.48        0.00           -68.04 
10  35  -17.41        0.02           -69.14 
15  35  -13.78        0.04           -70.63 
20  35  -11.15        0.08           -72.55 
25  35  -9.03        0.13           -74.79 
30  35  -7.25        0.19           -77.25 
35  35  -5.69        0.27           -79.79 
40  35  -4.29        0.37           -82.33 
45  35  -3.04        0.50           -84.77 
50  35  -1.92        0.64           -87.07 
55  35  -0.92        0.81           -89.16 
60  35  -0.04        0.99           -90.98 
65  35  0.71        1.18           -92.52 
70  35  1.33        1.36           -93.80 
75  35  1.82        1.52           -94.79 
80  35  2.17        1.65           -95.48 
85  35  2.38        1.73           -95.90 
90  35  2.45        1.76           -96.05 
95  35  2.38        1.73           -95.90 
100  35  2.17        1.65           -95.49 
105  35  1.82        1.52           -94.79 
110  35  1.33        1.36           -93.81 
115  35  0.71        1.18           -92.54 
120  35  -0.04        0.99           -91.00 
125  35  -0.91        0.81           -89.18 
130  35  -1.91        0.64           -87.11 
135  35  -3.04        0.50           -84.82 
140  35  -4.29        0.37           -82.39 
145  35  -5.69        0.27           -79.87 
150  35  -7.25        0.19           -77.35 
155  35  -9.04        0.12           -74.93 
160  35  -11.15        0.08           -72.73 
165  35  -13.79        0.04           -70.89 
170  35  -17.42        0.02           -69.53 
175  35  -23.52        0.00           -68.85 
180  35  -66.03        0.00           176.45 
0  40  -66.03        0.00           3.55 
5  40  -23.48        0.00           -68.04 
10  40  -17.41        0.02           -69.14 
15  40  -13.78        0.04           -70.63 
20  40  -11.15        0.08           -72.55 
25  40  -9.03        0.13           -74.79 
30  40  -7.25        0.19           -77.25 
35  40  -5.69        0.27           -79.79 
40  40  -4.29        0.37           -82.33 
45  40  -3.04        0.50           -84.77 
50  40  -1.92        0.64           -87.07 
55  40  -0.92        0.81           -89.16 
60  40  -0.04        0.99           -90.98 
65  40  0.71        1.18           -92.52 
70  40  1.33        1.36           -93.80 
75  40  1.82        1.52           -94.79 
80  40  2.17        1.65           -95.48 
85  40  2.38        1.73           -95.90 
90  40  2.45        1.76           -96.05 
95  40  2.38        1.73           -95.90 
100  40  2.17        1.65           -95.49 
105  40  1.82        1.52           -94.79 
110  40  1.33        1.36           -93.81 
115  40  0.71        1.18           -92.54 
120  40  -0.04        0.99           -91.00 
125  40  -0.91        0.81           -89.18 
130  40  -1.91        0.64           -87.11 
135  40  -3.04        0.50           -84.82 
140  40  -4.29        0.37           -82.39 
145  40  -5.69        0.27           -79.87 
150  40  -7.25        0.19           -77.35 
155  40  -9.04        0.12           -74.93 
160  40  -11.15        0.08           -72.73 
165  40  -13.79        0.04           -70.89 
170  40  -17.42        0.02           -69.53 
175  40  -23.52        0.00           -68.85 
180  40  -66.03        0.00           176.45 
0  45  -66.03        0.00           3.55 
5  45  -23.48        0.00           -68.04 
10  45  -17.41        0.02           -69.14 
15  45  -13.78        0.04           -70.63 
20  45  -11.15        0.08           -72.55 
25  45  -9.03        0.13           -74.79 
30  45  -7.25        0.19           -77.25 
35  45  -5.69        0.27           -79.79 
40  45  -4.29        0.37           -82.33 
45  45  -3.04        0.50           -84.77 
50  45  -1.92        0.64           -87.07 
55  45  -0.92        0.81           -89.16 
60  45  -0.04        0.99           -90.98 
65  45  0.71        1.18           -92.52 
70  45  1.33        1.36           -93.80 
75  45  1.82        1.52           -94.79 
80  45  2.17        1.65           -95.48 
85  45  2.38        1.73           -95.90 
90  45  2.45        1.76           -96.05 
95  45  2.38        1.73           -95.90 
100  45  2.17        1.65           -95.49 
105  45  1.82        1.52           -94.79 
110  45  1.33        1.36           -93.81 
115  45  0.71        1.18           -92.54 
120  45  -0.04        0.99           -91.00 
125  45  -0.91        0.81           -89.18 
130  45  -1.91        0.64           -87.11 
135  45  -3.04        0.50           -84.82 
140  45  -4.29        0.37           -82.39 
145  45  -5.69        0.27           -79.87 
150  45  -7.25        0.19           -77.35 
155  45  -9.04        0.12           -74.93 
160  45  -11.15        0.08           -72.73 
165  45  -13.79        0.04           -70.89 
170  45  -17.42        0.02           -69.53 
175  45  -23.52        0.00           -68.85 
180  45  -66.03        0.00           176.45 
0  50  -66.03        0.00           3.55 
5  50  -23.48        0.00           -68.04 
10  50  -17.41        0.02           -69.14 
15  50  -13.78        0.04           -70.63 
20  50  -11.15        0.08           -72.55 
25  50  -9.03        0.13           -74.79 
30  50  -7.25        0.19           -77.25 
35  50  -5.69        0.27           -79.79 
40  50  -4.29        0.37           -82.33 
45  50  -3.04        0.50           -84.77 
50  50  -1.92        0.64           -87.07 
55  50  -0.92        0.81           -89.16 
60  50  -0.04        0.99           -90.98 
65  50  0.71        1.18           -92.52 
70  50  1.33        1.36           -93.80 
75  50  1.82        1.52           -94.79 
80  50  2.17        1.65           -95.48 
85  50  2.38        1.73           -95.90 
90  50  2.45        1.76           -96.05 
95  50  2.38        1.73           -95.90 
100  50  2.17        1.65           -95.49 
105  50  1.82        1.52           -94.79 
110  50  1.33        1.36           -93.81 
115  50  0.71        1.18           -92.54 
120  50  -0.04        0.99           -91.00 
125  50  -0.91        0.81           -89.18 
130  50  -1.91        0.64           -87.11 
135  50  -3.04        0.50           -84.82 
140  50  -4.29        0.37           -82.39 
145  50  -5.69        0.27           -79.87 
150  50  -7.25        0.19           -77.35 
155  50  -9.04        0.12           -74.93 
160  50  -11.15        0.08           -72.73 
165  50  -13.79        0.04           -70.89 
170  50  -17.42        0.02           -69.53 
175  50  -23.52        0.00           -68.85 
180  50  -66.03        0.00           176.45 
0  55  -66.03        0.00           3.55 
5  55  -23.48        0.00           -68.04 
10  55  -17.41        0.02           -69.14 
15  55  -13.78        0.04           -70.63 
20  55  -11.15        0.08           -72.55 
25  55  -9.03        0.13           -74.79 
30  55  -7.25        0.19           -77.25 
35  55  -5.69        0.27           -79.79 
40  55  -4.29        0.37           -82.33 
45  55  -3.04        0.50           -84.77 
50  55  -1.92        0.64           -87.07 
55  55  -0.92        0.81           -89.16 
60  55  -0.04        0.99           -90.98 
65  55  0.71        1.18           -92.52 
70  55  1.33        1.36           -93.80 
75  55  1.82        1.52           -94.79 
80  55  2.17        1.65           -95.48 
85  55  2.38        1.73           -95.90 
90  55  2.45        1.76           -96.05 
95  55  2.38        1.73           -95.90 
100  55  2.17        1.65           -95.49 
105  55  1.82        1.52           -94.79 
110  55  1.33        1.36           -93.81 
115  55  0.71        1.18           -92.54 
120  55  -0.04        0.99           -91.00 
125  55  -0.91        0.81           -89.18 
130  55  -1.91        0.64           -87.11 
135  55  -3.04        0.50           -84.82 
140  55  -4.29        0.37           -82.39 
145  55  -5.69        0.27           -79.87 
150  55  -7.25        0.19           -77.35 
155  55  -9.04        0.12           -74.93 
160  55  -11.15        0.08           -72.73 
165  55  -13.79        0.04           -70.89 
170  55  -17.42        0.02           -69.53 
175  55  -23.52        0.00           -68.85 
180  55  -66.03        0.00           176.45 
0  60  -66.03        0.00           3.55 
5  60  -23.48        0.00           -68.04 
10  60  -17.41        0.02           -69.14 
15  60  -13.78        0.04           -70.63 
20  60  -11.15        0.08           -72.55 
25  60  -9.03        0.13           -74.79 
30  60  -7.25        0.19           -77.25 
35  60  -5.69        0.27           -79.79 
40  60  -4.29        0.37           -82.33 
45  60  -3.04        0.50           -84.77 
50  60  -1.92        0.64           -87.07 
55  60  -0.92        0.81           -89.16 
60  60  -0.04        0.99           -90.98 
65  60  0.71        1.18           -92.52 
70  60  1.33        1.36           -93.80 
75  60  1.82        1.52           -94.79 
80  60  2.17        1.65           -95.48 
85  60  2.38        1.73           -95.90 
90  60  2.45        1.76           -96.05 
95  60  2.38        1.73           -95.90 
100  60  2.17        1.65           -95.49 
105  60  1.82        1.52           -94.79 
110  60  1.33        1.36           -93.81 
115  60  0.71        1.18           -92.54 
120  60  -0.04        0.99           -91.00 
125  60  -0.91        0.81           -89.18 
130  60  -1.91        0.64           -87.11 
135  60  -3.04        0.50           -84.82 
140  60  -4.29        0.37           -82.39 
145  60  -5.69        0.27           -79.87 
150  60  -7.25        0.19           -77.35 
155  60  -9.04        0.12           -74.93 
160  60  -11.15        0.08           -72.73 
165  60  -13.79        0.04           -70.89 
170  60  -17.42        0.02           -69.53 
175  60  -23.52        0.00           -68.85 
180  60  -66.03        0.00           176.45 
0  65  -66.03        0.00           3.55 
5  65  -23.48        0.00           -68.04 
10  65  -17.41        0.02           -69.14 
15  65  -13.78        0.04           -70.63 
20  65  -11.15        0.08           -72.55 
25  65  -9.03        0.13           -74.79 
30  65  -7.25        0.19           -77.25 
35  65  -5.69        0.27           -79.79 
40  65  -4.29        0.37           -82.33 
45  65  -3.04        0.50           -84.77 
50  65  -1.92        0.64           -87.07 
55  65  -0.92        0.81           -89.16 
60  65  -0.04        0.99           -90.98 
65  65  0.71        1.18           -92.52 
70  65  1.33        1.36           -93.80 
75  65  1.82        1.52           -94.79 
80  65  2.17        1.65           -95.48 
85  65  2.38        1.73           -95.90 
90  65  2.45        1.76           -96.05 
95  65  2.38        1.73           -95.90 
100  65  2.17        1.65           -95.49 
105  65  1.82        1.52           -94.79 
110  65  1.33        1.36           -93.81 
115  65  0.71        1.18           -92.54 
120  65  -0.04        0.99           -91.00 
125  65  -0.91        0.81           -89.18 
130  65  -1.91        0.64           -87.11 
135  65  -3.04        0.50           -84.82 
140  65  -4.29        0.37           -82.39 
145  65  -5.69        0.27           -79.87 
150  65  -7.25        0.19           -77.35 
155  65  -9.04        0.12           -74.93 
160  65  -11.15        0.08           -72.73 
165  65  -13.79        0.04           -70.89 
170  65  -17.42        0.02           -69.53 
175  65  -23.52        0.00           -68.85 
180  65  -66.03        0.00           176.45 
0  70  -66.03        0.00           3.55 
5  70  -23.48        0.00           -68.04 
10  70  -17.41        0.02           -69.14 
15  70  -13.78        0.04           -70.63 
20  70  -11.15        0.08           -72.55 
25  70  -9.03        0.13           -74.79 
30  70  -7.25        0.19           -77.25 
35  70  -5.69        0.27           -79.79 
40  70  -4.29        0.37           -82.33 
45  70  -3.04        0.50           -84.77 
50  70  -1.92        0.64           -87.07 
55  70  -0.92        0.81           -89.16 
60  70  -0.04        0.99           -90.98 
65  70  0.71        1.18           -92.52 
70  70  1.33        1.36           -93.80 
75  70  1.82        1.52           -94.79 
80  70  2.17        1.65           -95.48 
85  70  2.38        1.73           -95.90 
90  70  2.45        1.76           -96.05 
95  70  2.38        1.73           -95.90 
100  70  2.17        1.65           -95.49 
105  70  1.82        1.52           -94.79 
110  70  1.33        1.36           -93.81 
115  70  0.71        1.18           -92.54 
120  70  -0.04        0.99           -91.00 
125  70  -0.91        0.81           -89.18 
130  70  -1.91        0.64           -87.11 
135  70  -3.04        0.50           -84.82 
140  70  -4.29        0.37           -82.39 
145  70  -5.69        0.27           -79.87 
150  70  -7.25        0.19           -77.35 
155  70  -9.04        0.12           -74.93 
160  70  -11.15        0.08           -72.73 
165  70  -13.79        0.04           -70.89 
170  70  -17.42        0.02           -69.53 
175  70  -23.52        0.00           -68.85 
180  70  -66.03        0.00           176.45 
0  75  -66.03        0.00           3.55 
5  75  -23.48        0.00           -68.04 
10  75  -17.41        0.02           -69.14 
15  75  -13.78        0.04           -70.63 
20  75  -11.15        0.08           -72.55 
25  75  -9.03        0.13           -74.79 
30  75  -7.25        0.19           -77.25 
35  75  -5.69        0.27           -79.79 
40  75  -4.29        0.37           -82.33 
45  75  -3.04        0.50           -84.77 
50  75  -1.92        0.64           -87.07 
55  75  -0.92        0.81           -89.16 
60  75  -0.04        0.99           -90.98 
65  75  0.71        1.18           -92.52 
70  75  1.33        1.36           -93.80 
75  75  1.82        1.52           -94.79 
80  75  2.17        1.65           -95.48 
85  75  2.38        1.73           -95.90 
90  75  2.45        1.76           -96.05 
95  75  2.38        1.73           -95.90 
100  75  2.17        1.65           -95.49 
105  75  1.82        1.52           -94.79 
110  75  1.33        1.36           -93.81 
115  75  0.71        1.18           -92.54 
120  75  -0.04        0.99           -91.00 
125  75  -0.91        0.81           -89.18 
130  75  -1.91        0.64           -87.11 
135  75  -3.04        0.50           -84.82 
140  75  -4.29        0.37           -82.39 
145  75  -5.69        0.27           -79.87 
150  75  -7.25        0.19           -77.35 
155  75  -9.04        0.12           -74.93 
160  75  -11.15        0.08           -72.73 
165  75  -13.79        0.04           -70.89 
170  75  -17.42        0.02           -69.53 
175  75  -23.52        0.00           -68.85 
180  75  -66.03        0.00           176.45 
0  80  -66.03        0.00           3.55 
5  80  -23.48        0.00           -68.04 
10  80  -17.41        0.02           -69.14 
15  80  -13.78        0.04           -70.63 
20  80  -11.15        0.08           -72.55 
25  80  -9.03        0.13           -74.79 
30  80  -7.25        0.19           -77.25 
35  80  -5.69        0.27           -79.79 
40  80  -4.29        0.37           -82.33 
45  80  -3.04        0.50           -84.77 
50  80  -1.92        0.64           -87.07 
55  80  -0.92        0.81           -89.16 
60  80  -0.04        0.99           -90.98 
65  80  0.71        1.18           -92.52 
70  80  1.33        1.36           -93.80 
75  80  1.82        1.52           -94.79 
80  80  2.17        1.65           -95.48 
85  80  2.38        1.73           -95.90 
90  80  2.45        1.76           -96.05 
95  80  2.38        1.73           -95.90 
100  80  2.17        1.65           -95.49 
105  80  1.82        1.52           -94.79 
110  80  1.33        1.36           -93.81 
115  80  0.71        1.18           -92.54 
120  80  -0.04        0.99           -91.00 
125  80  -0.91        0.81           -89.18 
130  80  -1.91        0.64           -87.11 
135  80  -3.04        0.50           -84.82 
140  80  -4.29        0.37           -82.39 
145  80  -5.69        0.27           -79.87 
150  80  -7.25        0.19           -77.35 
155  80  -9.04        0.12           -74.93 
160  80  -11.15        0.08           -72.73 
165  80  -13.79        0.04           -70.89 
170  80  -17.42        0.02           -69.53 
175  80  -23.52        0.00           -68.85 
180  80  -66.03        0.00           176.45 
0  85  -66.03        0.00           3.55 
5  85  -23.48        0.00           -68.04 
10  85  -17.41        0.02           -69.14 
15  85  -13.78        0.04           -70.63 
20  85  -11.15        0.08           -72.55 
25  85  -9.03        0.13           -74.79 
30  85  -7.25        0.19           -77.25 
35  85  -5.69        0.27           -79.79 
40  85  -4.29        0.37           -82.33 
45  85  -3.04        0.50           -84.77 
50  85  -1.92        0.64           -87.07 
55  85  -0.92        0.81           -89.16 
60  85  -0.04        0.99           -90.98 
65  85  0.71        1.18           -92.52 
70  85  1.33        1.36           -93.80 
75  85  1.82        1.52           -94.79 
80  85  2.17        1.65           -95.48 
85  85  2.38        1.73           -95.90 
90  85  2.45        1.76           -96.05 
95  85  2.38        1.73           -95.90 
100  85  2.17        1.65           -95.49 
105  85  1.82        1.52           -94.79 
110  85  1.33        1.36           -93.81 
115  85  0.71        1.18           -92.54 
120  85  -0.04        0.99           -91.00 
125  85  -0.91        0.81           -89.18 
130  85  -1.91        0.64           -87.11 
135  85  -3.04        0.50           -84.82 
140  85  -4.29        0.37           -82.39 
145  85  -5.69        0.27           -79.87 
150  85  -7.25        0.19           -77.35 
155  85  -9.04        0.12           -74.93 
160  85  -11.15        0.08           -72.73 
165  85  -13.79        0.04           -70.89 
170  85  -17.42        0.02           -69.53 
175  85  -23.52        0.00           -68.85 
180  85  -66.03        0.00           176.45 
0  90  -66.03        0.00           3.55 
5  90  -23.48        0.00           -68.04 
10  90  -17.41        0.02           -69.14 
15  90  -13.78        0.04           -70.63 
20  90  -11.15        0.08           -72.55 
25  90  -9.03        0.13           -74.79 
30  90  -7.25        0.19           -77.25 
35  90  -5.69        0.27           -79.79 
40  90  -4.29        0.37           -82.33 
45  90  -3.04        0.50           -84.77 
50  90  -1.92        0.64           -87.07 
55  90  -0.92        0.81           -89.16 
60  90  -0.04        0.99           -90.98 
65  90  0.71        1.18           -92.52 
70  90  1.33        1.36           -93.80 
75  90  1.82        1.52           -94.79 
80  90  2.17        1.65           -95.48 
85  90  2.38        1.73           -95.90 
90  90  2.45        1.76           -96.05 
95  90  2.38        1.73           -95.90 
100  90  2.17        1.65           -95.49 
105  90  1.82        1.52           -94.79 
110  90  1.33        1.36           -93.81 
115  90  0.71        1.18           -92.54 
120  90  -0.04        0.99           -91.00 
125  90  -0.91        0.81           -89.18 
130  90  -1.91        0.64           -87.11 
135  90  -3.04        0.50           -84.82 
140  90  -4.29        0.37           -82.39 
145  90  -5.69        0.27           -79.87 
150  90  -7.25        0.19           -77.35 
155  90  -9.04        0.12           -74.93 
160  90  -11.15        0.08           -72.73 
165  90  -13.79        0.04           -70.89 
170  90  -17.42        0.02           -69.53 
175  90  -23.52        0.00           -68.85 
180  90  -66.03        0.00           176.45 
0  95  -66.03        0.00           3.55 
5  95  -23.48        0.00           -68.04 
10  95  -17.41        0.02           -69.14 
15  95  -13.78        0.04           -70.63 
20  95  -11.15        0.08           -72.55 
25  95  -9.03        0.13           -74.79 
30  95  -7.25        0.19           -77.25 
35  95  -5.69        0.27           -79.79 
40  95  -4.29        0.37           -82.33 
45  95  -3.04        0.50           -84.77 
50  95  -1.92        0.64           -87.07 
55  95  -0.92        0.81           -89.16 
60  95  -0.04        0.99           -90.98 
65  95  0.71        1.18           -92.52 
70  95  1.33        1.36           -93.80 
75  95  1.82        1.52           -94.79 
80  95  2.17        1.65           -95.48 
85  95  2.38        1.73           -95.90 
90  95  2.45        1.76           -96.05 
95  95  2.38        1.73           -95.90 
100  95  2.17        1.65           -95.49 
105  95  1.82        1.52           -94.79 
110  95  1.33        1.36           -93.81 
115  95  0.71        1.18           -92.54 
120  95  -0.04        0.99           -91.00 
125  95  -0.91        0.81           -89.18 
130  95  -1.91        0.64           -87.11 
135  95  -3.04        0.50           -84.82 
140  95  -4.29        0.37           -82.39 
145  95  -5.69        0.27           -79.87 
150  95  -7.25        0.19           -77.35 
155  95  -9.04        0.12           -74.93 
160  95  -11.15        0.08           -72.73 
165  95  -13.79        0.04           -70.89 
170  95  -17.42        0.02           -69.53 
175  95  -23.52        0.00           -68.85 
180  95  -66.03        0.00           176.45 
0  100  -66.03        0.00           3.55 
5  100  -23.48        0.00           -68.04 
10  100  -17.41        0.02           -69.14 
15  100  -13.78        0.04           -70.63 
20  100  -11.15        0.08           -72.55 
