freq : 516.66 MHz
SWR : 3.52
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
20  45  -2.40        0.58           115.99 
25  45  -0.72        0.85           117.61 
30  45  0.51        1.12           119.52 
35  45  1.36        1.37           121.78 
40  45  1.87        1.54           124.46 
45  45  2.05        1.60           127.64 
50  45  1.90        1.55           131.59 
55  45  1.42        1.39           136.63 
60  45  0.64        1.16           143.24 
65  45  -0.36        0.92           152.03 
70  45  -1.38        0.73           163.26 
75  45  -2.15        0.61           176.12 
80  45  -2.50        0.56           171.92 
85  45  -2.54        0.56           163.71 
90  45  -2.51        0.56           160.85 
95  45  -2.53        0.56           163.72 
100  45  -2.49        0.56           171.93 
105  45  -2.14        0.61           176.12 
110  45  -1.37        0.73           163.28 
115  45  -0.35        0.92           152.06 
120  45  0.65        1.16           143.29 
125  45  1.43        1.39           136.68 
130  45  1.91        1.55           131.65 
135  45  2.06        1.61           127.70 
140  45  1.88        1.54           124.53 
145  45  1.37        1.37           121.86 
150  45  0.52        1.13           119.62 
155  45  -0.71        0.85           117.73 
160  45  -2.39        0.58           116.14 
165  45  -4.72        0.34           114.84 
170  45  -8.13        0.15           113.90 
175  45  -14.09        0.04           113.45 
180  45  -58.63        0.00           176.53 
0  50  -58.63        0.00           3.47 
5  50  -14.13        0.04           112.84 
10  50  -8.16        0.15           113.60 
15  50  -4.73        0.34           114.64 
20  50  -2.40        0.58           115.99 
25  50  -0.72        0.85           117.61 
30  50  0.51        1.12           119.52 
35  50  1.36        1.37           121.78 
40  50  1.87        1.54           124.46 
45  50  2.05        1.60           127.64 
50  50  1.90        1.55           131.59 
55  50  1.42        1.39           136.63 
60  50  0.64        1.16           143.24 
65  50  -0.36        0.92           152.03 
70  50  -1.38        0.73           163.26 
75  50  -2.15        0.61           176.12 
80  50  -2.50        0.56           171.92 
85  50  -2.54        0.56           163.71 
90  50  -2.51        0.56           160.85 
95  50  -2.53        0.56           163.72 
100  50  -2.49        0.56           171.93 
105  50  -2.14        0.61           176.12 
110  50  -1.37        0.73           163.28 
115  50  -0.35        0.92           152.06 
120  50  0.65        1.16           143.29 
125  50  1.43        1.39           136.68 
130  50  1.91        1.55           131.65 
135  50  2.06        1.61           127.70 
140  50  1.88        1.54           124.53 
145  50  1.37        1.37           121.86 
150  50  0.52        1.13           119.62 
155  50  -0.71        0.85           117.73 
160  50  -2.39        0.58           116.14 
165  50  -4.72        0.34           114.84 
170  50  -8.13        0.15           113.90 
175  50  -14.09        0.04           113.45 
180  50  -58.63        0.00           176.53 
0  55  -58.63        0.00           3.47 
5  55  -14.13        0.04           112.84 
10  55  -8.16        0.15           113.60 
15  55  -4.73        0.34           114.64 
20  55  -2.40        0.58           115.99 
25  55  -0.72        0.85           117.61 
30  55  0.51        1.12           119.52 
35  55  1.36        1.37           121.78 
40  55  1.87        1.54           124.46 
45  55  2.05        1.60           127.64 
50  55  1.90        1.55           131.59 
55  55  1.42        1.39           136.63 
60  55  0.64        1.16           143.24 
65  55  -0.36        0.92           152.03 
70  55  -1.38        0.73           163.26 
75  55  -2.15        0.61           176.12 
80  55  -2.50        0.56           171.92 
85  55  -2.54        0.56           163.71 
90  55  -2.51        0.56           160.85 
95  55  -2.53        0.56           163.72 
100  55  -2.49        0.56           171.93 
105  55  -2.14        0.61           176.12 
110  55  -1.37        0.73           163.28 
115  55  -0.35        0.92           152.06 
120  55  0.65        1.16           143.29 
125  55  1.43        1.39           136.68 
130  55  1.91        1.55           131.65 
135  55  2.06        1.61           127.70 
140  55  1.88        1.54           124.53 
145  55  1.37        1.37           121.86 
150  55  0.52        1.13           119.62 
155  55  -0.71        0.85           117.73 
160  55  -2.39        0.58           116.14 
165  55  -4.72        0.34           114.84 
170  55  -8.13        0.15           113.90 
175  55  -14.09        0.04           113.45 
180  55  -58.63        0.00           176.53 
0  60  -58.63        0.00           3.47 
5  60  -14.13        0.04           112.84 
10  60  -8.16        0.15           113.60 
15  60  -4.73        0.34           114.64 
20  60  -2.40        0.58           115.99 
25  60  -0.72        0.85           117.61 
30  60  0.51        1.12           119.52 
35  60  1.36        1.37           121.78 
40  60  1.87        1.54           124.46 
45  60  2.05        1.60           127.64 
50  60  1.90        1.55           131.59 
55  60  1.42        1.39           136.63 
60  60  0.64        1.16           143.24 
65  60  -0.36        0.92           152.03 
70  60  -1.38        0.73           163.26 
75  60  -2.15        0.61           176.12 
80  60  -2.50        0.56           171.92 
85  60  -2.54        0.56           163.71 
90  60  -2.51        0.56           160.85 
95  60  -2.53        0.56           163.72 
100  60  -2.49        0.56           171.93 
105  60  -2.14        0.61           176.12 
110  60  -1.37        0.73           163.28 
115  60  -0.35        0.92           152.06 
120  60  0.65        1.16           143.29 
125  60  1.43        1.39           136.68 
130  60  1.91        1.55           131.65 
135  60  2.06        1.61           127.70 
140  60  1.88        1.54           124.53 
145  60  1.37        1.37           121.86 
150  60  0.52        1.13           119.62 
155  60  -0.71        0.85           117.73 
160  60  -2.39        0.58           116.14 
165  60  -4.72        0.34           114.84 
170  60  -8.13        0.15           113.90 
175  60  -14.09        0.04           113.45 
180  60  -58.63        0.00           176.53 
0  65  -58.63        0.00           3.47 
5  65  -14.13        0.04           112.84 
10  65  -8.16        0.15           113.60 
15  65  -4.73        0.34           114.64 
20  65  -2.40        0.58           115.99 
25  65  -0.72        0.85           117.61 
30  65  0.51        1.12           119.52 
35  65  1.36        1.37           121.78 
40  65  1.87        1.54           124.46 
45  65  2.05        1.60           127.64 
50  65  1.90        1.55           131.59 
55  65  1.42        1.39           136.63 
60  65  0.64        1.16           143.24 
65  65  -0.36        0.92           152.03 
70  65  -1.38        0.73           163.26 
75  65  -2.15        0.61           176.12 
80  65  -2.50        0.56           171.92 
85  65  -2.54        0.56           163.71 
90  65  -2.51        0.56           160.85 
95  65  -2.53        0.56           163.72 
100  65  -2.49        0.56           171.93 
105  65  -2.14        0.61           176.12 
110  65  -1.37        0.73           163.28 
115  65  -0.35        0.92           152.06 
120  65  0.65        1.16           143.29 
125  65  1.43        1.39           136.68 
130  65  1.91        1.55           131.65 
135  65  2.06        1.61           127.70 
140  65  1.88        1.54           124.53 
145  65  1.37        1.37           121.86 
150  65  0.52        1.13           119.62 
155  65  -0.71        0.85           117.73 
160  65  -2.39        0.58           116.14 
165  65  -4.72        0.34           114.84 
170  65  -8.13        0.15           113.90 
175  65  -14.09        0.04           113.45 
180  65  -58.63        0.00           176.53 
0  70  -58.63        0.00           3.47 
5  70  -14.13        0.04           112.84 
10  70  -8.16        0.15           113.60 
15  70  -4.73        0.34           114.64 
20  70  -2.40        0.58           115.99 
25  70  -0.72        0.85           117.61 
30  70  0.51        1.12           119.52 
35  70  1.36        1.37           121.78 
40  70  1.87        1.54           124.46 
45  70  2.05        1.60           127.64 
50  70  1.90        1.55           131.59 
55  70  1.42        1.39           136.63 
60  70  0.64        1.16           143.24 
65  70  -0.36        0.92           152.03 
70  70  -1.38        0.73           163.26 
75  70  -2.15        0.61           176.12 
80  70  -2.50        0.56           171.92 
85  70  -2.54        0.56           163.71 
90  70  -2.51        0.56           160.85 
95  70  -2.53        0.56           163.72 
100  70  -2.49        0.56           171.93 
105  70  -2.14        0.61           176.12 
110  70  -1.37        0.73           163.28 
115  70  -0.35        0.92           152.06 
120  70  0.65        1.16           143.29 
125  70  1.43        1.39           136.68 
130  70  1.91        1.55           131.65 
135  70  2.06        1.61           127.70 
140  70  1.88        1.54           124.53 
145  70  1.37        1.37           121.86 
150  70  0.52        1.13           119.62 
155  70  -0.71        0.85           117.73 
160  70  -2.39        0.58           116.14 
165  70  -4.72        0.34           114.84 
170  70  -8.13        0.15           113.90 
175  70  -14.09        0.04           113.45 
180  70  -58.63        0.00           176.53 
0  75  -58.63        0.00           3.47 
5  75  -14.13        0.04           112.84 
10  75  -8.16        0.15           113.60 
15  75  -4.73        0.34           114.64 
20  75  -2.40        0.58           115.99 
25  75  -0.72        0.85           117.61 
30  75  0.51        1.12           119.52 
35  75  1.36        1.37           121.78 
40  75  1.87        1.54           124.46 
45  75  2.05        1.60           127.64 
50  75  1.90        1.55           131.59 
55  75  1.42        1.39           136.63 
60  75  0.64        1.16           143.24 
65  75  -0.36        0.92           152.03 
70  75  -1.38        0.73           163.26 
75  75  -2.15        0.61           176.12 
80  75  -2.50        0.56           171.92 
85  75  -2.54        0.56           163.71 
90  75  -2.51        0.56           160.85 
95  75  -2.53        0.56           163.72 
100  75  -2.49        0.56           171.93 
105  75  -2.14        0.61           176.12 
110  75  -1.37        0.73           163.28 
115  75  -0.35        0.92           152.06 
120  75  0.65        1.16           143.29 
125  75  1.43        1.39           136.68 
130  75  1.91        1.55           131.65 
135  75  2.06        1.61           127.70 
140  75  1.88        1.54           124.53 
145  75  1.37        1.37           121.86 
150  75  0.52        1.13           119.62 
155  75  -0.71        0.85           117.73 
160  75  -2.39        0.58           116.14 
165  75  -4.72        0.34           114.84 
170  75  -8.13        0.15           113.90 
175  75  -14.09        0.04           113.45 
180  75  -58.63        0.00           176.53 
0  80  -58.63        0.00           3.47 
5  80  -14.13        0.04           112.84 
10  80  -8.16        0.15           113.60 
15  80  -4.73        0.34           114.64 
20  80  -2.40        0.58           115.99 
25  80  -0.72        0.85           117.61 
30  80  0.51        1.12           119.52 
35  80  1.36        1.37           121.78 
40  80  1.87        1.54           124.46 
45  80  2.05        1.60           127.64 
50  80  1.90        1.55           131.59 
55  80  1.42        1.39           136.63 
60  80  0.64        1.16           143.24 
65  80  -0.36        0.92           152.03 
70  80  -1.38        0.73           163.26 
75  80  -2.15        0.61           176.12 
80  80  -2.50        0.56           171.92 
85  80  -2.54        0.56           163.71 
90  80  -2.51        0.56           160.85 
95  80  -2.53        0.56           163.72 
100  80  -2.49        0.56           171.93 
105  80  -2.14        0.61           176.12 
110  80  -1.37        0.73           163.28 
115  80  -0.35        0.92           152.06 
120  80  0.65        1.16           143.29 
125  80  1.43        1.39           136.68 
130  80  1.91        1.55           131.65 
135  80  2.06        1.61           127.70 
140  80  1.88        1.54           124.53 
145  80  1.37        1.37           121.86 
150  80  0.52        1.13           119.62 
155  80  -0.71        0.85           117.73 
160  80  -2.39        0.58           116.14 
165  80  -4.72        0.34           114.84 
170  80  -8.13        0.15           113.90 
175  80  -14.09        0.04           113.45 
180  80  -58.63        0.00           176.53 
0  85  -58.63        0.00           3.47 
5  85  -14.13        0.04           112.84 
10  85  -8.16        0.15           113.60 
15  85  -4.73        0.34           114.64 
20  85  -2.40        0.58           115.99 
25  85  -0.72        0.85           117.61 
30  85  0.51        1.12           119.52 
35  85  1.36        1.37           121.78 
40  85  1.87        1.54           124.46 
45  85  2.05        1.60           127.64 
50  85  1.90        1.55           131.59 
55  85  1.42        1.39           136.63 
60  85  0.64        1.16           143.24 
65  85  -0.36        0.92           152.03 
70  85  -1.38        0.73           163.26 
75  85  -2.15        0.61           176.12 
80  85  -2.50        0.56           171.92 
85  85  -2.54        0.56           163.71 
90  85  -2.51        0.56           160.85 
95  85  -2.53        0.56           163.72 
100  85  -2.49        0.56           171.93 
105  85  -2.14        0.61           176.12 
110  85  -1.37        0.73           163.28 
115  85  -0.35        0.92           152.06 
120  85  0.65        1.16           143.29 
125  85  1.43        1.39           136.68 
130  85  1.91        1.55           131.65 
135  85  2.06        1.61           127.70 
140  85  1.88        1.54           124.53 
145  85  1.37        1.37           121.86 
150  85  0.52        1.13           119.62 
155  85  -0.71        0.85           117.73 
160  85  -2.39        0.58           116.14 
165  85  -4.72        0.34           114.84 
170  85  -8.13        0.15           113.90 
175  85  -14.09        0.04           113.45 
180  85  -58.63        0.00           176.53 
0  90  -58.63        0.00           3.47 
5  90  -14.13        0.04           112.84 
10  90  -8.16        0.15           113.60 
15  90  -4.73        0.34           114.64 
20  90  -2.40        0.58           115.99 
25  90  -0.72        0.85           117.61 
30  90  0.51        1.12           119.52 
35  90  1.36        1.37           121.78 
40  90  1.87        1.54           124.46 
45  90  2.05        1.60           127.64 
50  90  1.90        1.55           131.59 
55  90  1.42        1.39           136.63 
60  90  0.64        1.16           143.24 
65  90  -0.36        0.92           152.03 
70  90  -1.38        0.73           163.26 
75  90  -2.15        0.61           176.12 
80  90  -2.50        0.56           171.92 
85  90  -2.54        0.56           163.71 
90  90  -2.51        0.56           160.85 
95  90  -2.53        0.56           163.72 
100  90  -2.49        0.56           171.93 
105  90  -2.14        0.61           176.12 
110  90  -1.37        0.73           163.28 
115  90  -0.35        0.92           152.06 
120  90  0.65        1.16           143.29 
125  90  1.43        1.39           136.68 
130  90  1.91        1.55           131.65 
135  90  2.06        1.61           127.70 
140  90  1.88        1.54           124.53 
145  90  1.37        1.37           121.86 
150  90  0.52        1.13           119.62 
155  90  -0.71        0.85           117.73 
160  90  -2.39        0.58           116.14 
165  90  -4.72        0.34           114.84 
170  90  -8.13        0.15           113.90 
175  90  -14.09        0.04           113.45 
180  90  -58.63        0.00           176.53 
0  95  -58.63        0.00           3.47 
5  95  -14.13        0.04           112.84 
10  95  -8.16        0.15           113.60 
15  95  -4.73        0.34           114.64 
20  95  -2.40        0.58           115.99 
25  95  -0.72        0.85           117.61 
30  95  0.51        1.12           119.52 
35  95  1.36        1.37           121.78 
40  95  1.87        1.54           124.46 
45  95  2.05        1.60           127.64 
50  95  1.90        1.55           131.59 
55  95  1.42        1.39           136.63 
60  95  0.64        1.16           143.24 
65  95  -0.36        0.92           152.03 
70  95  -1.38        0.73           163.26 
75  95  -2.15        0.61           176.12 
80  95  -2.50        0.56           171.92 
85  95  -2.54        0.56           163.71 
90  95  -2.51        0.56           160.85 
95  95  -2.53        0.56           163.72 
100  95  -2.49        0.56           171.93 
105  95  -2.14        0.61           176.12 
110  95  -1.37        0.73           163.28 
115  95  -0.35        0.92           152.06 
120  95  0.65        1.16           143.29 
125  95  1.43        1.39           136.68 
130  95  1.91        1.55           131.65 
135  95  2.06        1.61           127.70 
140  95  1.88        1.54           124.53 
145  95  1.37        1.37           121.86 
150  95  0.52        1.13           119.62 
155  95  -0.71        0.85           117.73 
160  95  -2.39        0.58           116.14 
165  95  -4.72        0.34           114.84 
170  95  -8.13        0.15           113.90 
175  95  -14.09        0.04           113.45 
180  95  -58.63        0.00           176.53 
0  100  -58.63        0.00           3.47 
5  100  -14.13        0.04           112.84 
10  100  -8.16        0.15           113.60 
15  100  -4.73        0.34           114.64 
20  100  -2.40        0.58           115.99 
25  100  -0.72        0.85           117.61 
30  100  0.51        1.12           119.52 
35  100  1.36        1.37           121.78 
40  100  1.87        1.54           124.46 
45  100  2.05        1.60           127.64 
50  100  1.90        1.55           131.59 
55  100  1.42        1.39           136.63 
60  100  0.64        1.16           143.24 
65  100  -0.36        0.92           152.03 
70  100  -1.38        0.73           163.26 
75  100  -2.15        0.61           176.12 
80  100  -2.50        0.56           171.92 
85  100  -2.54        0.56           163.71 
90  100  -2.51        0.56           160.85 
95  100  -2.53        0.56           163.72 
100  100  -2.49        0.56           171.93 
105  100  -2.14        0.61           176.12 
110  100  -1.37        0.73           163.28 
115  100  -0.35        0.92           152.06 
120  100  0.65        1.16           143.29 
125  100  1.43        1.39           136.68 
130  100  1.91        1.55           131.65 
135  100  2.06        1.61           127.70 
140  100  1.88        1.54           124.53 
145  100  1.37        1.37           121.86 
150  100  0.52        1.13           119.62 
155  100  -0.71        0.85           117.73 
160  100  -2.39        0.58           116.14 
165  100  -4.72        0.34           114.84 
170  100  -8.13        0.15           113.90 
175  100  -14.09        0.04           113.45 
180  100  -58.63        0.00           176.53 
0  105  -58.63        0.00           3.47 
5  105  -14.13        0.04           112.84 
10  105  -8.16        0.15           113.60 
15  105  -4.73        0.34           114.64 
20  105  -2.40        0.58           115.99 
25  105  -0.72        0.85           117.61 
30  105  0.51        1.12           119.52 
35  105  1.36        1.37           121.78 
40  105  1.87        1.54           124.46 
45  105  2.05        1.60           127.64 
50  105  1.90        1.55           131.59 
