freq : 400.00 MHz
SWR : 4.34
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
120  5  -0.62        0.87           -99.86 
125  5  -1.33        0.74           -90.86 
130  5  -1.94        0.64           -81.62 
135  5  -2.47        0.57           -72.86 
140  5  -3.00        0.50           -65.09 
145  5  -3.63        0.43           -58.55 
150  5  -4.46        0.36           -53.27 
155  5  -5.57        0.28           -49.09 
160  5  -7.13        0.19           -45.86 
165  5  -9.33        0.12           -43.47 
170  5  -12.65        0.05           -41.86 
175  5  -18.58        0.01           -41.11 
180  5  -57.17        0.00           176.21 
0  10  -57.17        0.00           3.79 
5  10  -18.43        0.01           -40.18 
10  10  -12.58        0.06           -41.39 
15  10  -9.28        0.12           -43.13 
20  10  -7.09        0.20           -45.59 
25  10  -5.55        0.28           -48.87 
30  10  -4.44        0.36           -53.07 
35  10  -3.62        0.43           -58.37 
40  10  -3.00        0.50           -64.91 
45  10  -2.47        0.57           -72.70 
50  10  -1.94        0.64           -81.48 
55  10  -1.33        0.74           -90.74 
60  10  -0.62        0.87           -99.77 
65  10  0.15        1.04           107.84 
70  10  0.92        1.24           114.53 
75  10  1.60        1.45           119.66 
80  10  2.13        1.63           123.22 
85  10  2.46        1.76           125.32 
90  10  2.57        1.81           126.01 
95  10  2.46        1.76           125.33 
100  10  2.13        1.63           123.24 
105  10  1.60        1.45           119.69 
110  10  0.92        1.24           114.58 
115  10  0.16        1.04           107.91 
120  10  -0.62        0.87           -99.86 
125  10  -1.33        0.74           -90.86 
130  10  -1.94        0.64           -81.62 
135  10  -2.47        0.57           -72.86 
140  10  -3.00        0.50           -65.09 
145  10  -3.63        0.43           -58.55 
150  10  -4.46        0.36           -53.27 
155  10  -5.57        0.28           -49.09 
160  10  -7.13        0.19           -45.86 
165  10  -9.33        0.12           -43.47 
170  10  -12.65        0.05           -41.86 
175  10  -18.58        0.01           -41.11 
180  10  -57.17        0.00           176.21 
0  15  -57.17        0.00           3.79 
5  15  -18.43        0.01           -40.18 
10  15  -12.58        0.06           -41.39 
15  15  -9.28        0.12           -43.13 
20  15  -7.09        0.20           -45.59 
25  15  -5.55        0.28           -48.87 
30  15  -4.44        0.36           -53.07 
35  15  -3.62        0.43           -58.37 
40  15  -3.00        0.50           -64.91 
45  15  -2.47        0.57           -72.70 
50  15  -1.94        0.64           -81.48 
55  15  -1.33        0.74           -90.74 
60  15  -0.62        0.87           -99.77 
65  15  0.15        1.04           107.84 
70  15  0.92        1.24           114.53 
75  15  1.60        1.45           119.66 
80  15  2.13        1.63           123.22 
85  15  2.46        1.76           125.32 
90  15  2.57        1.81           126.01 
95  15  2.46        1.76           125.33 
100  15  2.13        1.63           123.24 
105  15  1.60        1.45           119.69 
110  15  0.92        1.24           114.58 
115  15  0.16        1.04           107.91 
120  15  -0.62        0.87           -99.86 
125  15  -1.33        0.74           -90.86 
130  15  -1.94        0.64           -81.62 
135  15  -2.47        0.57           -72.86 
140  15  -3.00        0.50           -65.09 
145  15  -3.63        0.43           -58.55 
150  15  -4.46        0.36           -53.27 
155  15  -5.57        0.28           -49.09 
160  15  -7.13        0.19           -45.86 
165  15  -9.33        0.12           -43.47 
170  15  -12.65        0.05           -41.86 
175  15  -18.58        0.01           -41.11 
180  15  -57.17        0.00           176.21 
0  20  -57.17        0.00           3.79 
5  20  -18.43        0.01           -40.18 
10  20  -12.58        0.06           -41.39 
15  20  -9.28        0.12           -43.13 
20  20  -7.09        0.20           -45.59 
25  20  -5.55        0.28           -48.87 
30  20  -4.44        0.36           -53.07 
35  20  -3.62        0.43           -58.37 
40  20  -3.00        0.50           -64.91 
45  20  -2.47        0.57           -72.70 
50  20  -1.94        0.64           -81.48 
55  20  -1.33        0.74           -90.74 
60  20  -0.62        0.87           -99.77 
65  20  0.15        1.04           107.84 
70  20  0.92        1.24           114.53 
75  20  1.60        1.45           119.66 
80  20  2.13        1.63           123.22 
85  20  2.46        1.76           125.32 
90  20  2.57        1.81           126.01 
95  20  2.46        1.76           125.33 
100  20  2.13        1.63           123.24 
105  20  1.60        1.45           119.69 
110  20  0.92        1.24           114.58 
115  20  0.16        1.04           107.91 
120  20  -0.62        0.87           -99.86 
125  20  -1.33        0.74           -90.86 
130  20  -1.94        0.64           -81.62 
135  20  -2.47        0.57           -72.86 
140  20  -3.00        0.50           -65.09 
145  20  -3.63        0.43           -58.55 
150  20  -4.46        0.36           -53.27 
155  20  -5.57        0.28           -49.09 
160  20  -7.13        0.19           -45.86 
165  20  -9.33        0.12           -43.47 
170  20  -12.65        0.05           -41.86 
175  20  -18.58        0.01           -41.11 
180  20  -57.17        0.00           176.21 
0  25  -57.17        0.00           3.79 
5  25  -18.43        0.01           -40.18 
10  25  -12.58        0.06           -41.39 
15  25  -9.28        0.12           -43.13 
20  25  -7.09        0.20           -45.59 
25  25  -5.55        0.28           -48.87 
30  25  -4.44        0.36           -53.07 
35  25  -3.62        0.43           -58.37 
40  25  -3.00        0.50           -64.91 
45  25  -2.47        0.57           -72.70 
50  25  -1.94        0.64           -81.48 
55  25  -1.33        0.74           -90.74 
60  25  -0.62        0.87           -99.77 
65  25  0.15        1.04           107.84 
70  25  0.92        1.24           114.53 
75  25  1.60        1.45           119.66 
80  25  2.13        1.63           123.22 
85  25  2.46        1.76           125.32 
90  25  2.57        1.81           126.01 
95  25  2.46        1.76           125.33 
100  25  2.13        1.63           123.24 
105  25  1.60        1.45           119.69 
110  25  0.92        1.24           114.58 
115  25  0.16        1.04           107.91 
120  25  -0.62        0.87           -99.86 
125  25  -1.33        0.74           -90.86 
130  25  -1.94        0.64           -81.62 
135  25  -2.47        0.57           -72.86 
140  25  -3.00        0.50           -65.09 
145  25  -3.63        0.43           -58.55 
150  25  -4.46        0.36           -53.27 
155  25  -5.57        0.28           -49.09 
160  25  -7.13        0.19           -45.86 
165  25  -9.33        0.12           -43.47 
170  25  -12.65        0.05           -41.86 
175  25  -18.58        0.01           -41.11 
180  25  -57.17        0.00           176.21 
0  30  -57.17        0.00           3.79 
5  30  -18.43        0.01           -40.18 
10  30  -12.58        0.06           -41.39 
15  30  -9.28        0.12           -43.13 
20  30  -7.09        0.20           -45.59 
25  30  -5.55        0.28           -48.87 
30  30  -4.44        0.36           -53.07 
35  30  -3.62        0.43           -58.37 
40  30  -3.00        0.50           -64.91 
45  30  -2.47        0.57           -72.70 
50  30  -1.94        0.64           -81.48 
55  30  -1.33        0.74           -90.74 
60  30  -0.62        0.87           -99.77 
65  30  0.15        1.04           107.84 
70  30  0.92        1.24           114.53 
75  30  1.60        1.45           119.66 
80  30  2.13        1.63           123.22 
85  30  2.46        1.76           125.32 
90  30  2.57        1.81           126.01 
95  30  2.46        1.76           125.33 
100  30  2.13        1.63           123.24 
105  30  1.60        1.45           119.69 
110  30  0.92        1.24           114.58 
115  30  0.16        1.04           107.91 
120  30  -0.62        0.87           -99.86 
125  30  -1.33        0.74           -90.86 
130  30  -1.94        0.64           -81.62 
135  30  -2.47        0.57           -72.86 
140  30  -3.00        0.50           -65.09 
145  30  -3.63        0.43           -58.55 
150  30  -4.46        0.36           -53.27 
155  30  -5.57        0.28           -49.09 
160  30  -7.13        0.19           -45.86 
165  30  -9.33        0.12           -43.47 
170  30  -12.65        0.05           -41.86 
175  30  -18.58        0.01           -41.11 
180  30  -57.17        0.00           176.21 
0  35  -57.17        0.00           3.79 
5  35  -18.43        0.01           -40.18 
10  35  -12.58        0.06           -41.39 
15  35  -9.28        0.12           -43.13 
20  35  -7.09        0.20           -45.59 
25  35  -5.55        0.28           -48.87 
30  35  -4.44        0.36           -53.07 
35  35  -3.62        0.43           -58.37 
40  35  -3.00        0.50           -64.91 
45  35  -2.47        0.57           -72.70 
50  35  -1.94        0.64           -81.48 
55  35  -1.33        0.74           -90.74 
60  35  -0.62        0.87           -99.77 
65  35  0.15        1.04           107.84 
70  35  0.92        1.24           114.53 
75  35  1.60        1.45           119.66 
80  35  2.13        1.63           123.22 
85  35  2.46        1.76           125.32 
90  35  2.57        1.81           126.01 
95  35  2.46        1.76           125.33 
100  35  2.13        1.63           123.24 
105  35  1.60        1.45           119.69 
110  35  0.92        1.24           114.58 
115  35  0.16        1.04           107.91 
120  35  -0.62        0.87           -99.86 
125  35  -1.33        0.74           -90.86 
130  35  -1.94        0.64           -81.62 
135  35  -2.47        0.57           -72.86 
140  35  -3.00        0.50           -65.09 
145  35  -3.63        0.43           -58.55 
150  35  -4.46        0.36           -53.27 
155  35  -5.57        0.28           -49.09 
160  35  -7.13        0.19           -45.86 
165  35  -9.33        0.12           -43.47 
170  35  -12.65        0.05           -41.86 
175  35  -18.58        0.01           -41.11 
180  35  -57.17        0.00           176.21 
0  40  -57.17        0.00           3.79 
5  40  -18.43        0.01           -40.18 
10  40  -12.58        0.06           -41.39 
15  40  -9.28        0.12           -43.13 
20  40  -7.09        0.20           -45.59 
25  40  -5.55        0.28           -48.87 
30  40  -4.44        0.36           -53.07 
35  40  -3.62        0.43           -58.37 
40  40  -3.00        0.50           -64.91 
45  40  -2.47        0.57           -72.70 
50  40  -1.94        0.64           -81.48 
55  40  -1.33        0.74           -90.74 
60  40  -0.62        0.87           -99.77 
65  40  0.15        1.04           107.84 
70  40  0.92        1.24           114.53 
75  40  1.60        1.45           119.66 
80  40  2.13        1.63           123.22 
85  40  2.46        1.76           125.32 
90  40  2.57        1.81           126.01 
95  40  2.46        1.76           125.33 
100  40  2.13        1.63           123.24 
105  40  1.60        1.45           119.69 
110  40  0.92        1.24           114.58 
115  40  0.16        1.04           107.91 
120  40  -0.62        0.87           -99.86 
125  40  -1.33        0.74           -90.86 
130  40  -1.94        0.64           -81.62 
135  40  -2.47        0.57           -72.86 
140  40  -3.00        0.50           -65.09 
145  40  -3.63        0.43           -58.55 
150  40  -4.46        0.36           -53.27 
155  40  -5.57        0.28           -49.09 
160  40  -7.13        0.19           -45.86 
165  40  -9.33        0.12           -43.47 
170  40  -12.65        0.05           -41.86 
175  40  -18.58        0.01           -41.11 
180  40  -57.17        0.00           176.21 
0  45  -57.17        0.00           3.79 
5  45  -18.43        0.01           -40.18 
10  45  -12.58        0.06           -41.39 
15  45  -9.28        0.12           -43.13 
20  45  -7.09        0.20           -45.59 
25  45  -5.55        0.28           -48.87 
30  45  -4.44        0.36           -53.07 
35  45  -3.62        0.43           -58.37 
40  45  -3.00        0.50           -64.91 
45  45  -2.47        0.57           -72.70 
50  45  -1.94        0.64           -81.48 
55  45  -1.33        0.74           -90.74 
60  45  -0.62        0.87           -99.77 
65  45  0.15        1.04           107.84 
70  45  0.92        1.24           114.53 
75  45  1.60        1.45           119.66 
80  45  2.13        1.63           123.22 
85  45  2.46        1.76           125.32 
90  45  2.57        1.81           126.01 
95  45  2.46        1.76           125.33 
100  45  2.13        1.63           123.24 
105  45  1.60        1.45           119.69 
110  45  0.92        1.24           114.58 
115  45  0.16        1.04           107.91 
120  45  -0.62        0.87           -99.86 
125  45  -1.33        0.74           -90.86 
130  45  -1.94        0.64           -81.62 
135  45  -2.47        0.57           -72.86 
140  45  -3.00        0.50           -65.09 
145  45  -3.63        0.43           -58.55 
150  45  -4.46        0.36           -53.27 
155  45  -5.57        0.28           -49.09 
160  45  -7.13        0.19           -45.86 
165  45  -9.33        0.12           -43.47 
170  45  -12.65        0.05           -41.86 
175  45  -18.58        0.01           -41.11 
180  45  -57.17        0.00           176.21 
0  50  -57.17        0.00           3.79 
5  50  -18.43        0.01           -40.18 
10  50  -12.58        0.06           -41.39 
15  50  -9.28        0.12           -43.13 
20  50  -7.09        0.20           -45.59 
25  50  -5.55        0.28           -48.87 
30  50  -4.44        0.36           -53.07 
35  50  -3.62        0.43           -58.37 
40  50  -3.00        0.50           -64.91 
45  50  -2.47        0.57           -72.70 
50  50  -1.94        0.64           -81.48 
55  50  -1.33        0.74           -90.74 
60  50  -0.62        0.87           -99.77 
65  50  0.15        1.04           107.84 
70  50  0.92        1.24           114.53 
75  50  1.60        1.45           119.66 
80  50  2.13        1.63           123.22 
85  50  2.46        1.76           125.32 
90  50  2.57        1.81           126.01 
95  50  2.46        1.76           125.33 
100  50  2.13        1.63           123.24 
105  50  1.60        1.45           119.69 
110  50  0.92        1.24           114.58 
115  50  0.16        1.04           107.91 
120  50  -0.62        0.87           -99.86 
125  50  -1.33        0.74           -90.86 
130  50  -1.94        0.64           -81.62 
135  50  -2.47        0.57           -72.86 
140  50  -3.00        0.50           -65.09 
145  50  -3.63        0.43           -58.55 
150  50  -4.46        0.36           -53.27 
155  50  -5.57        0.28           -49.09 
160  50  -7.13        0.19           -45.86 
165  50  -9.33        0.12           -43.47 
170  50  -12.65        0.05           -41.86 
175  50  -18.58        0.01           -41.11 
180  50  -57.17        0.00           176.21 
0  55  -57.17        0.00           3.79 
5  55  -18.43        0.01           -40.18 
10  55  -12.58        0.06           -41.39 
15  55  -9.28        0.12           -43.13 
20  55  -7.09        0.20           -45.59 
25  55  -5.55        0.28           -48.87 
30  55  -4.44        0.36           -53.07 
35  55  -3.62        0.43           -58.37 
40  55  -3.00        0.50           -64.91 
45  55  -2.47        0.57           -72.70 
50  55  -1.94        0.64           -81.48 
55  55  -1.33        0.74           -90.74 
60  55  -0.62        0.87           -99.77 
65  55  0.15        1.04           107.84 
70  55  0.92        1.24           114.53 
75  55  1.60        1.45           119.66 
80  55  2.13        1.63           123.22 
85  55  2.46        1.76           125.32 
90  55  2.57        1.81           126.01 
95  55  2.46        1.76           125.33 
100  55  2.13        1.63           123.24 
105  55  1.60        1.45           119.69 
110  55  0.92        1.24           114.58 
115  55  0.16        1.04           107.91 
120  55  -0.62        0.87           -99.86 
125  55  -1.33        0.74           -90.86 
130  55  -1.94        0.64           -81.62 
135  55  -2.47        0.57           -72.86 
140  55  -3.00        0.50           -65.09 
145  55  -3.63        0.43           -58.55 
150  55  -4.46        0.36           -53.27 
155  55  -5.57        0.28           -49.09 
160  55  -7.13        0.19           -45.86 
165  55  -9.33        0.12           -43.47 
170  55  -12.65        0.05           -41.86 
175  55  -18.58        0.01           -41.11 
180  55  -57.17        0.00           176.21 
0  60  -57.17        0.00           3.79 
5  60  -18.43        0.01           -40.18 
10  60  -12.58        0.06           -41.39 
15  60  -9.28        0.12           -43.13 
20  60  -7.09        0.20           -45.59 
25  60  -5.55        0.28           -48.87 
30  60  -4.44        0.36           -53.07 
35  60  -3.62        0.43           -58.37 
40  60  -3.00        0.50           -64.91 
45  60  -2.47        0.57           -72.70 
50  60  -1.94        0.64           -81.48 
55  60  -1.33        0.74           -90.74 
60  60  -0.62        0.87           -99.77 
65  60  0.15        1.04           107.84 
70  60  0.92        1.24           114.53 
75  60  1.60        1.45           119.66 
80  60  2.13        1.63           123.22 
85  60  2.46        1.76           125.32 
90  60  2.57        1.81           126.01 
95  60  2.46        1.76           125.33 
100  60  2.13        1.63           123.24 
105  60  1.60        1.45           119.69 
110  60  0.92        1.24           114.58 
115  60  0.16        1.04           107.91 
120  60  -0.62        0.87           -99.86 
125  60  -1.33        0.74           -90.86 
130  60  -1.94        0.64           -81.62 
135  60  -2.47        0.57           -72.86 
140  60  -3.00        0.50           -65.09 
145  60  -3.63        0.43           -58.55 
150  60  -4.46        0.36           -53.27 
155  60  -5.57        0.28           -49.09 
160  60  -7.13        0.19           -45.86 
165  60  -9.33        0.12           -43.47 
170  60  -12.65        0.05           -41.86 
175  60  -18.58        0.01           -41.11 
180  60  -57.17        0.00           176.21 
0  65  -57.17        0.00           3.79 
5  65  -18.43        0.01           -40.18 
10  65  -12.58        0.06           -41.39 
15  65  -9.28        0.12           -43.13 
20  65  -7.09        0.20           -45.59 
25  65  -5.55        0.28           -48.87 
30  65  -4.44        0.36           -53.07 
35  65  -3.62        0.43           -58.37 
40  65  -3.00        0.50           -64.91 
45  65  -2.47        0.57           -72.70 
50  65  -1.94        0.64           -81.48 
55  65  -1.33        0.74           -90.74 
60  65  -0.62        0.87           -99.77 
65  65  0.15        1.04           107.84 
70  65  0.92        1.24           114.53 
75  65  1.60        1.45           119.66 
80  65  2.13        1.63           123.22 
85  65  2.46        1.76           125.32 
90  65  2.57        1.81           126.01 
95  65  2.46        1.76           125.33 
100  65  2.13        1.63           123.24 
105  65  1.60        1.45           119.69 
110  65  0.92        1.24           114.58 
115  65  0.16        1.04           107.91 
120  65  -0.62        0.87           -99.86 
125  65  -1.33        0.74           -90.86 
130  65  -1.94        0.64           -81.62 
135  65  -2.47        0.57           -72.86 
140  65  -3.00        0.50           -65.09 
145  65  -3.63        0.43           -58.55 
150  65  -4.46        0.36           -53.27 
155  65  -5.57        0.28           -49.09 
160  65  -7.13        0.19           -45.86 
165  65  -9.33        0.12           -43.47 
170  65  -12.65        0.05           -41.86 
175  65  -18.58        0.01           -41.11 
180  65  -57.17        0.00           176.21 
0  70  -57.17        0.00           3.79 
5  70  -18.43        0.01           -40.18 
10  70  -12.58        0.06           -41.39 
15  70  -9.28        0.12           -43.13 
20  70  -7.09        0.20           -45.59 
25  70  -5.55        0.28           -48.87 
30  70  -4.44        0.36           -53.07 
35  70  -3.62        0.43           -58.37 
40  70  -3.00        0.50           -64.91 
45  70  -2.47        0.57           -72.70 
50  70  -1.94        0.64           -81.48 
55  70  -1.33        0.74           -90.74 
60  70  -0.62        0.87           -99.77 
65  70  0.15        1.04           107.84 
70  70  0.92        1.24           114.53 
75  70  1.60        1.45           119.66 
80  70  2.13        1.63           123.22 
85  70  2.46        1.76           125.32 
90  70  2.57        1.81           126.01 
95  70  2.46        1.76           125.33 
100  70  2.13        1.63           123.24 
105  70  1.60        1.45           119.69 
110  70  0.92        1.24           114.58 
115  70  0.16        1.04           107.91 
120  70  -0.62        0.87           -99.86 
125  70  -1.33        0.74           -90.86 
130  70  -1.94        0.64           -81.62 
135  70  -2.47        0.57           -72.86 
140  70  -3.00        0.50           -65.09 
145  70  -3.63        0.43           -58.55 
150  70  -4.46        0.36           -53.27 
155  70  -5.57        0.28           -49.09 
160  70  -7.13        0.19           -45.86 
165  70  -9.33        0.12           -43.47 
170  70  -12.65        0.05           -41.86 
175  70  -18.58        0.01           -41.11 
180  70  -57.17        0.00           176.21 
0  75  -57.17        0.00           3.79 
5  75  -18.43        0.01           -40.18 
10  75  -12.58        0.06           -41.39 
15  75  -9.28        0.12           -43.13 
20  75  -7.09        0.20           -45.59 
25  75  -5.55        0.28           -48.87 
30  75  -4.44        0.36           -53.07 
35  75  -3.62        0.43           -58.37 
40  75  -3.00        0.50           -64.91 
45  75  -2.47        0.57           -72.70 
50  75  -1.94        0.64           -81.48 
55  75  -1.33        0.74           -90.74 
60  75  -0.62        0.87           -99.77 
65  75  0.15        1.04           107.84 
70  75  0.92        1.24           114.53 
75  75  1.60        1.45           119.66 
80  75  2.13        1.63           123.22 
85  75  2.46        1.76           125.32 
90  75  2.57        1.81           126.01 
95  75  2.46        1.76           125.33 
100  75  2.13        1.63           123.24 
105  75  1.60        1.45           119.69 
110  75  0.92        1.24           114.58 
115  75  0.16        1.04           107.91 
120  75  -0.62        0.87           -99.86 
125  75  -1.33        0.74           -90.86 
130  75  -1.94        0.64           -81.62 
135  75  -2.47        0.57           -72.86 
140  75  -3.00        0.50           -65.09 
145  75  -3.63        0.43           -58.55 
150  75  -4.46        0.36           -53.27 
155  75  -5.57        0.28           -49.09 
160  75  -7.13        0.19           -45.86 
165  75  -9.33        0.12           -43.47 
170  75  -12.65        0.05           -41.86 
175  75  -18.58        0.01           -41.11 
180  75  -57.17        0.00           176.21 
0  80  -57.17        0.00           3.79 
5  80  -18.43        0.01           -40.18 
10  80  -12.58        0.06           -41.39 
15  80  -9.28        0.12           -43.13 
20  80  -7.09        0.20           -45.59 
25  80  -5.55        0.28           -48.87 
30  80  -4.44        0.36           -53.07 
35  80  -3.62        0.43           -58.37 
40  80  -3.00        0.50           -64.91 
45  80  -2.47        0.57           -72.70 
50  80  -1.94        0.64           -81.48 
55  80  -1.33        0.74           -90.74 
60  80  -0.62        0.87           -99.77 
65  80  0.15        1.04           107.84 
70  80  0.92        1.24           114.53 
75  80  1.60        1.45           119.66 
80  80  2.13        1.63           123.22 
85  80  2.46        1.76           125.32 
90  80  2.57        1.81           126.01 
95  80  2.46        1.76           125.33 
100  80  2.13        1.63           123.24 
105  80  1.60        1.45           119.69 
110  80  0.92        1.24           114.58 
115  80  0.16        1.04           107.91 
120  80  -0.62        0.87           -99.86 
125  80  -1.33        0.74           -90.86 
130  80  -1.94        0.64           -81.62 
135  80  -2.47        0.57           -72.86 
140  80  -3.00        0.50           -65.09 
145  80  -3.63        0.43           -58.55 
150  80  -4.46        0.36           -53.27 
155  80  -5.57        0.28           -49.09 
160  80  -7.13        0.19           -45.86 
165  80  -9.33        0.12           -43.47 
170  80  -12.65        0.05           -41.86 
175  80  -18.58        0.01           -41.11 
180  80  -57.17        0.00           176.21 
0  85  -57.17        0.00           3.79 
5  85  -18.43        0.01           -40.18 
10  85  -12.58        0.06           -41.39 
15  85  -9.28        0.12           -43.13 
20  85  -7.09        0.20           -45.59 
25  85  -5.55        0.28           -48.87 
30  85  -4.44        0.36           -53.07 
35  85  -3.62        0.43           -58.37 
40  85  -3.00        0.50           -64.91 
45  85  -2.47        0.57           -72.70 
50  85  -1.94        0.64           -81.48 
55  85  -1.33        0.74           -90.74 
60  85  -0.62        0.87           -99.77 
65  85  0.15        1.04           107.84 
70  85  0.92        1.24           114.53 
75  85  1.60        1.45           119.66 
80  85  2.13        1.63           123.22 
85  85  2.46        1.76           125.32 
90  85  2.57        1.81           126.01 
95  85  2.46        1.76           125.33 
100  85  2.13        1.63           123.24 
105  85  1.60        1.45           119.69 
110  85  0.92        1.24           114.58 
115  85  0.16        1.04           107.91 
120  85  -0.62        0.87           -99.86 
125  85  -1.33        0.74           -90.86 
130  85  -1.94        0.64           -81.62 
135  85  -2.47        0.57           -72.86 
140  85  -3.00        0.50           -65.09 
145  85  -3.63        0.43           -58.55 
150  85  -4.46        0.36           -53.27 
155  85  -5.57        0.28           -49.09 
160  85  -7.13        0.19           -45.86 
165  85  -9.33        0.12           -43.47 
170  85  -12.65        0.05           -41.86 
175  85  -18.58        0.01           -41.11 
180  85  -57.17        0.00           176.21 
0  90  -57.17        0.00           3.79 
5  90  -18.43        0.01           -40.18 
10  90  -12.58        0.06           -41.39 
15  90  -9.28        0.12           -43.13 
20  90  -7.09        0.20           -45.59 
25  90  -5.55        0.28           -48.87 
30  90  -4.44        0.36           -53.07 
35  90  -3.62        0.43           -58.37 
40  90  -3.00        0.50           -64.91 
45  90  -2.47        0.57           -72.70 
50  90  -1.94        0.64           -81.48 
55  90  -1.33        0.74           -90.74 
60  90  -0.62        0.87           -99.77 
65  90  0.15        1.04           107.84 
70  90  0.92        1.24           114.53 
75  90  1.60        1.45           119.66 
80  90  2.13        1.63           123.22 
85  90  2.46        1.76           125.32 
90  90  2.57        1.81           126.01 
95  90  2.46        1.76           125.33 
100  90  2.13        1.63           123.24 
105  90  1.60        1.45           119.69 
110  90  0.92        1.24           114.58 
115  90  0.16        1.04           107.91 
120  90  -0.62        0.87           -99.86 
125  90  -1.33        0.74           -90.86 
130  90  -1.94        0.64           -81.62 
135  90  -2.47        0.57           -72.86 
140  90  -3.00        0.50           -65.09 
145  90  -3.63        0.43           -58.55 
150  90  -4.46        0.36           -53.27 
155  90  -5.57        0.28           -49.09 
160  90  -7.13        0.19           -45.86 
165  90  -9.33        0.12           -43.47 
170  90  -12.65        0.05           -41.86 
175  90  -18.58        0.01           -41.11 
180  90  -57.17        0.00           176.21 
0  95  -57.17        0.00           3.79 
5  95  -18.43        0.01           -40.18 
10  95  -12.58        0.06           -41.39 
15  95  -9.28        0.12           -43.13 
20  95  -7.09        0.20           -45.59 
25  95  -5.55        0.28           -48.87 
30  95  -4.44        0.36           -53.07 
35  95  -3.62        0.43           -58.37 
40  95  -3.00        0.50           -64.91 
45  95  -2.47        0.57           -72.70 
50  95  -1.94        0.64           -81.48 
55  95  -1.33        0.74           -90.74 
60  95  -0.62        0.87           -99.77 
65  95  0.15        1.04           107.84 
70  95  0.92        1.24           114.53 
75  95  1.60        1.45           119.66 
80  95  2.13        1.63           123.22 
85  95  2.46        1.76           125.32 
90  95  2.57        1.81           126.01 
95  95  2.46        1.76           125.33 
100  95  2.13        1.63           123.24 
105  95  1.60        1.45           119.69 
110  95  0.92        1.24           114.58 
115  95  0.16        1.04           107.91 
120  95  -0.62        0.87           -99.86 
125  95  -1.33        0.74           -90.86 
130  95  -1.94        0.64           -81.62 
135  95  -2.47        0.57           -72.86 
140  95  -3.00        0.50           -65.09 
145  95  -3.63        0.43           -58.55 
150  95  -4.46        0.36           -53.27 
155  95  -5.57        0.28           -49.09 
160  95  -7.13        0.19           -45.86 
165  95  -9.33        0.12           -43.47 
170  95  -12.65        0.05           -41.86 
175  95  -18.58        0.01           -41.11 
180  95  -57.17        0.00           176.21 
0  100  -57.17        0.00           3.79 
5  100  -18.43        0.01           -40.18 
10  100  -12.58        0.06           -41.39 
15  100  -9.28        0.12           -43.13 
20  100  -7.09        0.20           -45.59 
25  100  -5.55        0.28           -48.87 
30  100  -4.44        0.36           -53.07 
35  100  -3.62        0.43           -58.37 
40  100  -3.00        0.50           -64.91 
45  100  -2.47        0.57           -72.70 
50  100  -1.94        0.64           -81.48 
55  100  -1.33        0.74           -90.74 
60  100  -0.62        0.87           -99.77 
65  100  0.15        1.04           107.84 
70  100  0.92        1.24           114.53 
75  100  1.60        1.45           119.66 
80  100  2.13        1.63           123.22 
