freq : 150.00 MHz
SWR : 1.50
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
15  60  -11.11        0.08           11.44 
20  60  -8.63        0.14           11.31 
25  60  -6.73        0.21           11.16 
30  60  -5.20        0.30           10.99 
35  60  -3.92        0.41           10.82 
40  60  -2.85        0.52           10.64 
45  60  -1.93        0.64           10.48 
50  60  -1.15        0.77           10.34 
55  60  -0.48        0.90           10.20 
60  60  0.09        1.02           10.08 
65  60  0.55        1.14           9.96 
70  60  0.93        1.24           9.85 
75  60  1.22        1.32           9.77 
80  60  1.43        1.39           9.72 
85  60  1.55        1.43           9.70 
90  60  1.59        1.44           9.69 
95  60  1.55        1.43           9.70 
100  60  1.43        1.39           9.72 
105  60  1.22        1.32           9.77 
110  60  0.93        1.24           9.86 
115  60  0.55        1.14           9.96 
120  60  0.08        1.02           10.08 
125  60  -0.48        0.90           10.21 
130  60  -1.15        0.77           10.34 
135  60  -1.93        0.64           10.49 
140  60  -2.85        0.52           10.65 
145  60  -3.92        0.41           10.82 
150  60  -5.20        0.30           11.00 
155  60  -6.73        0.21           11.17 
160  60  -8.64        0.14           11.32 
165  60  -11.12        0.08           11.45 
170  60  -14.63        0.03           11.55 
175  60  -20.64        0.01           11.62 
180  60  -78.58        0.00           178.58 
0  65  -78.58        0.00           -1.42 
5  65  -20.62        0.01           11.58 
10  65  -14.61        0.03           11.53 
15  65  -11.11        0.08           11.44 
20  65  -8.63        0.14           11.31 
25  65  -6.73        0.21           11.16 
30  65  -5.20        0.30           10.99 
35  65  -3.92        0.41           10.82 
40  65  -2.85        0.52           10.64 
45  65  -1.93        0.64           10.48 
50  65  -1.15        0.77           10.34 
55  65  -0.48        0.90           10.20 
60  65  0.09        1.02           10.08 
65  65  0.55        1.14           9.96 
70  65  0.93        1.24           9.85 
75  65  1.22        1.32           9.77 
80  65  1.43        1.39           9.72 
85  65  1.55        1.43           9.70 
90  65  1.59        1.44           9.69 
95  65  1.55        1.43           9.70 
100  65  1.43        1.39           9.72 
105  65  1.22        1.32           9.77 
110  65  0.93        1.24           9.86 
115  65  0.55        1.14           9.96 
120  65  0.08        1.02           10.08 
125  65  -0.48        0.90           10.21 
130  65  -1.15        0.77           10.34 
135  65  -1.93        0.64           10.49 
140  65  -2.85        0.52           10.65 
145  65  -3.92        0.41           10.82 
150  65  -5.20        0.30           11.00 
155  65  -6.73        0.21           11.17 
160  65  -8.64        0.14           11.32 
165  65  -11.12        0.08           11.45 
170  65  -14.63        0.03           11.55 
175  65  -20.64        0.01           11.62 
180  65  -78.58        0.00           178.58 
0  70  -78.58        0.00           -1.42 
5  70  -20.62        0.01           11.58 
10  70  -14.61        0.03           11.53 
15  70  -11.11        0.08           11.44 
20  70  -8.63        0.14           11.31 
25  70  -6.73        0.21           11.16 
30  70  -5.20        0.30           10.99 
35  70  -3.92        0.41           10.82 
40  70  -2.85        0.52           10.64 
45  70  -1.93        0.64           10.48 
50  70  -1.15        0.77           10.34 
55  70  -0.48        0.90           10.20 
60  70  0.09        1.02           10.08 
65  70  0.55        1.14           9.96 
70  70  0.93        1.24           9.85 
75  70  1.22        1.32           9.77 
80  70  1.43        1.39           9.72 
85  70  1.55        1.43           9.70 
90  70  1.59        1.44           9.69 
95  70  1.55        1.43           9.70 
100  70  1.43        1.39           9.72 
105  70  1.22        1.32           9.77 
110  70  0.93        1.24           9.86 
115  70  0.55        1.14           9.96 
120  70  0.08        1.02           10.08 
125  70  -0.48        0.90           10.21 
130  70  -1.15        0.77           10.34 
135  70  -1.93        0.64           10.49 
140  70  -2.85        0.52           10.65 
145  70  -3.92        0.41           10.82 
150  70  -5.20        0.30           11.00 
155  70  -6.73        0.21           11.17 
160  70  -8.64        0.14           11.32 
165  70  -11.12        0.08           11.45 
170  70  -14.63        0.03           11.55 
175  70  -20.64        0.01           11.62 
180  70  -78.58        0.00           178.58 
0  75  -78.58        0.00           -1.42 
5  75  -20.62        0.01           11.58 
10  75  -14.61        0.03           11.53 
15  75  -11.11        0.08           11.44 
20  75  -8.63        0.14           11.31 
25  75  -6.73        0.21           11.16 
30  75  -5.20        0.30           10.99 
35  75  -3.92        0.41           10.82 
40  75  -2.85        0.52           10.64 
45  75  -1.93        0.64           10.48 
50  75  -1.15        0.77           10.34 
55  75  -0.48        0.90           10.20 
60  75  0.09        1.02           10.08 
65  75  0.55        1.14           9.96 
70  75  0.93        1.24           9.85 
75  75  1.22        1.32           9.77 
80  75  1.43        1.39           9.72 
85  75  1.55        1.43           9.70 
90  75  1.59        1.44           9.69 
95  75  1.55        1.43           9.70 
100  75  1.43        1.39           9.72 
105  75  1.22        1.32           9.77 
110  75  0.93        1.24           9.86 
115  75  0.55        1.14           9.96 
120  75  0.08        1.02           10.08 
125  75  -0.48        0.90           10.21 
130  75  -1.15        0.77           10.34 
135  75  -1.93        0.64           10.49 
140  75  -2.85        0.52           10.65 
145  75  -3.92        0.41           10.82 
150  75  -5.20        0.30           11.00 
155  75  -6.73        0.21           11.17 
160  75  -8.64        0.14           11.32 
165  75  -11.12        0.08           11.45 
170  75  -14.63        0.03           11.55 
175  75  -20.64        0.01           11.62 
180  75  -78.58        0.00           178.58 
0  80  -78.58        0.00           -1.42 
5  80  -20.62        0.01           11.58 
10  80  -14.61        0.03           11.53 
15  80  -11.11        0.08           11.44 
20  80  -8.63        0.14           11.31 
25  80  -6.73        0.21           11.16 
30  80  -5.20        0.30           10.99 
35  80  -3.92        0.41           10.82 
40  80  -2.85        0.52           10.64 
45  80  -1.93        0.64           10.48 
50  80  -1.15        0.77           10.34 
55  80  -0.48        0.90           10.20 
60  80  0.09        1.02           10.08 
65  80  0.55        1.14           9.96 
70  80  0.93        1.24           9.85 
75  80  1.22        1.32           9.77 
80  80  1.43        1.39           9.72 
85  80  1.55        1.43           9.70 
90  80  1.59        1.44           9.69 
95  80  1.55        1.43           9.70 
100  80  1.43        1.39           9.72 
105  80  1.22        1.32           9.77 
110  80  0.93        1.24           9.86 
115  80  0.55        1.14           9.96 
120  80  0.08        1.02           10.08 
125  80  -0.48        0.90           10.21 
130  80  -1.15        0.77           10.34 
135  80  -1.93        0.64           10.49 
140  80  -2.85        0.52           10.65 
145  80  -3.92        0.41           10.82 
150  80  -5.20        0.30           11.00 
155  80  -6.73        0.21           11.17 
160  80  -8.64        0.14           11.32 
165  80  -11.12        0.08           11.45 
170  80  -14.63        0.03           11.55 
175  80  -20.64        0.01           11.62 
180  80  -78.58        0.00           178.58 
0  85  -78.58        0.00           -1.42 
5  85  -20.62        0.01           11.58 
10  85  -14.61        0.03           11.53 
15  85  -11.11        0.08           11.44 
20  85  -8.63        0.14           11.31 
25  85  -6.73        0.21           11.16 
30  85  -5.20        0.30           10.99 
35  85  -3.92        0.41           10.82 
40  85  -2.85        0.52           10.64 
45  85  -1.93        0.64           10.48 
50  85  -1.15        0.77           10.34 
55  85  -0.48        0.90           10.20 
60  85  0.09        1.02           10.08 
65  85  0.55        1.14           9.96 
70  85  0.93        1.24           9.85 
75  85  1.22        1.32           9.77 
80  85  1.43        1.39           9.72 
85  85  1.55        1.43           9.70 
90  85  1.59        1.44           9.69 
95  85  1.55        1.43           9.70 
100  85  1.43        1.39           9.72 
105  85  1.22        1.32           9.77 
110  85  0.93        1.24           9.86 
115  85  0.55        1.14           9.96 
120  85  0.08        1.02           10.08 
125  85  -0.48        0.90           10.21 
130  85  -1.15        0.77           10.34 
135  85  -1.93        0.64           10.49 
140  85  -2.85        0.52           10.65 
145  85  -3.92        0.41           10.82 
150  85  -5.20        0.30           11.00 
155  85  -6.73        0.21           11.17 
160  85  -8.64        0.14           11.32 
165  85  -11.12        0.08           11.45 
170  85  -14.63        0.03           11.55 
175  85  -20.64        0.01           11.62 
180  85  -78.58        0.00           178.58 
0  90  -78.58        0.00           -1.42 
5  90  -20.62        0.01           11.58 
10  90  -14.61        0.03           11.53 
15  90  -11.11        0.08           11.44 
20  90  -8.63        0.14           11.31 
25  90  -6.73        0.21           11.16 
30  90  -5.20        0.30           10.99 
35  90  -3.92        0.41           10.82 
40  90  -2.85        0.52           10.64 
45  90  -1.93        0.64           10.48 
50  90  -1.15        0.77           10.34 
55  90  -0.48        0.90           10.20 
60  90  0.09        1.02           10.08 
65  90  0.55        1.14           9.96 
70  90  0.93        1.24           9.85 
75  90  1.22        1.32           9.77 
80  90  1.43        1.39           9.72 
85  90  1.55        1.43           9.70 
90  90  1.59        1.44           9.69 
95  90  1.55        1.43           9.70 
100  90  1.43        1.39           9.72 
105  90  1.22        1.32           9.77 
110  90  0.93        1.24           9.86 
115  90  0.55        1.14           9.96 
120  90  0.08        1.02           10.08 
125  90  -0.48        0.90           10.21 
130  90  -1.15        0.77           10.34 
135  90  -1.93        0.64           10.49 
140  90  -2.85        0.52           10.65 
145  90  -3.92        0.41           10.82 
150  90  -5.20        0.30           11.00 
155  90  -6.73        0.21           11.17 
160  90  -8.64        0.14           11.32 
165  90  -11.12        0.08           11.45 
170  90  -14.63        0.03           11.55 
175  90  -20.64        0.01           11.62 
180  90  -78.58        0.00           178.58 
0  95  -78.58        0.00           -1.42 
5  95  -20.62        0.01           11.58 
10  95  -14.61        0.03           11.53 
15  95  -11.11        0.08           11.44 
20  95  -8.63        0.14           11.31 
25  95  -6.73        0.21           11.16 
30  95  -5.20        0.30           10.99 
35  95  -3.92        0.41           10.82 
40  95  -2.85        0.52           10.64 
45  95  -1.93        0.64           10.48 
50  95  -1.15        0.77           10.34 
55  95  -0.48        0.90           10.20 
60  95  0.09        1.02           10.08 
65  95  0.55        1.14           9.96 
70  95  0.93        1.24           9.85 
75  95  1.22        1.32           9.77 
80  95  1.43        1.39           9.72 
85  95  1.55        1.43           9.70 
90  95  1.59        1.44           9.69 
95  95  1.55        1.43           9.70 
100  95  1.43        1.39           9.72 
105  95  1.22        1.32           9.77 
110  95  0.93        1.24           9.86 
115  95  0.55        1.14           9.96 
120  95  0.08        1.02           10.08 
125  95  -0.48        0.90           10.21 
130  95  -1.15        0.77           10.34 
135  95  -1.93        0.64           10.49 
140  95  -2.85        0.52           10.65 
145  95  -3.92        0.41           10.82 
150  95  -5.20        0.30           11.00 
155  95  -6.73        0.21           11.17 
160  95  -8.64        0.14           11.32 
165  95  -11.12        0.08           11.45 
170  95  -14.63        0.03           11.55 
175  95  -20.64        0.01           11.62 
180  95  -78.58        0.00           178.58 
0  100  -78.58        0.00           -1.42 
5  100  -20.62        0.01           11.58 
10  100  -14.61        0.03           11.53 
15  100  -11.11        0.08           11.44 
20  100  -8.63        0.14           11.31 
25  100  -6.73        0.21           11.16 
30  100  -5.20        0.30           10.99 
35  100  -3.92        0.41           10.82 
40  100  -2.85        0.52           10.64 
45  100  -1.93        0.64           10.48 
50  100  -1.15        0.77           10.34 
55  100  -0.48        0.90           10.20 
60  100  0.09        1.02           10.08 
65  100  0.55        1.14           9.96 
70  100  0.93        1.24           9.85 
75  100  1.22        1.32           9.77 
80  100  1.43        1.39           9.72 
85  100  1.55        1.43           9.70 
90  100  1.59        1.44           9.69 
95  100  1.55        1.43           9.70 
100  100  1.43        1.39           9.72 
105  100  1.22        1.32           9.77 
110  100  0.93        1.24           9.86 
115  100  0.55        1.14           9.96 
120  100  0.08        1.02           10.08 
125  100  -0.48        0.90           10.21 
130  100  -1.15        0.77           10.34 
135  100  -1.93        0.64           10.49 
140  100  -2.85        0.52           10.65 
145  100  -3.92        0.41           10.82 
150  100  -5.20        0.30           11.00 
155  100  -6.73        0.21           11.17 
160  100  -8.64        0.14           11.32 
165  100  -11.12        0.08           11.45 
170  100  -14.63        0.03           11.55 
175  100  -20.64        0.01           11.62 
180  100  -78.58        0.00           178.58 
0  105  -78.58        0.00           -1.42 
5  105  -20.62        0.01           11.58 
10  105  -14.61        0.03           11.53 
15  105  -11.11        0.08           11.44 
20  105  -8.63        0.14           11.31 
25  105  -6.73        0.21           11.16 
30  105  -5.20        0.30           10.99 
35  105  -3.92        0.41           10.82 
40  105  -2.85        0.52           10.64 
