freq : 350.00 MHz
SWR : 4.53
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
160  25  -10.74        0.08           -58.12 
165  25  -13.14        0.05           -54.71 
170  25  -16.59        0.02           -52.34 
175  25  -22.59        0.01           -51.20 
180  25  -58.97        0.00           176.65 
0  30  -58.97        0.00           3.35 
5  30  -22.44        0.01           -49.81 
10  30  -16.51        0.02           -51.63 
15  30  -13.10        0.05           -54.22 
20  30  -10.71        0.08           -57.74 
25  30  -8.88        0.13           -62.15 
30  30  -7.36        0.18           -67.36 
35  30  -6.03        0.25           -73.20 
40  30  -4.79        0.33           -79.41 
45  30  -3.61        0.44           -85.68 
50  30  -2.47        0.57           -91.67 
55  30  -1.38        0.73           -97.12 
60  30  -0.37        0.92           101.86 
65  30  0.54        1.13           105.84 
70  30  1.31        1.35           109.01 
75  30  1.94        1.56           111.42 
80  30  2.39        1.73           113.11 
85  30  2.67        1.85           114.10 
90  30  2.76        1.89           114.44 
95  30  2.67        1.85           114.11 
100  30  2.39        1.73           113.13 
105  30  1.94        1.56           111.45 
110  30  1.32        1.36           109.05 
115  30  0.54        1.13           105.89 
120  30  -0.36        0.92           101.94 
125  30  -1.38        0.73           -97.22 
130  30  -2.46        0.57           -91.80 
135  30  -3.61        0.44           -85.83 
140  30  -4.79        0.33           -79.60 
145  30  -6.04        0.25           -73.42 
150  30  -7.37        0.18           -67.63 
155  30  -8.90        0.13           -62.46 
160  30  -10.74        0.08           -58.12 
165  30  -13.14        0.05           -54.71 
170  30  -16.59        0.02           -52.34 
175  30  -22.59        0.01           -51.20 
180  30  -58.97        0.00           176.65 
0  35  -58.97        0.00           3.35 
5  35  -22.44        0.01           -49.81 
10  35  -16.51        0.02           -51.63 
15  35  -13.10        0.05           -54.22 
20  35  -10.71        0.08           -57.74 
25  35  -8.88        0.13           -62.15 
30  35  -7.36        0.18           -67.36 
35  35  -6.03        0.25           -73.20 
40  35  -4.79        0.33           -79.41 
45  35  -3.61        0.44           -85.68 
50  35  -2.47        0.57           -91.67 
55  35  -1.38        0.73           -97.12 
60  35  -0.37        0.92           101.86 
65  35  0.54        1.13           105.84 
70  35  1.31        1.35           109.01 
75  35  1.94        1.56           111.42 
80  35  2.39        1.73           113.11 
85  35  2.67        1.85           114.10 
90  35  2.76        1.89           114.44 
95  35  2.67        1.85           114.11 
100  35  2.39        1.73           113.13 
105  35  1.94        1.56           111.45 
110  35  1.32        1.36           109.05 
115  35  0.54        1.13           105.89 
120  35  -0.36        0.92           101.94 
125  35  -1.38        0.73           -97.22 
130  35  -2.46        0.57           -91.80 
135  35  -3.61        0.44           -85.83 
140  35  -4.79        0.33           -79.60 
145  35  -6.04        0.25           -73.42 
150  35  -7.37        0.18           -67.63 
155  35  -8.90        0.13           -62.46 
160  35  -10.74        0.08           -58.12 
165  35  -13.14        0.05           -54.71 
170  35  -16.59        0.02           -52.34 
175  35  -22.59        0.01           -51.20 
180  35  -58.97        0.00           176.65 
0  40  -58.97        0.00           3.35 
5  40  -22.44        0.01           -49.81 
10  40  -16.51        0.02           -51.63 
15  40  -13.10        0.05           -54.22 
20  40  -10.71        0.08           -57.74 
25  40  -8.88        0.13           -62.15 
30  40  -7.36        0.18           -67.36 
35  40  -6.03        0.25           -73.20 
40  40  -4.79        0.33           -79.41 
45  40  -3.61        0.44           -85.68 
50  40  -2.47        0.57           -91.67 
55  40  -1.38        0.73           -97.12 
60  40  -0.37        0.92           101.86 
65  40  0.54        1.13           105.84 
70  40  1.31        1.35           109.01 
75  40  1.94        1.56           111.42 
80  40  2.39        1.73           113.11 
85  40  2.67        1.85           114.10 
90  40  2.76        1.89           114.44 
95  40  2.67        1.85           114.11 
100  40  2.39        1.73           113.13 
105  40  1.94        1.56           111.45 
110  40  1.32        1.36           109.05 
115  40  0.54        1.13           105.89 
120  40  -0.36        0.92           101.94 
125  40  -1.38        0.73           -97.22 
130  40  -2.46        0.57           -91.80 
135  40  -3.61        0.44           -85.83 
140  40  -4.79        0.33           -79.60 
145  40  -6.04        0.25           -73.42 
150  40  -7.37        0.18           -67.63 
155  40  -8.90        0.13           -62.46 
160  40  -10.74        0.08           -58.12 
165  40  -13.14        0.05           -54.71 
170  40  -16.59        0.02           -52.34 
175  40  -22.59        0.01           -51.20 
180  40  -58.97        0.00           176.65 
0  45  -58.97        0.00           3.35 
5  45  -22.44        0.01           -49.81 
10  45  -16.51        0.02           -51.63 
15  45  -13.10        0.05           -54.22 
20  45  -10.71        0.08           -57.74 
25  45  -8.88        0.13           -62.15 
30  45  -7.36        0.18           -67.36 
35  45  -6.03        0.25           -73.20 
40  45  -4.79        0.33           -79.41 
45  45  -3.61        0.44           -85.68 
50  45  -2.47        0.57           -91.67 
55  45  -1.38        0.73           -97.12 
60  45  -0.37        0.92           101.86 
65  45  0.54        1.13           105.84 
70  45  1.31        1.35           109.01 
75  45  1.94        1.56           111.42 
80  45  2.39        1.73           113.11 
85  45  2.67        1.85           114.10 
90  45  2.76        1.89           114.44 
95  45  2.67        1.85           114.11 
100  45  2.39        1.73           113.13 
105  45  1.94        1.56           111.45 
110  45  1.32        1.36           109.05 
115  45  0.54        1.13           105.89 
120  45  -0.36        0.92           101.94 
125  45  -1.38        0.73           -97.22 
130  45  -2.46        0.57           -91.80 
135  45  -3.61        0.44           -85.83 
140  45  -4.79        0.33           -79.60 
145  45  -6.04        0.25           -73.42 
150  45  -7.37        0.18           -67.63 
155  45  -8.90        0.13           -62.46 
160  45  -10.74        0.08           -58.12 
165  45  -13.14        0.05           -54.71 
170  45  -16.59        0.02           -52.34 
175  45  -22.59        0.01           -51.20 
180  45  -58.97        0.00           176.65 
0  50  -58.97        0.00           3.35 
5  50  -22.44        0.01           -49.81 
10  50  -16.51        0.02           -51.63 
15  50  -13.10        0.05           -54.22 
20  50  -10.71        0.08           -57.74 
25  50  -8.88        0.13           -62.15 
30  50  -7.36        0.18           -67.36 
35  50  -6.03        0.25           -73.20 
40  50  -4.79        0.33           -79.41 
45  50  -3.61        0.44           -85.68 
50  50  -2.47        0.57           -91.67 
55  50  -1.38        0.73           -97.12 
60  50  -0.37        0.92           101.86 
65  50  0.54        1.13           105.84 
70  50  1.31        1.35           109.01 
75  50  1.94        1.56           111.42 
80  50  2.39        1.73           113.11 
85  50  2.67        1.85           114.10 
90  50  2.76        1.89           114.44 
95  50  2.67        1.85           114.11 
100  50  2.39        1.73           113.13 
105  50  1.94        1.56           111.45 
110  50  1.32        1.36           109.05 
115  50  0.54        1.13           105.89 
120  50  -0.36        0.92           101.94 
125  50  -1.38        0.73           -97.22 
130  50  -2.46        0.57           -91.80 
135  50  -3.61        0.44           -85.83 
140  50  -4.79        0.33           -79.60 
145  50  -6.04        0.25           -73.42 
150  50  -7.37        0.18           -67.63 
155  50  -8.90        0.13           -62.46 
160  50  -10.74        0.08           -58.12 
165  50  -13.14        0.05           -54.71 
170  50  -16.59        0.02           -52.34 
175  50  -22.59        0.01           -51.20 
180  50  -58.97        0.00           176.65 
0  55  -58.97        0.00           3.35 
5  55  -22.44        0.01           -49.81 
10  55  -16.51        0.02           -51.63 
15  55  -13.10        0.05           -54.22 
20  55  -10.71        0.08           -57.74 
25  55  -8.88        0.13           -62.15 
30  55  -7.36        0.18           -67.36 
35  55  -6.03        0.25           -73.20 
40  55  -4.79        0.33           -79.41 
45  55  -3.61        0.44           -85.68 
50  55  -2.47        0.57           -91.67 
55  55  -1.38        0.73           -97.12 
60  55  -0.37        0.92           101.86 
65  55  0.54        1.13           105.84 
70  55  1.31        1.35           109.01 
75  55  1.94        1.56           111.42 
80  55  2.39        1.73           113.11 
85  55  2.67        1.85           114.10 
90  55  2.76        1.89           114.44 
95  55  2.67        1.85           114.11 
100  55  2.39        1.73           113.13 
105  55  1.94        1.56           111.45 
110  55  1.32        1.36           109.05 
115  55  0.54        1.13           105.89 
120  55  -0.36        0.92           101.94 
125  55  -1.38        0.73           -97.22 
130  55  -2.46        0.57           -91.80 
135  55  -3.61        0.44           -85.83 
140  55  -4.79        0.33           -79.60 
145  55  -6.04        0.25           -73.42 
150  55  -7.37        0.18           -67.63 
155  55  -8.90        0.13           -62.46 
160  55  -10.74        0.08           -58.12 
165  55  -13.14        0.05           -54.71 
170  55  -16.59        0.02           -52.34 
175  55  -22.59        0.01           -51.20 
180  55  -58.97        0.00           176.65 
0  60  -58.97        0.00           3.35 
5  60  -22.44        0.01           -49.81 
10  60  -16.51        0.02           -51.63 
15  60  -13.10        0.05           -54.22 
20  60  -10.71        0.08           -57.74 
25  60  -8.88        0.13           -62.15 
30  60  -7.36        0.18           -67.36 
35  60  -6.03        0.25           -73.20 
40  60  -4.79        0.33           -79.41 
45  60  -3.61        0.44           -85.68 
50  60  -2.47        0.57           -91.67 
55  60  -1.38        0.73           -97.12 
60  60  -0.37        0.92           101.86 
65  60  0.54        1.13           105.84 
70  60  1.31        1.35           109.01 
75  60  1.94        1.56           111.42 
80  60  2.39        1.73           113.11 
85  60  2.67        1.85           114.10 
90  60  2.76        1.89           114.44 
95  60  2.67        1.85           114.11 
100  60  2.39        1.73           113.13 
105  60  1.94        1.56           111.45 
110  60  1.32        1.36           109.05 
115  60  0.54        1.13           105.89 
120  60  -0.36        0.92           101.94 
125  60  -1.38        0.73           -97.22 
130  60  -2.46        0.57           -91.80 
135  60  -3.61        0.44           -85.83 
140  60  -4.79        0.33           -79.60 
145  60  -6.04        0.25           -73.42 
150  60  -7.37        0.18           -67.63 
155  60  -8.90        0.13           -62.46 
160  60  -10.74        0.08           -58.12 
165  60  -13.14        0.05           -54.71 
170  60  -16.59        0.02           -52.34 
175  60  -22.59        0.01           -51.20 
180  60  -58.97        0.00           176.65 
0  65  -58.97        0.00           3.35 
5  65  -22.44        0.01           -49.81 
10  65  -16.51        0.02           -51.63 
15  65  -13.10        0.05           -54.22 
20  65  -10.71        0.08           -57.74 
25  65  -8.88        0.13           -62.15 
30  65  -7.36        0.18           -67.36 
35  65  -6.03        0.25           -73.20 
40  65  -4.79        0.33           -79.41 
45  65  -3.61        0.44           -85.68 
50  65  -2.47        0.57           -91.67 
55  65  -1.38        0.73           -97.12 
60  65  -0.37        0.92           101.86 
65  65  0.54        1.13           105.84 
70  65  1.31        1.35           109.01 
75  65  1.94        1.56           111.42 
80  65  2.39        1.73           113.11 
85  65  2.67        1.85           114.10 
90  65  2.76        1.89           114.44 
95  65  2.67        1.85           114.11 
100  65  2.39        1.73           113.13 
105  65  1.94        1.56           111.45 
110  65  1.32        1.36           109.05 
115  65  0.54        1.13           105.89 
120  65  -0.36        0.92           101.94 
125  65  -1.38        0.73           -97.22 
130  65  -2.46        0.57           -91.80 
135  65  -3.61        0.44           -85.83 
140  65  -4.79        0.33           -79.60 
145  65  -6.04        0.25           -73.42 
150  65  -7.37        0.18           -67.63 
155  65  -8.90        0.13           -62.46 
160  65  -10.74        0.08           -58.12 
165  65  -13.14        0.05           -54.71 
170  65  -16.59        0.02           -52.34 
175  65  -22.59        0.01           -51.20 
180  65  -58.97        0.00           176.65 
0  70  -58.97        0.00           3.35 
5  70  -22.44        0.01           -49.81 
10  70  -16.51        0.02           -51.63 
15  70  -13.10        0.05           -54.22 
20  70  -10.71        0.08           -57.74 
25  70  -8.88        0.13           -62.15 
30  70  -7.36        0.18           -67.36 
35  70  -6.03        0.25           -73.20 
40  70  -4.79        0.33           -79.41 
45  70  -3.61        0.44           -85.68 
50  70  -2.47        0.57           -91.67 
55  70  -1.38        0.73           -97.12 
60  70  -0.37        0.92           101.86 
65  70  0.54        1.13           105.84 
70  70  1.31        1.35           109.01 
75  70  1.94        1.56           111.42 
80  70  2.39        1.73           113.11 
85  70  2.67        1.85           114.10 
90  70  2.76        1.89           114.44 
95  70  2.67        1.85           114.11 
100  70  2.39        1.73           113.13 
105  70  1.94        1.56           111.45 
110  70  1.32        1.36           109.05 
115  70  0.54        1.13           105.89 
120  70  -0.36        0.92           101.94 
125  70  -1.38        0.73           -97.22 
130  70  -2.46        0.57           -91.80 
135  70  -3.61        0.44           -85.83 
140  70  -4.79        0.33           -79.60 
145  70  -6.04        0.25           -73.42 
150  70  -7.37        0.18           -67.63 
155  70  -8.90        0.13           -62.46 
160  70  -10.74        0.08           -58.12 
165  70  -13.14        0.05           -54.71 
170  70  -16.59        0.02           -52.34 
175  70  -22.59        0.01           -51.20 
180  70  -58.97        0.00           176.65 
0  75  -58.97        0.00           3.35 
5  75  -22.44        0.01           -49.81 
10  75  -16.51        0.02           -51.63 
15  75  -13.10        0.05           -54.22 
20  75  -10.71        0.08           -57.74 
25  75  -8.88        0.13           -62.15 
30  75  -7.36        0.18           -67.36 
35  75  -6.03        0.25           -73.20 
40  75  -4.79        0.33           -79.41 
45  75  -3.61        0.44           -85.68 
50  75  -2.47        0.57           -91.67 
55  75  -1.38        0.73           -97.12 
60  75  -0.37        0.92           101.86 
65  75  0.54        1.13           105.84 
70  75  1.31        1.35           109.01 
75  75  1.94        1.56           111.42 
80  75  2.39        1.73           113.11 
85  75  2.67        1.85           114.10 
90  75  2.76        1.89           114.44 
95  75  2.67        1.85           114.11 
100  75  2.39        1.73           113.13 
105  75  1.94        1.56           111.45 
110  75  1.32        1.36           109.05 
115  75  0.54        1.13           105.89 
120  75  -0.36        0.92           101.94 
125  75  -1.38        0.73           -97.22 
130  75  -2.46        0.57           -91.80 
135  75  -3.61        0.44           -85.83 
140  75  -4.79        0.33           -79.60 
145  75  -6.04        0.25           -73.42 
150  75  -7.37        0.18           -67.63 
155  75  -8.90        0.13           -62.46 
160  75  -10.74        0.08           -58.12 
165  75  -13.14        0.05           -54.71 
170  75  -16.59        0.02           -52.34 
175  75  -22.59        0.01           -51.20 
180  75  -58.97        0.00           176.65 
0  80  -58.97        0.00           3.35 
5  80  -22.44        0.01           -49.81 
10  80  -16.51        0.02           -51.63 
15  80  -13.10        0.05           -54.22 
20  80  -10.71        0.08           -57.74 
25  80  -8.88        0.13           -62.15 
30  80  -7.36        0.18           -67.36 
35  80  -6.03        0.25           -73.20 
40  80  -4.79        0.33           -79.41 
45  80  -3.61        0.44           -85.68 
50  80  -2.47        0.57           -91.67 
55  80  -1.38        0.73           -97.12 
60  80  -0.37        0.92           101.86 
65  80  0.54        1.13           105.84 
70  80  1.31        1.35           109.01 
75  80  1.94        1.56           111.42 
80  80  2.39        1.73           113.11 
85  80  2.67        1.85           114.10 
90  80  2.76        1.89           114.44 
95  80  2.67        1.85           114.11 
100  80  2.39        1.73           113.13 
105  80  1.94        1.56           111.45 
110  80  1.32        1.36           109.05 
115  80  0.54        1.13           105.89 
120  80  -0.36        0.92           101.94 
125  80  -1.38        0.73           -97.22 
130  80  -2.46        0.57           -91.80 
135  80  -3.61        0.44           -85.83 
140  80  -4.79        0.33           -79.60 
145  80  -6.04        0.25           -73.42 
150  80  -7.37        0.18           -67.63 
155  80  -8.90        0.13           -62.46 
160  80  -10.74        0.08           -58.12 
165  80  -13.14        0.05           -54.71 
170  80  -16.59        0.02           -52.34 
175  80  -22.59        0.01           -51.20 
180  80  -58.97        0.00           176.65 
0  85  -58.97        0.00           3.35 
5  85  -22.44        0.01           -49.81 
10  85  -16.51        0.02           -51.63 
15  85  -13.10        0.05           -54.22 
20  85  -10.71        0.08           -57.74 
25  85  -8.88        0.13           -62.15 
30  85  -7.36        0.18           -67.36 
35  85  -6.03        0.25           -73.20 
40  85  -4.79        0.33           -79.41 
45  85  -3.61        0.44           -85.68 
50  85  -2.47        0.57           -91.67 
55  85  -1.38        0.73           -97.12 
60  85  -0.37        0.92           101.86 
65  85  0.54        1.13           105.84 
70  85  1.31        1.35           109.01 
75  85  1.94        1.56           111.42 
80  85  2.39        1.73           113.11 
85  85  2.67        1.85           114.10 
90  85  2.76        1.89           114.44 
95  85  2.67        1.85           114.11 
100  85  2.39        1.73           113.13 
105  85  1.94        1.56           111.45 
110  85  1.32        1.36           109.05 
115  85  0.54        1.13           105.89 
120  85  -0.36        0.92           101.94 
125  85  -1.38        0.73           -97.22 
130  85  -2.46        0.57           -91.80 
135  85  -3.61        0.44           -85.83 
140  85  -4.79        0.33           -79.60 
145  85  -6.04        0.25           -73.42 
150  85  -7.37        0.18           -67.63 
155  85  -8.90        0.13           -62.46 
160  85  -10.74        0.08           -58.12 
165  85  -13.14        0.05           -54.71 
170  85  -16.59        0.02           -52.34 
175  85  -22.59        0.01           -51.20 
180  85  -58.97        0.00           176.65 
0  90  -58.97        0.00           3.35 
5  90  -22.44        0.01           -49.81 
10  90  -16.51        0.02           -51.63 
15  90  -13.10        0.05           -54.22 
20  90  -10.71        0.08           -57.74 
25  90  -8.88        0.13           -62.15 
30  90  -7.36        0.18           -67.36 
35  90  -6.03        0.25           -73.20 
40  90  -4.79        0.33           -79.41 
45  90  -3.61        0.44           -85.68 
50  90  -2.47        0.57           -91.67 
55  90  -1.38        0.73           -97.12 
60  90  -0.37        0.92           101.86 
65  90  0.54        1.13           105.84 
70  90  1.31        1.35           109.01 
75  90  1.94        1.56           111.42 
80  90  2.39        1.73           113.11 
85  90  2.67        1.85           114.10 
90  90  2.76        1.89           114.44 
95  90  2.67        1.85           114.11 
100  90  2.39        1.73           113.13 
105  90  1.94        1.56           111.45 
110  90  1.32        1.36           109.05 
115  90  0.54        1.13           105.89 
120  90  -0.36        0.92           101.94 
125  90  -1.38        0.73           -97.22 
130  90  -2.46        0.57           -91.80 
135  90  -3.61        0.44           -85.83 
140  90  -4.79        0.33           -79.60 
145  90  -6.04        0.25           -73.42 
150  90  -7.37        0.18           -67.63 
155  90  -8.90        0.13           -62.46 
160  90  -10.74        0.08           -58.12 
165  90  -13.14        0.05           -54.71 
170  90  -16.59        0.02           -52.34 
175  90  -22.59        0.01           -51.20 
180  90  -58.97        0.00           176.65 
0  95  -58.97        0.00           3.35 
5  95  -22.44        0.01           -49.81 
10  95  -16.51        0.02           -51.63 
15  95  -13.10        0.05           -54.22 
20  95  -10.71        0.08           -57.74 
25  95  -8.88        0.13           -62.15 
30  95  -7.36        0.18           -67.36 
35  95  -6.03        0.25           -73.20 
40  95  -4.79        0.33           -79.41 
45  95  -3.61        0.44           -85.68 
50  95  -2.47        0.57           -91.67 
55  95  -1.38        0.73           -97.12 
60  95  -0.37        0.92           101.86 
65  95  0.54        1.13           105.84 
70  95  1.31        1.35           109.01 
75  95  1.94        1.56           111.42 
80  95  2.39        1.73           113.11 
85  95  2.67        1.85           114.10 
90  95  2.76        1.89           114.44 
95  95  2.67        1.85           114.11 
100  95  2.39        1.73           113.13 
105  95  1.94        1.56           111.45 
110  95  1.32        1.36           109.05 
115  95  0.54        1.13           105.89 
120  95  -0.36        0.92           101.94 
125  95  -1.38        0.73           -97.22 
130  95  -2.46        0.57           -91.80 
135  95  -3.61        0.44           -85.83 
140  95  -4.79        0.33           -79.60 
145  95  -6.04        0.25           -73.42 
150  95  -7.37        0.18           -67.63 
155  95  -8.90        0.13           -62.46 
160  95  -10.74        0.08           -58.12 
165  95  -13.14        0.05           -54.71 
170  95  -16.59        0.02           -52.34 
175  95  -22.59        0.01           -51.20 
180  95  -58.97        0.00           176.65 
0  100  -58.97        0.00           3.35 
5  100  -22.44        0.01           -49.81 
10  100  -16.51        0.02           -51.63 
15  100  -13.10        0.05           -54.22 
20  100  -10.71        0.08           -57.74 
25  100  -8.88        0.13           -62.15 
30  100  -7.36        0.18           -67.36 
35  100  -6.03        0.25           -73.20 
40  100  -4.79        0.33           -79.41 
45  100  -3.61        0.44           -85.68 
50  100  -2.47        0.57           -91.67 
55  100  -1.38        0.73           -97.12 
60  100  -0.37        0.92           101.86 
65  100  0.54        1.13           105.84 
70  100  1.31        1.35           109.01 
75  100  1.94        1.56           111.42 
80  100  2.39        1.73           113.11 
85  100  2.67        1.85           114.10 
90  100  2.76        1.89           114.44 
