freq : 83.33 MHz
SWR : 97.99
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
100  80  0.18        1.04           167.50 
105  80  0.01        1.00           167.51 
110  80  -0.25        0.94           167.53 
115  80  -0.57        0.88           167.55 
120  80  -0.98        0.80           167.59 
125  80  -1.48        0.71           167.64 
130  80  -2.08        0.62           167.70 
135  80  -2.79        0.53           167.77 
140  80  -3.64        0.43           167.84 
145  80  -4.65        0.34           167.91 
150  80  -5.86        0.26           167.98 
155  80  -7.33        0.18           168.04 
160  80  -9.19        0.12           168.10 
165  80  -11.62        0.07           168.15 
170  80  -15.09        0.03           168.18 
175  80  -21.08        0.01           168.21 
180  80  -80.83        0.00           179.59 
0  85  -80.83        0.00           -0.41 
5  85  -21.10        0.01           168.18 
10  85  -15.10        0.03           168.17 
15  85  -11.62        0.07           168.14 
20  85  -9.19        0.12           168.09 
25  85  -7.34        0.18           168.04 
30  85  -5.86        0.26           167.97 
35  85  -4.65        0.34           167.91 
40  85  -3.64        0.43           167.83 
45  85  -2.79        0.53           167.76 
50  85  -2.08        0.62           167.70 
55  85  -1.48        0.71           167.64 
60  85  -0.98        0.80           167.59 
65  85  -0.57        0.88           167.55 
70  85  -0.25        0.94           167.53 
75  85  0.00        1.00           167.51 
80  85  0.18        1.04           167.50 
85  85  0.29        1.07           167.50 
90  85  0.32        1.08           167.50 
95  85  0.29        1.07           167.50 
100  85  0.18        1.04           167.50 
105  85  0.01        1.00           167.51 
110  85  -0.25        0.94           167.53 
115  85  -0.57        0.88           167.55 
120  85  -0.98        0.80           167.59 
125  85  -1.48        0.71           167.64 
130  85  -2.08        0.62           167.70 
135  85  -2.79        0.53           167.77 
140  85  -3.64        0.43           167.84 
145  85  -4.65        0.34           167.91 
150  85  -5.86        0.26           167.98 
155  85  -7.33        0.18           168.04 
160  85  -9.19        0.12           168.10 
165  85  -11.62        0.07           168.15 
170  85  -15.09        0.03           168.18 
175  85  -21.08        0.01           168.21 
180  85  -80.83        0.00           179.59 
0  90  -80.83        0.00           -0.41 
5  90  -21.10        0.01           168.18 
10  90  -15.10        0.03           168.17 
15  90  -11.62        0.07           168.14 
20  90  -9.19        0.12           168.09 
25  90  -7.34        0.18           168.04 
30  90  -5.86        0.26           167.97 
35  90  -4.65        0.34           167.91 
40  90  -3.64        0.43           167.83 
45  90  -2.79        0.53           167.76 
50  90  -2.08        0.62           167.70 
55  90  -1.48        0.71           167.64 
60  90  -0.98        0.80           167.59 
65  90  -0.57        0.88           167.55 
70  90  -0.25        0.94           167.53 
75  90  0.00        1.00           167.51 
80  90  0.18        1.04           167.50 
85  90  0.29        1.07           167.50 
90  90  0.32        1.08           167.50 
95  90  0.29        1.07           167.50 
100  90  0.18        1.04           167.50 
105  90  0.01        1.00           167.51 
110  90  -0.25        0.94           167.53 
115  90  -0.57        0.88           167.55 
120  90  -0.98        0.80           167.59 
125  90  -1.48        0.71           167.64 
130  90  -2.08        0.62           167.70 
135  90  -2.79        0.53           167.77 
140  90  -3.64        0.43           167.84 
145  90  -4.65        0.34           167.91 
150  90  -5.86        0.26           167.98 
155  90  -7.33        0.18           168.04 
160  90  -9.19        0.12           168.10 
165  90  -11.62        0.07           168.15 
170  90  -15.09        0.03           168.18 
175  90  -21.08        0.01           168.21 
180  90  -80.83        0.00           179.59 
0  95  -80.83        0.00           -0.41 
5  95  -21.10        0.01           168.18 
10  95  -15.10        0.03           168.17 
15  95  -11.62        0.07           168.14 
20  95  -9.19        0.12           168.09 
25  95  -7.34        0.18           168.04 
30  95  -5.86        0.26           167.97 
35  95  -4.65        0.34           167.91 
40  95  -3.64        0.43           167.83 
45  95  -2.79        0.53           167.76 
50  95  -2.08        0.62           167.70 
55  95  -1.48        0.71           167.64 
60  95  -0.98        0.80           167.59 
65  95  -0.57        0.88           167.55 
70  95  -0.25        0.94           167.53 
75  95  0.00        1.00           167.51 
80  95  0.18        1.04           167.50 
85  95  0.29        1.07           167.50 
90  95  0.32        1.08           167.50 
95  95  0.29        1.07           167.50 
100  95  0.18        1.04           167.50 
105  95  0.01        1.00           167.51 
110  95  -0.25        0.94           167.53 
115  95  -0.57        0.88           167.55 
120  95  -0.98        0.80           167.59 
125  95  -1.48        0.71           167.64 
130  95  -2.08        0.62           167.70 
135  95  -2.79        0.53           167.77 
140  95  -3.64        0.43           167.84 
145  95  -4.65        0.34           167.91 
150  95  -5.86        0.26           167.98 
155  95  -7.33        0.18           168.04 
160  95  -9.19        0.12           168.10 
165  95  -11.62        0.07           168.15 
170  95  -15.09        0.03           168.18 
175  95  -21.08        0.01           168.21 
180  95  -80.83        0.00           179.59 
0  100  -80.83        0.00           -0.41 
5  100  -21.10        0.01           168.18 
10  100  -15.10        0.03           168.17 
15  100  -11.62        0.07           168.14 
20  100  -9.19        0.12           168.09 
25  100  -7.34        0.18           168.04 
30  100  -5.86        0.26           167.97 
35  100  -4.65        0.34           167.91 
40  100  -3.64        0.43           167.83 
45  100  -2.79        0.53           167.76 
50  100  -2.08        0.62           167.70 
55  100  -1.48        0.71           167.64 
60  100  -0.98        0.80           167.59 
65  100  -0.57        0.88           167.55 
70  100  -0.25        0.94           167.53 
75  100  0.00        1.00           167.51 
80  100  0.18        1.04           167.50 
85  100  0.29        1.07           167.50 
90  100  0.32        1.08           167.50 
95  100  0.29        1.07           167.50 
100  100  0.18        1.04           167.50 
105  100  0.01        1.00           167.51 
110  100  -0.25        0.94           167.53 
115  100  -0.57        0.88           167.55 
120  100  -0.98        0.80           167.59 
125  100  -1.48        0.71           167.64 
130  100  -2.08        0.62           167.70 
135  100  -2.79        0.53           167.77 
140  100  -3.64        0.43           167.84 
145  100  -4.65        0.34           167.91 
150  100  -5.86        0.26           167.98 
155  100  -7.33        0.18           168.04 
160  100  -9.19        0.12           168.10 
165  100  -11.62        0.07           168.15 
170  100  -15.09        0.03           168.18 
175  100  -21.08        0.01           168.21 
180  100  -80.83        0.00           179.59 
0  105  -80.83        0.00           -0.41 
5  105  -21.10        0.01           168.18 
