freq : 366.66 MHz
SWR : 4.53
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
5  50  -20.32        0.01           -39.83 
10  50  -14.45        0.04           -41.29 
15  50  -11.12        0.08           -43.41 
20  50  -8.88        0.13           -46.39 
25  50  -7.24        0.19           -50.30 
30  50  -5.99        0.25           -55.21 
35  50  -4.97        0.32           -61.14 
40  50  -4.07        0.39           -68.02 
45  50  -3.22        0.48           -75.65 
50  50  -2.36        0.58           -83.57 
55  50  -1.46        0.71           -91.26 
60  50  -0.54        0.88           -98.30 
65  50  0.34        1.08           104.34 
70  50  1.14        1.30           109.22 
75  50  1.80        1.51           112.94 
80  50  2.30        1.70           115.54 
85  50  2.61        1.82           117.06 
90  50  2.71        1.87           117.57 
95  50  2.61        1.82           117.07 
100  50  2.30        1.70           115.56 
105  50  1.80        1.51           112.98 
110  50  1.14        1.30           109.27 
115  50  0.34        1.08           104.40 
120  50  -0.54        0.88           -98.38 
125  50  -1.45        0.72           -91.38 
130  50  -2.36        0.58           -83.71 
135  50  -3.23        0.48           -75.81 
140  50  -4.08        0.39           -68.21 
145  50  -4.98        0.32           -61.34 
150  50  -6.01        0.25           -55.44 
155  50  -7.27        0.19           -50.56 
160  50  -8.91        0.13           -46.69 
165  50  -11.17        0.08           -43.79 
170  50  -14.53        0.04           -41.82 
175  50  -20.48        0.01           -40.87 
180  50  -58.06        0.00           176.52 
0  55  -58.06        0.00           3.48 
5  55  -20.32        0.01           -39.83 
10  55  -14.45        0.04           -41.29 
15  55  -11.12        0.08           -43.41 
20  55  -8.88        0.13           -46.39 
25  55  -7.24        0.19           -50.30 
30  55  -5.99        0.25           -55.21 
35  55  -4.97        0.32           -61.14 
40  55  -4.07        0.39           -68.02 
45  55  -3.22        0.48           -75.65 
50  55  -2.36        0.58           -83.57 
55  55  -1.46        0.71           -91.26 
60  55  -0.54        0.88           -98.30 
65  55  0.34        1.08           104.34 
70  55  1.14        1.30           109.22 
75  55  1.80        1.51           112.94 
80  55  2.30        1.70           115.54 
85  55  2.61        1.82           117.06 
90  55  2.71        1.87           117.57 
95  55  2.61        1.82           117.07 
100  55  2.30        1.70           115.56 
105  55  1.80        1.51           112.98 
110  55  1.14        1.30           109.27 
115  55  0.34        1.08           104.40 
120  55  -0.54        0.88           -98.38 
125  55  -1.45        0.72           -91.38 
130  55  -2.36        0.58           -83.71 
135  55  -3.23        0.48           -75.81 
140  55  -4.08        0.39           -68.21 
145  55  -4.98        0.32           -61.34 
150  55  -6.01        0.25           -55.44 
155  55  -7.27        0.19           -50.56 
160  55  -8.91        0.13           -46.69 
165  55  -11.17        0.08           -43.79 
170  55  -14.53        0.04           -41.82 
175  55  -20.48        0.01           -40.87 
180  55  -58.06        0.00           176.52 
0  60  -58.06        0.00           3.48 
5  60  -20.32        0.01           -39.83 
10  60  -14.45        0.04           -41.29 
15  60  -11.12        0.08           -43.41 
20  60  -8.88        0.13           -46.39 
25  60  -7.24        0.19           -50.30 
30  60  -5.99        0.25           -55.21 
35  60  -4.97        0.32           -61.14 
40  60  -4.07        0.39           -68.02 
45  60  -3.22        0.48           -75.65 
50  60  -2.36        0.58           -83.57 
55  60  -1.46        0.71           -91.26 
60  60  -0.54        0.88           -98.30 
65  60  0.34        1.08           104.34 
70  60  1.14        1.30           109.22 
75  60  1.80        1.51           112.94 
80  60  2.30        1.70           115.54 
85  60  2.61        1.82           117.06 
90  60  2.71        1.87           117.57 
95  60  2.61        1.82           117.07 
100  60  2.30        1.70           115.56 
105  60  1.80        1.51           112.98 
110  60  1.14        1.30           109.27 
115  60  0.34        1.08           104.40 
120  60  -0.54        0.88           -98.38 
125  60  -1.45        0.72           -91.38 
130  60  -2.36        0.58           -83.71 
135  60  -3.23        0.48           -75.81 
140  60  -4.08        0.39           -68.21 
145  60  -4.98        0.32           -61.34 
150  60  -6.01        0.25           -55.44 
155  60  -7.27        0.19           -50.56 
160  60  -8.91        0.13           -46.69 
165  60  -11.17        0.08           -43.79 
170  60  -14.53        0.04           -41.82 
175  60  -20.48        0.01           -40.87 
180  60  -58.06        0.00           176.52 
0  65  -58.06        0.00           3.48 
5  65  -20.32        0.01           -39.83 
10  65  -14.45        0.04           -41.29 
15  65  -11.12        0.08           -43.41 
20  65  -8.88        0.13           -46.39 
25  65  -7.24        0.19           -50.30 
30  65  -5.99        0.25           -55.21 
35  65  -4.97        0.32           -61.14 
40  65  -4.07        0.39           -68.02 
45  65  -3.22        0.48           -75.65 
50  65  -2.36        0.58           -83.57 
55  65  -1.46        0.71           -91.26 
60  65  -0.54        0.88           -98.30 
65  65  0.34        1.08           104.34 
70  65  1.14        1.30           109.22 
75  65  1.80        1.51           112.94 
80  65  2.30        1.70           115.54 
85  65  2.61        1.82           117.06 
90  65  2.71        1.87           117.57 
95  65  2.61        1.82           117.07 
100  65  2.30        1.70           115.56 
105  65  1.80        1.51           112.98 
110  65  1.14        1.30           109.27 
115  65  0.34        1.08           104.40 
120  65  -0.54        0.88           -98.38 
125  65  -1.45        0.72           -91.38 
130  65  -2.36        0.58           -83.71 
135  65  -3.23        0.48           -75.81 
140  65  -4.08        0.39           -68.21 
145  65  -4.98        0.32           -61.34 
150  65  -6.01        0.25           -55.44 
155  65  -7.27        0.19           -50.56 
160  65  -8.91        0.13           -46.69 
165  65  -11.17        0.08           -43.79 
170  65  -14.53        0.04           -41.82 
175  65  -20.48        0.01           -40.87 
180  65  -58.06        0.00           176.52 
0  70  -58.06        0.00           3.48 
5  70  -20.32        0.01           -39.83 
10  70  -14.45        0.04           -41.29 
15  70  -11.12        0.08           -43.41 
20  70  -8.88        0.13           -46.39 
25  70  -7.24        0.19           -50.30 
30  70  -5.99        0.25           -55.21 
35  70  -4.97        0.32           -61.14 
40  70  -4.07        0.39           -68.02 
45  70  -3.22        0.48           -75.65 
50  70  -2.36        0.58           -83.57 
55  70  -1.46        0.71           -91.26 
60  70  -0.54        0.88           -98.30 
65  70  0.34        1.08           104.34 
70  70  1.14        1.30           109.22 
75  70  1.80        1.51           112.94 
80  70  2.30        1.70           115.54 
85  70  2.61        1.82           117.06 
90  70  2.71        1.87           117.57 
95  70  2.61        1.82           117.07 
100  70  2.30        1.70           115.56 
105  70  1.80        1.51           112.98 
110  70  1.14        1.30           109.27 
115  70  0.34        1.08           104.40 
120  70  -0.54        0.88           -98.38 
125  70  -1.45        0.72           -91.38 
130  70  -2.36        0.58           -83.71 
135  70  -3.23        0.48           -75.81 
140  70  -4.08        0.39           -68.21 
145  70  -4.98        0.32           -61.34 
150  70  -6.01        0.25           -55.44 
155  70  -7.27        0.19           -50.56 
160  70  -8.91        0.13           -46.69 
165  70  -11.17        0.08           -43.79 
170  70  -14.53        0.04           -41.82 
175  70  -20.48        0.01           -40.87 
180  70  -58.06        0.00           176.52 
0  75  -58.06        0.00           3.48 
5  75  -20.32        0.01           -39.83 
10  75  -14.45        0.04           -41.29 
15  75  -11.12        0.08           -43.41 
20  75  -8.88        0.13           -46.39 
25  75  -7.24        0.19           -50.30 
30  75  -5.99        0.25           -55.21 
35  75  -4.97        0.32           -61.14 
40  75  -4.07        0.39           -68.02 
45  75  -3.22        0.48           -75.65 
50  75  -2.36        0.58           -83.57 
55  75  -1.46        0.71           -91.26 
60  75  -0.54        0.88           -98.30 
65  75  0.34        1.08           104.34 
70  75  1.14        1.30           109.22 
75  75  1.80        1.51           112.94 
80  75  2.30        1.70           115.54 
85  75  2.61        1.82           117.06 
90  75  2.71        1.87           117.57 
95  75  2.61        1.82           117.07 
100  75  2.30        1.70           115.56 
105  75  1.80        1.51           112.98 
110  75  1.14        1.30           109.27 
115  75  0.34        1.08           104.40 
120  75  -0.54        0.88           -98.38 
125  75  -1.45        0.72           -91.38 
130  75  -2.36        0.58           -83.71 
135  75  -3.23        0.48           -75.81 
140  75  -4.08        0.39           -68.21 
145  75  -4.98        0.32           -61.34 
150  75  -6.01        0.25           -55.44 
155  75  -7.27        0.19           -50.56 
160  75  -8.91        0.13           -46.69 
165  75  -11.17        0.08           -43.79 
170  75  -14.53        0.04           -41.82 
175  75  -20.48        0.01           -40.87 
180  75  -58.06        0.00           176.52 
0  80  -58.06        0.00           3.48 
5  80  -20.32        0.01           -39.83 
10  80  -14.45        0.04           -41.29 
15  80  -11.12        0.08           -43.41 
20  80  -8.88        0.13           -46.39 
25  80  -7.24        0.19           -50.30 
30  80  -5.99        0.25           -55.21 
35  80  -4.97        0.32           -61.14 
40  80  -4.07        0.39           -68.02 
45  80  -3.22        0.48           -75.65 
50  80  -2.36        0.58           -83.57 
55  80  -1.46        0.71           -91.26 
60  80  -0.54        0.88           -98.30 
65  80  0.34        1.08           104.34 
70  80  1.14        1.30           109.22 
75  80  1.80        1.51           112.94 
80  80  2.30        1.70           115.54 
85  80  2.61        1.82           117.06 
90  80  2.71        1.87           117.57 
95  80  2.61        1.82           117.07 
100  80  2.30        1.70           115.56 
105  80  1.80        1.51           112.98 
110  80  1.14        1.30           109.27 
115  80  0.34        1.08           104.40 
120  80  -0.54        0.88           -98.38 
125  80  -1.45        0.72           -91.38 
130  80  -2.36        0.58           -83.71 
135  80  -3.23        0.48           -75.81 
140  80  -4.08        0.39           -68.21 
145  80  -4.98        0.32           -61.34 
150  80  -6.01        0.25           -55.44 
155  80  -7.27        0.19           -50.56 
160  80  -8.91        0.13           -46.69 
165  80  -11.17        0.08           -43.79 
170  80  -14.53        0.04           -41.82 
175  80  -20.48        0.01           -40.87 
180  80  -58.06        0.00           176.52 
0  85  -58.06        0.00           3.48 
5  85  -20.32        0.01           -39.83 
10  85  -14.45        0.04           -41.29 
15  85  -11.12        0.08           -43.41 
20  85  -8.88        0.13           -46.39 
25  85  -7.24        0.19           -50.30 
30  85  -5.99        0.25           -55.21 
35  85  -4.97        0.32           -61.14 
40  85  -4.07        0.39           -68.02 
45  85  -3.22        0.48           -75.65 
50  85  -2.36        0.58           -83.57 
55  85  -1.46        0.71           -91.26 
60  85  -0.54        0.88           -98.30 
65  85  0.34        1.08           104.34 
70  85  1.14        1.30           109.22 
75  85  1.80        1.51           112.94 
80  85  2.30        1.70           115.54 
85  85  2.61        1.82           117.06 
90  85  2.71        1.87           117.57 
95  85  2.61        1.82           117.07 
100  85  2.30        1.70           115.56 
105  85  1.80        1.51           112.98 
110  85  1.14        1.30           109.27 
115  85  0.34        1.08           104.40 
120  85  -0.54        0.88           -98.38 
125  85  -1.45        0.72           -91.38 
130  85  -2.36        0.58           -83.71 
135  85  -3.23        0.48           -75.81 
140  85  -4.08        0.39           -68.21 
145  85  -4.98        0.32           -61.34 
150  85  -6.01        0.25           -55.44 
155  85  -7.27        0.19           -50.56 
160  85  -8.91        0.13           -46.69 
165  85  -11.17        0.08           -43.79 
170  85  -14.53        0.04           -41.82 
175  85  -20.48        0.01           -40.87 
180  85  -58.06        0.00           176.52 
0  90  -58.06        0.00           3.48 
5  90  -20.32        0.01           -39.83 
10  90  -14.45        0.04           -41.29 
15  90  -11.12        0.08           -43.41 
20  90  -8.88        0.13           -46.39 
25  90  -7.24        0.19           -50.30 
30  90  -5.99        0.25           -55.21 
35  90  -4.97        0.32           -61.14 
40  90  -4.07        0.39           -68.02 
45  90  -3.22        0.48           -75.65 
50  90  -2.36        0.58           -83.57 
55  90  -1.46        0.71           -91.26 
60  90  -0.54        0.88           -98.30 
65  90  0.34        1.08           104.34 
70  90  1.14        1.30           109.22 
75  90  1.80        1.51           112.94 
80  90  2.30        1.70           115.54 
85  90  2.61        1.82           117.06 
90  90  2.71        1.87           117.57 
95  90  2.61        1.82           117.07 
100  90  2.30        1.70           115.56 
105  90  1.80        1.51           112.98 
110  90  1.14        1.30           109.27 
115  90  0.34        1.08           104.40 
120  90  -0.54        0.88           -98.38 
125  90  -1.45        0.72           -91.38 
130  90  -2.36        0.58           -83.71 
135  90  -3.23        0.48           -75.81 
140  90  -4.08        0.39           -68.21 
145  90  -4.98        0.32           -61.34 
150  90  -6.01        0.25           -55.44 
155  90  -7.27        0.19           -50.56 
160  90  -8.91        0.13           -46.69 
165  90  -11.17        0.08           -43.79 
170  90  -14.53        0.04           -41.82 
175  90  -20.48        0.01           -40.87 
180  90  -58.06        0.00           176.52 
0  95  -58.06        0.00           3.48 
5  95  -20.32        0.01           -39.83 
10  95  -14.45        0.04           -41.29 
15  95  -11.12        0.08           -43.41 
20  95  -8.88        0.13           -46.39 
25  95  -7.24        0.19           -50.30 
30  95  -5.99        0.25           -55.21 
35  95  -4.97        0.32           -61.14 
40  95  -4.07        0.39           -68.02 
45  95  -3.22        0.48           -75.65 
50  95  -2.36        0.58           -83.57 
55  95  -1.46        0.71           -91.26 
60  95  -0.54        0.88           -98.30 
65  95  0.34        1.08           104.34 
70  95  1.14        1.30           109.22 
75  95  1.80        1.51           112.94 
80  95  2.30        1.70           115.54 
85  95  2.61        1.82           117.06 
90  95  2.71        1.87           117.57 
95  95  2.61        1.82           117.07 
100  95  2.30        1.70           115.56 
105  95  1.80        1.51           112.98 
110  95  1.14        1.30           109.27 
115  95  0.34        1.08           104.40 
120  95  -0.54        0.88           -98.38 
125  95  -1.45        0.72           -91.38 
130  95  -2.36        0.58           -83.71 
135  95  -3.23        0.48           -75.81 
140  95  -4.08        0.39           -68.21 
145  95  -4.98        0.32           -61.34 
150  95  -6.01        0.25           -55.44 
155  95  -7.27        0.19           -50.56 
160  95  -8.91        0.13           -46.69 
165  95  -11.17        0.08           -43.79 
170  95  -14.53        0.04           -41.82 
175  95  -20.48        0.01           -40.87 
180  95  -58.06        0.00           176.52 
0  100  -58.06        0.00           3.48 
5  100  -20.32        0.01           -39.83 
10  100  -14.45        0.04           -41.29 
15  100  -11.12        0.08           -43.41 
20  100  -8.88        0.13           -46.39 
25  100  -7.24        0.19           -50.30 
30  100  -5.99        0.25           -55.21 
35  100  -4.97        0.32           -61.14 
40  100  -4.07        0.39           -68.02 
45  100  -3.22        0.48           -75.65 
50  100  -2.36        0.58           -83.57 
55  100  -1.46        0.71           -91.26 
60  100  -0.54        0.88           -98.30 
65  100  0.34        1.08           104.34 
70  100  1.14        1.30           109.22 
75  100  1.80        1.51           112.94 
80  100  2.30        1.70           115.54 
