freq : 950.00 MHz
SWR : 7.95
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
125  40  -0.73        0.85           37.82 
130  40  1.06        1.28           40.73 
135  40  2.21        1.66           45.87 
140  40  2.84        1.92           51.10 
145  40  2.89        1.95           55.49 
150  40  2.38        1.73           59.65 
155  40  1.35        1.36           63.64 
160  40  -0.24        0.95           67.30 
165  40  -2.54        0.56           70.37 
170  40  -5.93        0.26           73.11 
175  40  -11.89        0.06           75.35 
180  40  -46.33        0.00           179.77 
0  45  -46.33        0.00           -0.23 
5  45  -11.81        0.07           73.27 
10  45  -5.88        0.26           72.08 
15  45  -2.50        0.56           69.69 
20  45  -0.21        0.95           66.81 
25  45  1.38        1.37           63.25 
30  45  2.41        1.74           59.34 
35  45  2.91        1.95           55.24 
40  45  2.87        1.94           50.88 
45  45  2.24        1.67           45.68 
50  45  1.09        1.29           40.55 
55  45  -0.70        0.85           37.63 
60  45  -2.76        0.53           30.42 
65  45  -4.41        0.36           33.35 
70  45  -4.81        0.33           42.97 
75  45  -3.46        0.45           53.92 
80  45  -1.52        0.70           60.46 
85  45  -0.08        0.98           63.25 
90  45  0.43        1.10           64.02 
95  45  -0.09        0.98           63.34 
100  45  -1.53        0.70           60.64 
105  45  -3.48        0.45           54.19 
110  45  -4.85        0.33           43.28 
115  45  -4.45        0.36           33.59 
120  45  -2.80        0.52           30.62 
125  45  -0.73        0.85           37.82 
130  45  1.06        1.28           40.73 
135  45  2.21        1.66           45.87 
140  45  2.84        1.92           51.10 
145  45  2.89        1.95           55.49 
150  45  2.38        1.73           59.65 
155  45  1.35        1.36           63.64 
160  45  -0.24        0.95           67.30 
165  45  -2.54        0.56           70.37 
170  45  -5.93        0.26           73.11 
175  45  -11.89        0.06           75.35 
180  45  -46.33        0.00           179.77 
0  50  -46.33        0.00           -0.23 
5  50  -11.81        0.07           73.27 
10  50  -5.88        0.26           72.08 
15  50  -2.50        0.56           69.69 
20  50  -0.21        0.95           66.81 
25  50  1.38        1.37           63.25 
30  50  2.41        1.74           59.34 
35  50  2.91        1.95           55.24 
40  50  2.87        1.94           50.88 
45  50  2.24        1.67           45.68 
50  50  1.09        1.29           40.55 
55  50  -0.70        0.85           37.63 
60  50  -2.76        0.53           30.42 
65  50  -4.41        0.36           33.35 
70  50  -4.81        0.33           42.97 
75  50  -3.46        0.45           53.92 
80  50  -1.52        0.70           60.46 
85  50  -0.08        0.98           63.25 
90  50  0.43        1.10           64.02 
95  50  -0.09        0.98           63.34 
100  50  -1.53        0.70           60.64 
105  50  -3.48        0.45           54.19 
110  50  -4.85        0.33           43.28 
115  50  -4.45        0.36           33.59 
120  50  -2.80        0.52           30.62 
125  50  -0.73        0.85           37.82 
130  50  1.06        1.28           40.73 
135  50  2.21        1.66           45.87 
140  50  2.84        1.92           51.10 
145  50  2.89        1.95           55.49 
150  50  2.38        1.73           59.65 
155  50  1.35        1.36           63.64 
160  50  -0.24        0.95           67.30 
165  50  -2.54        0.56           70.37 
170  50  -5.93        0.26           73.11 
175  50  -11.89        0.06           75.35 
180  50  -46.33        0.00           179.77 
0  55  -46.33        0.00           -0.23 
5  55  -11.81        0.07           73.27 
10  55  -5.88        0.26           72.08 
15  55  -2.50        0.56           69.69 
20  55  -0.21        0.95           66.81 
25  55  1.38        1.37           63.25 
30  55  2.41        1.74           59.34 
35  55  2.91        1.95           55.24 
40  55  2.87        1.94           50.88 
45  55  2.24        1.67           45.68 
50  55  1.09        1.29           40.55 
55  55  -0.70        0.85           37.63 
60  55  -2.76        0.53           30.42 
65  55  -4.41        0.36           33.35 
70  55  -4.81        0.33           42.97 
75  55  -3.46        0.45           53.92 
80  55  -1.52        0.70           60.46 
85  55  -0.08        0.98           63.25 
90  55  0.43        1.10           64.02 
95  55  -0.09        0.98           63.34 
100  55  -1.53        0.70           60.64 
105  55  -3.48        0.45           54.19 
110  55  -4.85        0.33           43.28 
115  55  -4.45        0.36           33.59 
120  55  -2.80        0.52           30.62 
125  55  -0.73        0.85           37.82 
130  55  1.06        1.28           40.73 
135  55  2.21        1.66           45.87 
140  55  2.84        1.92           51.10 
145  55  2.89        1.95           55.49 
150  55  2.38        1.73           59.65 
155  55  1.35        1.36           63.64 
160  55  -0.24        0.95           67.30 
165  55  -2.54        0.56           70.37 
170  55  -5.93        0.26           73.11 
175  55  -11.89        0.06           75.35 
180  55  -46.33        0.00           179.77 
0  60  -46.33        0.00           -0.23 
5  60  -11.81        0.07           73.27 
10  60  -5.88        0.26           72.08 
15  60  -2.50        0.56           69.69 
20  60  -0.21        0.95           66.81 
25  60  1.38        1.37           63.25 
30  60  2.41        1.74           59.34 
35  60  2.91        1.95           55.24 
40  60  2.87        1.94           50.88 
45  60  2.24        1.67           45.68 
50  60  1.09        1.29           40.55 
55  60  -0.70        0.85           37.63 
60  60  -2.76        0.53           30.42 
65  60  -4.41        0.36           33.35 
70  60  -4.81        0.33           42.97 
75  60  -3.46        0.45           53.92 
80  60  -1.52        0.70           60.46 
85  60  -0.08        0.98           63.25 
90  60  0.43        1.10           64.02 
95  60  -0.09        0.98           63.34 
100  60  -1.53        0.70           60.64 
105  60  -3.48        0.45           54.19 
110  60  -4.85        0.33           43.28 
115  60  -4.45        0.36           33.59 
120  60  -2.80        0.52           30.62 
125  60  -0.73        0.85           37.82 
130  60  1.06        1.28           40.73 
135  60  2.21        1.66           45.87 
140  60  2.84        1.92           51.10 
145  60  2.89        1.95           55.49 
150  60  2.38        1.73           59.65 
155  60  1.35        1.36           63.64 
160  60  -0.24        0.95           67.30 
165  60  -2.54        0.56           70.37 
170  60  -5.93        0.26           73.11 
175  60  -11.89        0.06           75.35 
180  60  -46.33        0.00           179.77 
0  65  -46.33        0.00           -0.23 
5  65  -11.81        0.07           73.27 
10  65  -5.88        0.26           72.08 
15  65  -2.50        0.56           69.69 
20  65  -0.21        0.95           66.81 
25  65  1.38        1.37           63.25 
30  65  2.41        1.74           59.34 
35  65  2.91        1.95           55.24 
40  65  2.87        1.94           50.88 
45  65  2.24        1.67           45.68 
50  65  1.09        1.29           40.55 
55  65  -0.70        0.85           37.63 
60  65  -2.76        0.53           30.42 
65  65  -4.41        0.36           33.35 
70  65  -4.81        0.33           42.97 
75  65  -3.46        0.45           53.92 
80  65  -1.52        0.70           60.46 
85  65  -0.08        0.98           63.25 
90  65  0.43        1.10           64.02 
95  65  -0.09        0.98           63.34 
100  65  -1.53        0.70           60.64 
105  65  -3.48        0.45           54.19 
110  65  -4.85        0.33           43.28 
115  65  -4.45        0.36           33.59 
120  65  -2.80        0.52           30.62 
125  65  -0.73        0.85           37.82 
130  65  1.06        1.28           40.73 
135  65  2.21        1.66           45.87 
140  65  2.84        1.92           51.10 
145  65  2.89        1.95           55.49 
150  65  2.38        1.73           59.65 
155  65  1.35        1.36           63.64 
160  65  -0.24        0.95           67.30 
165  65  -2.54        0.56           70.37 
170  65  -5.93        0.26           73.11 
175  65  -11.89        0.06           75.35 
180  65  -46.33        0.00           179.77 
0  70  -46.33        0.00           -0.23 
5  70  -11.81        0.07           73.27 
10  70  -5.88        0.26           72.08 
15  70  -2.50        0.56           69.69 
20  70  -0.21        0.95           66.81 
25  70  1.38        1.37           63.25 
30  70  2.41        1.74           59.34 
35  70  2.91        1.95           55.24 
40  70  2.87        1.94           50.88 
45  70  2.24        1.67           45.68 
50  70  1.09        1.29           40.55 
55  70  -0.70        0.85           37.63 
60  70  -2.76        0.53           30.42 
65  70  -4.41        0.36           33.35 
70  70  -4.81        0.33           42.97 
75  70  -3.46        0.45           53.92 
80  70  -1.52        0.70           60.46 
85  70  -0.08        0.98           63.25 
90  70  0.43        1.10           64.02 
95  70  -0.09        0.98           63.34 
100  70  -1.53        0.70           60.64 
105  70  -3.48        0.45           54.19 
110  70  -4.85        0.33           43.28 
115  70  -4.45        0.36           33.59 
120  70  -2.80        0.52           30.62 
125  70  -0.73        0.85           37.82 
130  70  1.06        1.28           40.73 
135  70  2.21        1.66           45.87 
140  70  2.84        1.92           51.10 
145  70  2.89        1.95           55.49 
150  70  2.38        1.73           59.65 
155  70  1.35        1.36           63.64 
160  70  -0.24        0.95           67.30 
165  70  -2.54        0.56           70.37 
170  70  -5.93        0.26           73.11 
175  70  -11.89        0.06           75.35 
180  70  -46.33        0.00           179.77 
0  75  -46.33        0.00           -0.23 
5  75  -11.81        0.07           73.27 
10  75  -5.88        0.26           72.08 
15  75  -2.50        0.56           69.69 
20  75  -0.21        0.95           66.81 
25  75  1.38        1.37           63.25 
30  75  2.41        1.74           59.34 
35  75  2.91        1.95           55.24 
40  75  2.87        1.94           50.88 
45  75  2.24        1.67           45.68 
50  75  1.09        1.29           40.55 
55  75  -0.70        0.85           37.63 
60  75  -2.76        0.53           30.42 
65  75  -4.41        0.36           33.35 
70  75  -4.81        0.33           42.97 
75  75  -3.46        0.45           53.92 
80  75  -1.52        0.70           60.46 
85  75  -0.08        0.98           63.25 
90  75  0.43        1.10           64.02 
95  75  -0.09        0.98           63.34 
100  75  -1.53        0.70           60.64 
105  75  -3.48        0.45           54.19 
110  75  -4.85        0.33           43.28 
115  75  -4.45        0.36           33.59 
120  75  -2.80        0.52           30.62 
125  75  -0.73        0.85           37.82 
130  75  1.06        1.28           40.73 
135  75  2.21        1.66           45.87 
140  75  2.84        1.92           51.10 
145  75  2.89        1.95           55.49 
150  75  2.38        1.73           59.65 
155  75  1.35        1.36           63.64 
160  75  -0.24        0.95           67.30 
165  75  -2.54        0.56           70.37 
170  75  -5.93        0.26           73.11 
175  75  -11.89        0.06           75.35 
180  75  -46.33        0.00           179.77 
0  80  -46.33        0.00           -0.23 
5  80  -11.81        0.07           73.27 
10  80  -5.88        0.26           72.08 
15  80  -2.50        0.56           69.69 
20  80  -0.21        0.95           66.81 
25  80  1.38        1.37           63.25 
30  80  2.41        1.74           59.34 
35  80  2.91        1.95           55.24 
40  80  2.87        1.94           50.88 
45  80  2.24        1.67           45.68 
50  80  1.09        1.29           40.55 
55  80  -0.70        0.85           37.63 
60  80  -2.76        0.53           30.42 
65  80  -4.41        0.36           33.35 
70  80  -4.81        0.33           42.97 
75  80  -3.46        0.45           53.92 
80  80  -1.52        0.70           60.46 
85  80  -0.08        0.98           63.25 
90  80  0.43        1.10           64.02 
95  80  -0.09        0.98           63.34 
100  80  -1.53        0.70           60.64 
105  80  -3.48        0.45           54.19 
110  80  -4.85        0.33           43.28 
115  80  -4.45        0.36           33.59 
120  80  -2.80        0.52           30.62 
125  80  -0.73        0.85           37.82 
130  80  1.06        1.28           40.73 
135  80  2.21        1.66           45.87 
140  80  2.84        1.92           51.10 
145  80  2.89        1.95           55.49 
150  80  2.38        1.73           59.65 
155  80  1.35        1.36           63.64 
160  80  -0.24        0.95           67.30 
165  80  -2.54        0.56           70.37 
170  80  -5.93        0.26           73.11 
175  80  -11.89        0.06           75.35 
180  80  -46.33        0.00           179.77 
0  85  -46.33        0.00           -0.23 
5  85  -11.81        0.07           73.27 
10  85  -5.88        0.26           72.08 
15  85  -2.50        0.56           69.69 
20  85  -0.21        0.95           66.81 
25  85  1.38        1.37           63.25 
30  85  2.41        1.74           59.34 
35  85  2.91        1.95           55.24 
40  85  2.87        1.94           50.88 
45  85  2.24        1.67           45.68 
50  85  1.09        1.29           40.55 
55  85  -0.70        0.85           37.63 
60  85  -2.76        0.53           30.42 
65  85  -4.41        0.36           33.35 
70  85  -4.81        0.33           42.97 
75  85  -3.46        0.45           53.92 
80  85  -1.52        0.70           60.46 
85  85  -0.08        0.98           63.25 
90  85  0.43        1.10           64.02 
95  85  -0.09        0.98           63.34 
100  85  -1.53        0.70           60.64 
105  85  -3.48        0.45           54.19 
110  85  -4.85        0.33           43.28 
115  85  -4.45        0.36           33.59 
120  85  -2.80        0.52           30.62 
125  85  -0.73        0.85           37.82 
130  85  1.06        1.28           40.73 
135  85  2.21        1.66           45.87 
140  85  2.84        1.92           51.10 
145  85  2.89        1.95           55.49 
150  85  2.38        1.73           59.65 
155  85  1.35        1.36           63.64 
160  85  -0.24        0.95           67.30 
165  85  -2.54        0.56           70.37 
170  85  -5.93        0.26           73.11 
175  85  -11.89        0.06           75.35 
180  85  -46.33        0.00           179.77 
0  90  -46.33        0.00           -0.23 
5  90  -11.81        0.07           73.27 
10  90  -5.88        0.26           72.08 
15  90  -2.50        0.56           69.69 
20  90  -0.21        0.95           66.81 
25  90  1.38        1.37           63.25 
30  90  2.41        1.74           59.34 
35  90  2.91        1.95           55.24 
40  90  2.87        1.94           50.88 
45  90  2.24        1.67           45.68 
50  90  1.09        1.29           40.55 
55  90  -0.70        0.85           37.63 
60  90  -2.76        0.53           30.42 
65  90  -4.41        0.36           33.35 
70  90  -4.81        0.33           42.97 
75  90  -3.46        0.45           53.92 
80  90  -1.52        0.70           60.46 
85  90  -0.08        0.98           63.25 
90  90  0.43        1.10           64.02 
95  90  -0.09        0.98           63.34 
100  90  -1.53        0.70           60.64 
105  90  -3.48        0.45           54.19 
110  90  -4.85        0.33           43.28 
115  90  -4.45        0.36           33.59 
120  90  -2.80        0.52           30.62 
125  90  -0.73        0.85           37.82 
130  90  1.06        1.28           40.73 
135  90  2.21        1.66           45.87 
140  90  2.84        1.92           51.10 
145  90  2.89        1.95           55.49 
150  90  2.38        1.73           59.65 
155  90  1.35        1.36           63.64 
160  90  -0.24        0.95           67.30 
165  90  -2.54        0.56           70.37 
170  90  -5.93        0.26           73.11 
175  90  -11.89        0.06           75.35 
180  90  -46.33        0.00           179.77 
0  95  -46.33        0.00           -0.23 
5  95  -11.81        0.07           73.27 
10  95  -5.88        0.26           72.08 
15  95  -2.50        0.56           69.69 
20  95  -0.21        0.95           66.81 
25  95  1.38        1.37           63.25 
30  95  2.41        1.74           59.34 
35  95  2.91        1.95           55.24 
40  95  2.87        1.94           50.88 
45  95  2.24        1.67           45.68 
50  95  1.09        1.29           40.55 
55  95  -0.70        0.85           37.63 
60  95  -2.76        0.53           30.42 
65  95  -4.41        0.36           33.35 
70  95  -4.81        0.33           42.97 
75  95  -3.46        0.45           53.92 
80  95  -1.52        0.70           60.46 
85  95  -0.08        0.98           63.25 
90  95  0.43        1.10           64.02 
95  95  -0.09        0.98           63.34 
100  95  -1.53        0.70           60.64 
105  95  -3.48        0.45           54.19 
110  95  -4.85        0.33           43.28 
115  95  -4.45        0.36           33.59 
120  95  -2.80        0.52           30.62 
125  95  -0.73        0.85           37.82 
130  95  1.06        1.28           40.73 
135  95  2.21        1.66           45.87 
140  95  2.84        1.92           51.10 
145  95  2.89        1.95           55.49 
150  95  2.38        1.73           59.65 
155  95  1.35        1.36           63.64 
160  95  -0.24        0.95           67.30 
165  95  -2.54        0.56           70.37 
170  95  -5.93        0.26           73.11 
175  95  -11.89        0.06           75.35 
180  95  -46.33        0.00           179.77 
0  100  -46.33        0.00           -0.23 
5  100  -11.81        0.07           73.27 
10  100  -5.88        0.26           72.08 
15  100  -2.50        0.56           69.69 
20  100  -0.21        0.95           66.81 
25  100  1.38        1.37           63.25 
30  100  2.41        1.74           59.34 
35  100  2.91        1.95           55.24 
40  100  2.87        1.94           50.88 
45  100  2.24        1.67           45.68 
50  100  1.09        1.29           40.55 
55  100  -0.70        0.85           37.63 
60  100  -2.76        0.53           30.42 
65  100  -4.41        0.36           33.35 
70  100  -4.81        0.33           42.97 
75  100  -3.46        0.45           53.92 
80  100  -1.52        0.70           60.46 
85  100  -0.08        0.98           63.25 
90  100  0.43        1.10           64.02 
95  100  -0.09        0.98           63.34 
100  100  -1.53        0.70           60.64 
105  100  -3.48        0.45           54.19 
110  100  -4.85        0.33           43.28 
115  100  -4.45        0.36           33.59 
120  100  -2.80        0.52           30.62 
125  100  -0.73        0.85           37.82 
130  100  1.06        1.28           40.73 
135  100  2.21        1.66           45.87 
140  100  2.84        1.92           51.10 
145  100  2.89        1.95           55.49 
150  100  2.38        1.73           59.65 
155  100  1.35        1.36           63.64 
160  100  -0.24        0.95           67.30 
165  100  -2.54        0.56           70.37 
170  100  -5.93        0.26           73.11 
175  100  -11.89        0.06           75.35 
180  100  -46.33        0.00           179.77 
0  105  -46.33        0.00           -0.23 
5  105  -11.81        0.07           73.27 
10  105  -5.88        0.26           72.08 
15  105  -2.50        0.56           69.69 
20  105  -0.21        0.95           66.81 
25  105  1.38        1.37           63.25 
30  105  2.41        1.74           59.34 
35  105  2.91        1.95           55.24 
40  105  2.87        1.94           50.88 
