freq : 700.00 MHz
SWR : 5.54
 Theta     Phi     Gain(dB)     Gain     Phase(deg) 
130  45  2.33        1.71           103.65 
135  45  1.71        1.48           108.36 
140  45  0.64        1.16           114.32 
145  45  -0.75        0.84           121.55 
150  45  -2.33        0.58           129.83 
155  45  -4.06        0.39           138.44 
160  45  -5.98        0.25           146.52 
165  45  -8.35        0.15           153.32 
170  45  -11.70        0.07           158.39 
175  45  -17.50        0.02           161.61 
180  45  -49.17        0.00           179.61 
0  50  -49.17        0.00           -0.39 
5  50  -17.94        0.02           160.64 
10  50  -11.92        0.06           157.83 
15  50  -8.50        0.14           152.87 
20  50  -6.09        0.25           146.10 
25  50  -4.13        0.39           138.05 
30  50  -2.38        0.58           129.46 
35  50  -0.78        0.84           121.21 
40  50  0.61        1.15           114.03 
45  50  1.69        1.48           108.11 
50  50  2.33        1.71           103.44 
55  50  2.35        1.72           99.75 
60  50  1.59        1.44           96.74 
65  50  -0.28        0.94           93.94 
70  50  -3.92        0.41           90.32 
75  50  -11.65        0.07           80.03 
80  50  -18.06        0.02           -50.48 
85  50  -8.82        0.13           -74.02 
90  50  -6.89        0.20           -76.39 
95  50  -8.82        0.13           -74.05 
100  50  -18.06        0.02           -50.73 
105  50  -11.67        0.07           80.21 
110  50  -3.93        0.40           90.46 
115  50  -0.28        0.94           94.08 
120  50  1.59        1.44           96.89 
125  50  2.36        1.72           99.93 
130  50  2.33        1.71           103.65 
135  50  1.71        1.48           108.36 
140  50  0.64        1.16           114.32 
145  50  -0.75        0.84           121.55 
150  50  -2.33        0.58           129.83 
155  50  -4.06        0.39           138.44 
160  50  -5.98        0.25           146.52 
165  50  -8.35        0.15           153.32 
170  50  -11.70        0.07           158.39 
175  50  -17.50        0.02           161.61 
180  50  -49.17        0.00           179.61 
0  55  -49.17        0.00           -0.39 
5  55  -17.94        0.02           160.64 
10  55  -11.92        0.06           157.83 
15  55  -8.50        0.14           152.87 
20  55  -6.09        0.25           146.10 
25  55  -4.13        0.39           138.05 
30  55  -2.38        0.58           129.46 
35  55  -0.78        0.84           121.21 
40  55  0.61        1.15           114.03 
45  55  1.69        1.48           108.11 
50  55  2.33        1.71           103.44 
55  55  2.35        1.72           99.75 
60  55  1.59        1.44           96.74 
65  55  -0.28        0.94           93.94 
70  55  -3.92        0.41           90.32 
75  55  -11.65        0.07           80.03 
80  55  -18.06        0.02           -50.48 
85  55  -8.82        0.13           -74.02 
90  55  -6.89        0.20           -76.39 
95  55  -8.82        0.13           -74.05 
100  55  -18.06        0.02           -50.73 
105  55  -11.67        0.07           80.21 
110  55  -3.93        0.40           90.46 
115  55  -0.28        0.94           94.08 
120  55  1.59        1.44           96.89 
125  55  2.36        1.72           99.93 
130  55  2.33        1.71           103.65 
135  55  1.71        1.48           108.36 
140  55  0.64        1.16           114.32 
145  55  -0.75        0.84           121.55 
150  55  -2.33        0.58           129.83 
155  55  -4.06        0.39           138.44 
160  55  -5.98        0.25           146.52 
165  55  -8.35        0.15           153.32 
170  55  -11.70        0.07           158.39 
175  55  -17.50        0.02           161.61 
180  55  -49.17        0.00           179.61 
0  60  -49.17        0.00           -0.39 
5  60  -17.94        0.02           160.64 
10  60  -11.92        0.06           157.83 
15  60  -8.50        0.14           152.87 
20  60  -6.09        0.25           146.10 
25  60  -4.13        0.39           138.05 
30  60  -2.38        0.58           129.46 
35  60  -0.78        0.84           121.21 
40  60  0.61        1.15           114.03 
45  60  1.69        1.48           108.11 
50  60  2.33        1.71           103.44 
55  60  2.35        1.72           99.75 
60  60  1.59        1.44           96.74 
65  60  -0.28        0.94           93.94 
70  60  -3.92        0.41           90.32 
75  60  -11.65        0.07           80.03 
80  60  -18.06        0.02           -50.48 
85  60  -8.82        0.13           -74.02 
90  60  -6.89        0.20           -76.39 
95  60  -8.82        0.13           -74.05 
100  60  -18.06        0.02           -50.73 
105  60  -11.67        0.07           80.21 
110  60  -3.93        0.40           90.46 
115  60  -0.28        0.94           94.08 
120  60  1.59        1.44           96.89 
125  60  2.36        1.72           99.93 
130  60  2.33        1.71           103.65 
135  60  1.71        1.48           108.36 
140  60  0.64        1.16           114.32 
145  60  -0.75        0.84           121.55 
150  60  -2.33        0.58           129.83 
155  60  -4.06        0.39           138.44 
160  60  -5.98        0.25           146.52 
165  60  -8.35        0.15           153.32 
170  60  -11.70        0.07           158.39 
175  60  -17.50        0.02           161.61 
180  60  -49.17        0.00           179.61 
0  65  -49.17        0.00           -0.39 
5  65  -17.94        0.02           160.64 
10  65  -11.92        0.06           157.83 
15  65  -8.50        0.14           152.87 
20  65  -6.09        0.25           146.10 
25  65  -4.13        0.39           138.05 
30  65  -2.38        0.58           129.46 
35  65  -0.78        0.84           121.21 
40  65  0.61        1.15           114.03 
45  65  1.69        1.48           108.11 
50  65  2.33        1.71           103.44 
55  65  2.35        1.72           99.75 
60  65  1.59        1.44           96.74 
65  65  -0.28        0.94           93.94 
70  65  -3.92        0.41           90.32 
75  65  -11.65        0.07           80.03 
80  65  -18.06        0.02           -50.48 
85  65  -8.82        0.13           -74.02 
90  65  -6.89        0.20           -76.39 
95  65  -8.82        0.13           -74.05 
100  65  -18.06        0.02           -50.73 
105  65  -11.67        0.07           80.21 
110  65  -3.93        0.40           90.46 
115  65  -0.28        0.94           94.08 
120  65  1.59        1.44           96.89 
125  65  2.36        1.72           99.93 
130  65  2.33        1.71           103.65 
135  65  1.71        1.48           108.36 
140  65  0.64        1.16           114.32 
145  65  -0.75        0.84           121.55 
150  65  -2.33        0.58           129.83 
155  65  -4.06        0.39           138.44 
160  65  -5.98        0.25           146.52 
165  65  -8.35        0.15           153.32 
170  65  -11.70        0.07           158.39 
175  65  -17.50        0.02           161.61 
180  65  -49.17        0.00           179.61 
0  70  -49.17        0.00           -0.39 
5  70  -17.94        0.02           160.64 
10  70  -11.92        0.06           157.83 
15  70  -8.50        0.14           152.87 
20  70  -6.09        0.25           146.10 
25  70  -4.13        0.39           138.05 
30  70  -2.38        0.58           129.46 
35  70  -0.78        0.84           121.21 
40  70  0.61        1.15           114.03 
45  70  1.69        1.48           108.11 
50  70  2.33        1.71           103.44 
55  70  2.35        1.72           99.75 
60  70  1.59        1.44           96.74 
65  70  -0.28        0.94           93.94 
70  70  -3.92        0.41           90.32 
75  70  -11.65        0.07           80.03 
80  70  -18.06        0.02           -50.48 
85  70  -8.82        0.13           -74.02 
90  70  -6.89        0.20           -76.39 
95  70  -8.82        0.13           -74.05 
100  70  -18.06        0.02           -50.73 
105  70  -11.67        0.07           80.21 
110  70  -3.93        0.40           90.46 
115  70  -0.28        0.94           94.08 
120  70  1.59        1.44           96.89 
125  70  2.36        1.72           99.93 
130  70  2.33        1.71           103.65 
135  70  1.71        1.48           108.36 
140  70  0.64        1.16           114.32 
145  70  -0.75        0.84           121.55 
150  70  -2.33        0.58           129.83 
155  70  -4.06        0.39           138.44 
160  70  -5.98        0.25           146.52 
165  70  -8.35        0.15           153.32 
170  70  -11.70        0.07           158.39 
175  70  -17.50        0.02           161.61 
180  70  -49.17        0.00           179.61 
0  75  -49.17        0.00           -0.39 
5  75  -17.94        0.02           160.64 
10  75  -11.92        0.06           157.83 
15  75  -8.50        0.14           152.87 
20  75  -6.09        0.25           146.10 
25  75  -4.13        0.39           138.05 
30  75  -2.38        0.58           129.46 
35  75  -0.78        0.84           121.21 
40  75  0.61        1.15           114.03 
45  75  1.69        1.48           108.11 
50  75  2.33        1.71           103.44 
55  75  2.35        1.72           99.75 
60  75  1.59        1.44           96.74 
65  75  -0.28        0.94           93.94 
70  75  -3.92        0.41           90.32 
75  75  -11.65        0.07           80.03 
80  75  -18.06        0.02           -50.48 
85  75  -8.82        0.13           -74.02 
90  75  -6.89        0.20           -76.39 
95  75  -8.82        0.13           -74.05 
100  75  -18.06        0.02           -50.73 
105  75  -11.67        0.07           80.21 
110  75  -3.93        0.40           90.46 
115  75  -0.28        0.94           94.08 
120  75  1.59        1.44           96.89 
125  75  2.36        1.72           99.93 
130  75  2.33        1.71           103.65 
135  75  1.71        1.48           108.36 
140  75  0.64        1.16           114.32 
145  75  -0.75        0.84           121.55 
150  75  -2.33        0.58           129.83 
155  75  -4.06        0.39           138.44 
160  75  -5.98        0.25           146.52 
165  75  -8.35        0.15           153.32 
170  75  -11.70        0.07           158.39 
175  75  -17.50        0.02           161.61 
180  75  -49.17        0.00           179.61 
0  80  -49.17        0.00           -0.39 
5  80  -17.94        0.02           160.64 
10  80  -11.92        0.06           157.83 
15  80  -8.50        0.14           152.87 
20  80  -6.09        0.25           146.10 
25  80  -4.13        0.39           138.05 
30  80  -2.38        0.58           129.46 
35  80  -0.78        0.84           121.21 
40  80  0.61        1.15           114.03 
45  80  1.69        1.48           108.11 
50  80  2.33        1.71           103.44 
55  80  2.35        1.72           99.75 
60  80  1.59        1.44           96.74 
65  80  -0.28        0.94           93.94 
70  80  -3.92        0.41           90.32 
75  80  -11.65        0.07           80.03 
80  80  -18.06        0.02           -50.48 
85  80  -8.82        0.13           -74.02 
90  80  -6.89        0.20           -76.39 
95  80  -8.82        0.13           -74.05 
100  80  -18.06        0.02           -50.73 
105  80  -11.67        0.07           80.21 
110  80  -3.93        0.40           90.46 
115  80  -0.28        0.94           94.08 
120  80  1.59        1.44           96.89 
125  80  2.36        1.72           99.93 
130  80  2.33        1.71           103.65 
135  80  1.71        1.48           108.36 
140  80  0.64        1.16           114.32 
145  80  -0.75        0.84           121.55 
150  80  -2.33        0.58           129.83 
155  80  -4.06        0.39           138.44 
160  80  -5.98        0.25           146.52 
165  80  -8.35        0.15           153.32 
170  80  -11.70        0.07           158.39 
175  80  -17.50        0.02           161.61 
180  80  -49.17        0.00           179.61 
0  85  -49.17        0.00           -0.39 
5  85  -17.94        0.02           160.64 
10  85  -11.92        0.06           157.83 
15  85  -8.50        0.14           152.87 
20  85  -6.09        0.25           146.10 
25  85  -4.13        0.39           138.05 
30  85  -2.38        0.58           129.46 
35  85  -0.78        0.84           121.21 
40  85  0.61        1.15           114.03 
45  85  1.69        1.48           108.11 
50  85  2.33        1.71           103.44 
55  85  2.35        1.72           99.75 
60  85  1.59        1.44           96.74 
65  85  -0.28        0.94           93.94 
70  85  -3.92        0.41           90.32 
75  85  -11.65        0.07           80.03 
80  85  -18.06        0.02           -50.48 
85  85  -8.82        0.13           -74.02 
90  85  -6.89        0.20           -76.39 
95  85  -8.82        0.13           -74.05 
100  85  -18.06        0.02           -50.73 
105  85  -11.67        0.07           80.21 
110  85  -3.93        0.40           90.46 
115  85  -0.28        0.94           94.08 
120  85  1.59        1.44           96.89 
125  85  2.36        1.72           99.93 
130  85  2.33        1.71           103.65 
135  85  1.71        1.48           108.36 
140  85  0.64        1.16           114.32 
145  85  -0.75        0.84           121.55 
150  85  -2.33        0.58           129.83 
155  85  -4.06        0.39           138.44 
160  85  -5.98        0.25           146.52 
165  85  -8.35        0.15           153.32 
170  85  -11.70        0.07           158.39 
175  85  -17.50        0.02           161.61 
180  85  -49.17        0.00           179.61 
0  90  -49.17        0.00           -0.39 
5  90  -17.94        0.02           160.64 
10  90  -11.92        0.06           157.83 
15  90  -8.50        0.14           152.87 
20  90  -6.09        0.25           146.10 
25  90  -4.13        0.39           138.05 
30  90  -2.38        0.58           129.46 
35  90  -0.78        0.84           121.21 
40  90  0.61        1.15           114.03 
45  90  1.69        1.48           108.11 
50  90  2.33        1.71           103.44 
55  90  2.35        1.72           99.75 
60  90  1.59        1.44           96.74 
65  90  -0.28        0.94           93.94 
70  90  -3.92        0.41           90.32 
75  90  -11.65        0.07           80.03 
80  90  -18.06        0.02           -50.48 
85  90  -8.82        0.13           -74.02 
90  90  -6.89        0.20           -76.39 
95  90  -8.82        0.13           -74.05 
100  90  -18.06        0.02           -50.73 
105  90  -11.67        0.07           80.21 
110  90  -3.93        0.40           90.46 
115  90  -0.28        0.94           94.08 
120  90  1.59        1.44           96.89 
125  90  2.36        1.72           99.93 
130  90  2.33        1.71           103.65 
135  90  1.71        1.48           108.36 
140  90  0.64        1.16           114.32 
145  90  -0.75        0.84           121.55 
150  90  -2.33        0.58           129.83 
155  90  -4.06        0.39           138.44 
160  90  -5.98        0.25           146.52 
165  90  -8.35        0.15           153.32 
170  90  -11.70        0.07           158.39 
175  90  -17.50        0.02           161.61 
180  90  -49.17        0.00           179.61 
0  95  -49.17        0.00           -0.39 
5  95  -17.94        0.02           160.64 
10  95  -11.92        0.06           157.83 
15  95  -8.50        0.14           152.87 
20  95  -6.09        0.25           146.10 
25  95  -4.13        0.39           138.05 
30  95  -2.38        0.58           129.46 
35  95  -0.78        0.84           121.21 
40  95  0.61        1.15           114.03 
45  95  1.69        1.48           108.11 
50  95  2.33        1.71           103.44 
55  95  2.35        1.72           99.75 
60  95  1.59        1.44           96.74 
65  95  -0.28        0.94           93.94 
70  95  -3.92        0.41           90.32 
75  95  -11.65        0.07           80.03 
80  95  -18.06        0.02           -50.48 
85  95  -8.82        0.13           -74.02 
90  95  -6.89        0.20           -76.39 
95  95  -8.82        0.13           -74.05 
100  95  -18.06        0.02           -50.73 
105  95  -11.67        0.07           80.21 
110  95  -3.93        0.40           90.46 
115  95  -0.28        0.94           94.08 
120  95  1.59        1.44           96.89 
125  95  2.36        1.72           99.93 
130  95  2.33        1.71           103.65 
135  95  1.71        1.48           108.36 
140  95  0.64        1.16           114.32 
145  95  -0.75        0.84           121.55 
150  95  -2.33        0.58           129.83 
155  95  -4.06        0.39           138.44 
160  95  -5.98        0.25           146.52 
165  95  -8.35        0.15           153.32 
170  95  -11.70        0.07           158.39 
175  95  -17.50        0.02           161.61 
180  95  -49.17        0.00           179.61 
0  100  -49.17        0.00           -0.39 
5  100  -17.94        0.02           160.64 
10  100  -11.92        0.06           157.83 
15  100  -8.50        0.14           152.87 
20  100  -6.09        0.25           146.10 
25  100  -4.13        0.39           138.05 
30  100  -2.38        0.58           129.46 
35  100  -0.78        0.84           121.21 
40  100  0.61        1.15           114.03 
45  100  1.69        1.48           108.11 
50  100  2.33        1.71           103.44 
55  100  2.35        1.72           99.75 
60  100  1.59        1.44           96.74 
65  100  -0.28        0.94           93.94 
70  100  -3.92        0.41           90.32 
75  100  -11.65        0.07           80.03 
80  100  -18.06        0.02           -50.48 
85  100  -8.82        0.13           -74.02 
90  100  -6.89        0.20           -76.39 
95  100  -8.82        0.13           -74.05 
100  100  -18.06        0.02           -50.73 
105  100  -11.67        0.07           80.21 
110  100  -3.93        0.40           90.46 
115  100  -0.28        0.94           94.08 
120  100  1.59        1.44           96.89 
125  100  2.36        1.72           99.93 
130  100  2.33        1.71           103.65 
135  100  1.71        1.48           108.36 
140  100  0.64        1.16           114.32 
145  100  -0.75        0.84           121.55 
150  100  -2.33        0.58           129.83 
155  100  -4.06        0.39           138.44 
160  100  -5.98        0.25           146.52 
165  100  -8.35        0.15           153.32 
170  100  -11.70        0.07           158.39 
175  100  -17.50        0.02           161.61 
